Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N90	NG90	auN	auNG	L50	LG50	L90	LG90	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90	QuastReferenceSequence	ToolName	QuastType	SRAssemblerUsed
KP_NORM_BLD_13129_Unicyclercontigs	231	84	65	62	44	30	5407834	5367060	5321555	5304571	5003737	4440174	100	401143	5379171	312624	57.33	52.67	145615	401143	39773	401143	164070.2	2823077.4	12	1	40	1	2.0	2.0	70443.0	0.0	0.0	0.0	0.0	69 + 4 part	5083285	93.973	1.005	0.0	14.22	0.34	45193.0	295392.0	-	21690	-	2452	1403.1	24141.8	-	5	-	18	KP_NORM_BLD_13129__allPlasmids	unicycler	CombinedPlasmids	unicycler
KP_NORM_BLD_115351_Unicyclercontigs	147	56	42	35	26	23	5553814	5528480	5502118	5454282	5294624	5196893	69	977378	5538710	275046	57.1	51.6	310872	977378	63767	977378	391588.9	7885580.7	6	1	20	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40 + 4 part	5278152	94.393	1.004	0.0	11.13	0.38	85838.0	260558.0	-	19541	-	3798	1798.8	36222.8	-	4	-	15	KP_NORM_BLD_115351__allPlasmids	unicycler	CombinedPlasmids	unicycler
KP_NORM_BLD_115706_Unicyclercontigs	120	49	43	39	37	27	5647204	5627730	5612377	5584600	5545953	5170307	56	473594	5632531	179589	57.4	53.71	272575	473594	65928	473594	242206.0	7596417.0	9	1	26	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47 + 1 part	5454888	98.487	1.004	0.0	19.7	0.56	65928.0	177643.0	-	48231	-	9717	1511.3	47399.7	-	2	-	4	KP_NORM_BLD_115706__allPlasmids	unicycler	CombinedPlasmids	unicycler
KGVETS-2019-01-604_Unicyclercontigs	99	42	28	26	25	22	5319958	5304687	5273906	5260837	5239078	5153197	49	579228	5309860	110478	57.35	48.82	360501	579228	94030	579228	317540.6	15261828.0	6	1	18	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48 + 0 part	5199382	100.0	1.0	0.0	0.0	0.0	110478.0	110478.0	-	110478	-	110478	2298.6	110478.0	-	1	-	1	KGVETS-2019-01-604__allPlasmids	unicycler	CombinedPlasmids	unicycler
KP_NORM_BLD_13375_Unicyclercontigs	125	48	35	31	28	25	5510267	5487804	5457824	5427647	5368992	5265978	57	584663	5494204	305256	57.11	50.07	267595	584663	92281	584663	286572.3	5157922.9	7	1	21	1	1.0	1.0	65581.0	0.0	0.0	0.0	0.0	40 + 1 part	5194998	97.793	1.0	0.0	30.81	5.69	109938.0	298571.0	-	62253	-	6710	3479.6	62627.8	-	2	-	8	KP_NORM_BLD_13375__allPlasmids	unicycler	CombinedPlasmids	unicycler
KGVETS-2019-01-901_Unicyclercontigs	78	35	27	26	24	20	5263571	5251695	5234719	5229462	5194769	5038413	39	900011	5254123	141237	57.53	49.47	462261	900011	79985	900011	464260.2	17270828.0	4	1	16	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34 + 0 part	5116815	97.218	1.0	0.0	0.0	0.0	63473.0	137308.0	-	51055	-	14679	1310.7	48759.4	-	2	-	3	KGVETS-2019-01-901__allPlasmids	unicycler	CombinedPlasmids	unicycler
KGVETS-2019-01-5108_Unicyclercontigs	86	36	24	22	19	14	5327334	5312727	5284462	5268670	5210235	5053055	42	772812	5317401	191910	57.35	49.46	473014	772812	161830	772812	476857.0	13212650.6	5	1	11	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28 + 0 part	5136742	94.137	1.0	0.0	0.0	0.0	42133.0	180659.0	-	25248	-	2249	858.9	23798.3	-	3	-	9	KGVETS-2019-01-5108__allPlasmids	unicycler	CombinedPlasmids	unicycler
KP_NORM_BLD_1032_Unicyclercontigs	120	67	45	38	35	29	5596993	5582790	5534659	5486577	5426994	5219576	73	601882	5586775	216142	57.22	52.52	216948	601882	66478	601882	263578.4	6812896.6	8	1	26	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60 + 1 part	5376166	97.392	1.0	0.0	1.42	0.47	66478.0	210609.0	-	47563	-	5251	1558.8	40291.0	-	2	-	7	KP_NORM_BLD_1032__allPlasmids	unicycler	CombinedPlasmids	unicycler
KGVETS-2019-01-902_Unicyclercontigs	131	44	33	29	22	18	5554890	5528433	5507177	5478639	5348641	5216772	59	774273	5538895	189484	57.11	49.27	397414	774273	90954	774273	382484.6	11180585.6	6	1	16	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44 + 0 part	5361031	93.868	1.0	0.0	0.0	0.0	42072.0	177864.0	-	18690	-	5501	748.4	21877.5	-	4	-	10	KGVETS-2019-01-902__allPlasmids	unicycler	CombinedPlasmids	unicycler
KP_NORM_BLD_110772_Unicyclercontigs	102	64	56	52	46	32	5347548	5335521	5314798	5290621	5180056	4637220	73	375100	5341078	139771	57.42	49.48	169019	375100	46525	375100	169817.1	6489232.1	12	1	36	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67 + 0 part	5207210	94.925	1.002	0.0	7.53	0.0	78553.0	132888.0	-	78553	-	5255	1526.2	58321.1	-	1	-	3	KP_NORM_BLD_110772__allPlasmids	unicycler	CombinedPlasmids	unicycler
KP_NORM_BLD_114458_Unicyclercontigs	157	79	56	47	39	29	5505413	5484598	5427535	5371482	5233195	4854739	88	362875	5491052	254570	57.26	52.91	192652	362875	47307	362875	195133.3	4209008.4	11	1	31	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56 + 2 part	5256383	92.101	1.001	0.0	9.38	0.85	51633.0	234640.0	-	23316	-	1039	1010.5	21795.8	-	4	-	25	KP_NORM_BLD_114458__allPlasmids	unicycler	CombinedPlasmids	unicycler
KGVETS-2019-01-4848_Unicyclercontigs	85	37	30	26	19	15	5566057	5551697	5536898	5506545	5370638	5240478	44	1165282	5556720	348990	56.98	48.62	453091	1165282	99238	1165282	573339.4	9128876.4	4	1	13	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	24 + 1 part	5219775	96.381	1.002	0.0	30.57	1.19	74146.0	336945.0	-	29479	-	7627	2126.2	33853.2	-	4	-	13	KGVETS-2019-01-4848__allPlasmids	unicycler	CombinedPlasmids	unicycler
KGVETS-2019-01-4639_Unicyclercontigs	70	33	27	24	23	19	5390398	5379836	5364458	5343702	5323509	5192423	39	819325	5384331	134615	57.46	50.49	437180	819325	86222	819325	475520.5	19019869.4	5	1	14	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33 + 0 part	5251571	98.622	1.0	0.0	0.0	0.0	62601.0	132760.0	-	50495	-	6753	1223.0	48917.1	-	2	-	4	KGVETS-2019-01-4639__allPlasmids	unicycler	CombinedPlasmids	unicycler
KP_NORM_BLD_112922_Unicyclercontigs	171	90	69	60	43	32	5531920	5506205	5458909	5386537	5105528	4691090	107	380336	5518478	455161	57.1	51.48	153816	380336	37459	304523	162027.5	1964459.5	13	1	39	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57 + 4 part	5106206	90.357	1.002	0.0	17.95	0.24	66899.0	412272.0	-	16548	-	665	2515.0	30492.5	-	6	-	44	KP_NORM_BLD_112922__allPlasmids	unicycler	CombinedPlasmids	unicycler
KGVETS-2019-01-4908_Unicyclercontigs	126	48	36	32	29	21	5277534	5252229	5221753	5195407	5148362	4860105	66	724892	5264627	117668	57.34	49.28	349593	724892	73802	724892	364672.4	16315941.5	5	1	20	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61 + 1 part	5146620	100.0	1.003	0.0	7.63	2.54	106199.0	118007.0	-	106199	-	106199	2151.8	96273.0	-	1	-	1	KGVETS-2019-01-4908__allPlasmids	unicycler	CombinedPlasmids	unicycler
KP_NORM_BLD_113768_Unicyclercontigs	204	184	141	114	79	41	5976803	5969355	5858808	5653589	5080199	3692630	189	167825	5972842	444898	57.01	51.88	71121	155080	17366	150451	72451.8	972679.0	30	2	94	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	145 + 0 part	5549581	94.971	1.001	0.0	11.35	0.71	71118.0	422955.0	-	37194	-	2008	2546.8	34190.6	-	5	-	29	KP_NORM_BLD_113768__allPlasmids	unicycler	CombinedPlasmids	unicycler
KP_NORM_BLD_113888_Unicyclercontigs	93	52	36	33	27	22	5497457	5484934	5448697	5427667	5344306	5174895	59	760162	5490030	167488	57.23	50.54	397368	760162	86525	760162	356871.6	11697768.6	6	1	19	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46 + 0 part	5324167	99.026	1.0	0.0	4.22	1.81	111052.0	165863.0	-	111052	-	6039	2340.0	76702.4	-	1	-	5	KP_NORM_BLD_113888__allPlasmids	unicycler	CombinedPlasmids	unicycler
KP_NORM_BLD_111588_Unicyclercontigs	137	73	59	54	47	38	5365508	5349675	5320667	5283257	5156082	4841003	80	446566	5354536	184328	57.44	52.86	139352	446566	50224	446566	168293.1	4888739.5	12	1	38	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61 + 1 part	5177852	95.536	1.003	0.0	14.15	2.83	64766.0	176684.0	-	50517	-	2667	1352.4	39286.6	-	2	-	10	KP_NORM_BLD_111588__allPlasmids	unicycler	CombinedPlasmids	unicycler
KP_NORM_BLD_112596_Unicyclercontigs	89	48	40	39	35	21	5375743	5363840	5343421	5338161	5274997	4721345	55	512917	5368408	232220	57.41	51.09	331196	512917	46543	512917	290019.5	6704603.9	7	1	24	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41 + 1 part	5143514	96.649	1.002	0.0	9.78	0.0	48666.0	224894.0	-	40500	-	14235	1453.9	33610.2	-	3	-	7	KP_NORM_BLD_112596__allPlasmids	unicycler	CombinedPlasmids	unicycler
KP_NORM_BLD_112916_Unicyclercontigs	140	64	42	41	33	25	5371420	5351793	5298640	5292436	5159009	4877468	74	415250	5358228	208351	57.26	51.68	271640	415250	56692	415250	253593.1	6521734.0	8	1	25	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52 + 0 part	5161968	94.197	1.0	0.0	0.51	0.0	59069.0	196260.0	-	20125	-	1701	1106.8	28463.0	-	3	-	15	KP_NORM_BLD_112916__allPlasmids	unicycler	CombinedPlasmids	unicycler
KP_NORM_BLD_112911_Unicyclercontigs	293	240	190	163	79	28	5628841	5614188	5460360	5261649	3873653	2105257	245	164569	5618187	222371	57.49	52.53	38062	164569	12100	151671	48738.2	1231367.9	45	1	145	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	230 + 1 part	5419077	89.471	1.0	0.0	2.51	0.5	31006.0	198971.0	-	18148	-	-	723.8	18287.5	-	5	-	-	KP_NORM_BLD_112911__allPlasmids	unicycler	CombinedPlasmids	unicycler
KP_NORM_BLD_112603_Unicyclercontigs	155	76	56	49	42	33	5488711	5463860	5422191	5370113	5239116	4918815	88	391530	5472580	200790	57.4	53.29	148829	391530	48854	391530	195333.7	5323868.1	10	1	34	1	0.0	0.0	0.0	0.0	0.0	0.0	2.0	59 + 4 part	5279252	93.833	1.026	0.0	71.38	4.66	27501.0	193328.0	-	16780	-	1574	589.7	16071.6	-	5	-	17	KP_NORM_BLD_112603__allPlasmids	unicycler	CombinedPlasmids	unicycler
KP_NORM_BLD_114309_Unicyclercontigs	85	35	29	29	28	23	5545478	5530805	5517615	5517615	5498569	5323178	42	768225	5535182	88308	57.38	52.8	387338	768225	88308	768225	359814.2	22553301.1	6	1	19	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41 + 0 part	5446874	100.0	1.0	0.0	0.0	0.0	88308.0	88308.0	-	88308	-	88308	1408.9	88308.0	-	1	-	1	KP_NORM_BLD_114309__allPlasmids	unicycler	CombinedPlasmids	unicycler
KP_NORM_BLD_112590_Unicyclercontigs	207	85	63	54	39	29	5373008	5341386	5291888	5226856	4977032	4613922	100	375638	5351145	235158	57.36	53.04	211051	375638	38226	375638	191951.2	4367952.4	10	1	34	1	0.0	0.0	0.0	0.0	0.0	0.0	3.0	61 + 11 part	5136170	88.962	1.025	0.0	111.03	2.8	51893.0	214365.0	-	19217	-	516	977.3	22239.8	-	4	-	32	KP_NORM_BLD_112590__allPlasmids	unicycler	CombinedPlasmids	unicycler
KP_NORM_BLD_112925_Unicyclercontigs	113	56	47	43	37	27	5350250	5335127	5317215	5283081	5163163	4798099	60	611126	5337647	126907	57.34	49.61	178961	611126	47499	611126	230329.4	9687543.2	10	1	28	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55 + 1 part	5212239	98.819	1.0	0.0	7.97	0.0	71271.0	125408.0	-	71271	-	47499	1378.7	57986.1	-	1	-	2	KP_NORM_BLD_112925__allPlasmids	unicycler	CombinedPlasmids	unicycler
KGVETS-2019-01-587_Unicyclercontigs	121	48	33	30	24	18	5485139	5464172	5433233	5410168	5300455	5103357	58	797590	5471461	303536	57.11	49.4	369276	797590	94205	797590	379101.5	6833585.0	6	1	17	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40 + 0 part	5179160	96.298	1.0	0.0	0.0	0.34	109701.0	292301.0	-	42134	-	7627	3008.0	54220.9	-	2	-	9	KGVETS-2019-01-587__allPlasmids	unicycler	CombinedPlasmids	unicycler
KGVETS-2019-01-2116_Unicyclercontigs	167	53	34	34	32	24	5677254	5648426	5612503	5612503	5574854	5273007	65	1136789	5656921	160222	57.32	52.41	238265	1136789	65595	1136789	424354.0	14982568.5	6	1	21	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56 + 0 part	5499104	98.499	1.0	0.0	0.0	0.0	65595.0	157817.0	-	44963	-	38039	1378.5	48669.2	-	2	-	3	KGVETS-2019-01-2116__allPlasmids	unicycler	CombinedPlasmids	unicycler
KGVETS-2019-01-897_Unicyclercontigs	103	31	22	22	21	18	5372198	5348614	5329985	5329985	5310189	5216955	49	704859	5360912	170784	57.3	49.91	371232	704859	133332	704859	392963.9	12335141.8	5	1	15	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45 + 0 part	5191426	99.24	1.0	0.0	1.18	0.0	133332.0	169486.0	-	133332	-	32979	3520.0	110491.9	-	1	-	2	KGVETS-2019-01-897__allPlasmids	unicycler	CombinedPlasmids	unicycler
KP_NORM_BLD_114473_Unicyclercontigs	199	110	69	57	42	30	5569252	5545073	5439880	5358182	5113880	4676245	121	475959	5553654	487841	57.68	51.0	166697	475959	32389	475959	187712.6	2136947.9	11	1	38	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58 + 0 part	5109036	91.069	1.0	0.0	5.4	0.23	47605.0	444357.0	-	13283	-	942	1459.6	16616.4	-	11	-	57	KP_NORM_BLD_114473__allPlasmids	unicycler	CombinedPlasmids	unicycler
KP_NORM_BLD_112908_Unicyclercontigs	89	47	39	37	31	26	5385146	5375269	5353506	5341934	5231205	5049009	50	544631	5377657	142194	57.3	51.16	219750	544631	72230	544631	256087.3	9685005.2	8	1	23	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44 + 1 part	5235572	98.987	1.009	0.0	37.3	0.7	72230.0	142085.0	-	72230	-	58456	1614.1	61045.0	-	1	-	2	KP_NORM_BLD_112908__allPlasmids	unicycler	CombinedPlasmids	unicycler
KP_NORM_BLD_114603_Unicyclercontigs	82	35	30	28	26	17	5206299	5191981	5181240	5168479	5123657	4817737	43	967121	5197383	201749	57.5	49.66	355572	967121	86320	967121	438391.8	11293687.7	5	1	16	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33 + 0 part	5000442	97.617	1.0	0.0	0.0	0.0	66223.0	196941.0	-	35548	-	24729	1565.1	40318.5	-	2	-	5	KP_NORM_BLD_114603__allPlasmids	unicycler	CombinedPlasmids	unicycler
KGVETS-2019-01-476_Unicyclercontigs	202	51	37	35	31	24	5342277	5297677	5264763	5245482	5162993	4917350	73	547790	5312649	44080	57.53	49.94	311209	547790	68226	547790	273332.1	32942773.5	7	1	22	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70 + 0 part	5269624	97.999	0.996	0.0	0.0	2.32	30970.0	43025.0	-	30970	-	9294	198.2	23891.6	-	1	-	2	KGVETS-2019-01-476__allPlasmids	unicycler	CombinedPlasmids	unicycler
KP_NORM_BLD_111598_Unicyclercontigs	189	131	108	87	69	37	5598004	5578987	5524182	5371888	5096588	3925648	143	392530	5587173	350647	57.4	51.45	85137	392530	26368	392530	110408.1	1759231.2	20	1	67	1	1.0	1.0	1296.0	0.0	0.0	0.0	0.0	101 + 4 part	5265169	90.755	1.011	0.0	16.48	0.31	107224.0	321582.0	-	13806	-	1073	2627.3	41863.0	-	4	-	33	KP_NORM_BLD_111598__allPlasmids	unicycler	CombinedPlasmids	unicycler
KP_NORM_BLD_114453_Unicyclercontigs	115	112	101	91	65	38	5569212	5568272	5531662	5459337	5005532	4068992	113	352182	5568921	189360	57.38	51.09	89341	352182	24177	352182	109799.5	3229111.9	20	1	66	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109 + 0 part	5380174	99.657	1.0	0.0	14.31	1.06	127101.0	188639.0	-	127101	-	14815	3238.0	95226.4	-	1	-	3	KP_NORM_BLD_114453__allPlasmids	unicycler	CombinedPlasmids	unicycler
KGVETS-2019-01-4548_Unicyclercontigs	97	42	32	28	21	16	5564405	5549121	5527484	5497132	5361226	5191262	48	1165282	5553528	348990	56.97	48.62	453058	1165282	99629	1165282	556190.2	8850733.8	4	1	14	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	28 + 1 part	5216585	96.38	1.002	0.0	32.65	1.78	91107.0	336943.0	-	22879	-	7626	2463.8	39206.8	-	4	-	13	KGVETS-2019-01-4548__allPlasmids	unicycler	CombinedPlasmids	unicycler
KGVETS-2019-01-4380_Unicyclercontigs	77	35	24	20	18	15	5429145	5416200	5392028	5362756	5324846	5220221	43	759409	5421754	165111	57.33	49.91	433682	759409	173690	759409	487859.8	16019865.9	5	1	11	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31 + 1 part	5261582	96.917	1.001	0.0	2.5	0.0	58711.0	160172.0	-	44240	-	3234	1127.7	37031.2	-	2	-	7	KGVETS-2019-01-4380__allPlasmids	unicycler	CombinedPlasmids	unicycler
KGVETS-2019-01-376_Unicyclercontigs	129	43	33	31	27	22	5482121	5455769	5428095	5412303	5333307	5176126	55	554841	5464894	191895	57.14	49.46	348925	554841	93081	554841	304765.7	8679288.6	7	1	19	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41 + 0 part	5283999	94.268	1.0	0.0	0.0	0.0	42133.0	180895.0	-	25248	-	2249	837.6	23852.8	-	3	-	9	KGVETS-2019-01-376__allPlasmids	unicycler	CombinedPlasmids	unicycler
KGVETS-2019-01-2870_Unicyclercontigs	183	56	36	26	20	13	5627585	5591293	5538454	5463207	5346152	5112438	70	1457945	5600775	527276	56.84	48.27	415753	1457945	86346	1457945	666264.5	7077124.2	4	1	12	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20 + 0 part	5123917	90.417	1.0	0.0	0.0	0.0	57186.0	476745.0	-	22420	-	580	2253.9	23940.8	-	8	-	46	KGVETS-2019-01-2870__allPlasmids	unicycler	CombinedPlasmids	unicycler
KP_NORM_BLD_113315_Unicyclercontigs	163	66	49	46	37	27	5618962	5594905	5559087	5534175	5383857	5005552	74	462650	5600255	228252	57.18	50.1	258394	462650	48433	462650	238106.9	5842048.3	8	1	28	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	52 + 4 part	5378624	95.339	1.018	0.0	81.67	0.9	89647.0	221624.0	-	54793	-	2601	2176.0	53389.0	-	2	-	7	KP_NORM_BLD_113315__allPlasmids	unicycler	CombinedPlasmids	unicycler
KGVETS-2019-01-4118_Unicyclercontigs	81	30	21	21	20	18	5302233	5287986	5268380	5268380	5250635	5190307	35	791317	5291748	151087	57.56	50.03	472420	791317	92626	791317	493597.0	17287993.2	4	1	13	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30 + 0 part	5144395	97.529	1.0	0.0	0.0	0.0	64937.0	147353.0	-	58702	-	17745	1510.9	52920.3	-	2	-	3	KGVETS-2019-01-4118__allPlasmids	unicycler	CombinedPlasmids	unicycler
KGVETS-2019-01-3793_Unicyclercontigs	92	35	26	26	24	21	5415543	5400468	5378350	5378350	5336243	5236184	41	740330	5404336	155822	57.28	49.6	433165	740330	99296	740330	396368.3	13747142.4	5	1	17	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36 + 0 part	5252411	97.499	1.0	0.0	0.0	0.0	64933.0	151925.0	-	58710	-	22311	1513.4	52488.7	-	2	-	3	KGVETS-2019-01-3793__allPlasmids	unicycler	CombinedPlasmids	unicycler
KGVETS-2019-01-4407_Unicyclercontigs	93	35	27	25	23	19	5532025	5516416	5495485	5481592	5441664	5293765	40	1076306	5519828	319449	56.99	49.95	361588	1076306	99273	1076306	452204.2	7813733.2	6	1	15	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28 + 0 part	5205831	98.291	1.0	0.0	8.92	0.32	109461.0	313996.0	-	58711	-	7485	3776.4	65252.6	-	2	-	6	KGVETS-2019-01-4407__allPlasmids	unicycler	CombinedPlasmids	unicycler
KGVETS-2019-01-2871_Unicyclercontigs	45	19	16	15	14	12	5220423	5213556	5206821	5197816	5177165	5116842	22	1923498	5215251	112055	57.48	49.0	770147	1923498	204206	1923498	960985.4	44726074.0	2	1	9	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21 + 0 part	5103196	100.0	1.0	0.0	0.0	0.0	112055.0	112055.0	-	112055	-	112055	2407.6	112055.0	-	1	-	1	KGVETS-2019-01-2871__allPlasmids	unicycler	CombinedPlasmids	unicycler
KGVETS-2019-01-4637_Unicyclercontigs	153	38	27	26	21	18	5459078	5425360	5394757	5388000	5300633	5214255	56	932260	5437639	161248	57.3	50.36	440622	932260	141449	932260	439915.8	14834933.3	5	1	14	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50 + 0 part	5280330	97.557	1.0	0.0	0.0	0.0	64878.0	157309.0	-	58724	-	10077	1487.6	50165.1	-	2	-	4	KGVETS-2019-01-4637__allPlasmids	unicycler	CombinedPlasmids	unicycler
2018-01-4639_Unicyclercontigs	90	39	31	26	21	14	5467967	5452322	5432198	5390425	5311761	5042363	47	854506	5457821	546401	57.2	48.53	513787	854506	86414	854506	494360.8	4938008.4	4	1	13	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24 + 2 part	5148505	56.53	1.001	0.0	5.17	0.0	50255.0	309272.0	-	8533	-	-	1709.6	17076.1	-	12	-	-	2018-01-4639__allPlasmids	unicycler	CombinedPlasmids	unicycler
KGVETS-2019-01-3185_Unicyclercontigs	131	64	43	39	32	22	5662637	5640365	5595708	5565962	5449997	5124979	81	607565	5651272	382321	57.03	50.25	313748	607565	50589	607565	306374.7	4528672.5	7	1	22	1	1.0	1.0	8980.0	0.0	0.0	0.0	3.0	43 + 7 part	5260668	98.214	1.039	0.0	93.07	1.54	78305.0	390048.0	-	32726	-	9294	2747.8	40616.5	-	4	-	11	KGVETS-2019-01-3185__allPlasmids	unicycler	CombinedPlasmids	unicycler
2018-01-3094_Unicyclercontigs	113	52	44	39	36	31	5292228	5276591	5256245	5216226	5157466	4957138	59	1072395	5281735	228970	57.32	50.31	168799	1072395	58618	1072395	358172.7	8262100.4	8	1	28	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	51 + 1 part	5162298	52.151	1.0	0.0	9.21	2.51	54199.0	119429.0	-	5463	-	-	933.2	21526.9	-	5	-	-	2018-01-3094__allPlasmids	unicycler	CombinedPlasmids	unicycler
2018-01-710_Unicyclercontigs	74	28	20	16	14	12	5207377	5196206	5179909	5157749	5126085	5062182	30	924445	5197267	46227	57.4	48.59	497902	924445	196143	924445	578044.0	64989050.9	4	1	9	1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	25 + 0 part	5152217	97.298	1.0	0.0	0.0	0.0	29325.0	44978.0	-	29325	-	2787	179.6	20195.1	-	1	-	4	2018-01-710__allPlasmids	unicycler	CombinedPlasmids	unicycler
2018-01-2353_Unicyclercontigs	86	36	27	26	21	17	5404167	5388777	5370037	5360844	5265200	5139144	44	981700	5393682	210209	57.19	44.82	380277	981700	100599	981700	438746.4	11257646.5	5	1	14	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35 + 0 part	5189103	97.094	1.0	0.0	0.49	0.49	76267.0	204144.0	-	62933	-	21556	2106.6	54053.6	-	2	-	4	2018-01-2353__allPlasmids	unicycler	CombinedPlasmids	unicycler
KGVETS-2019-01-1380_Unicyclercontigs	143	39	25	25	21	16	5793321	5760126	5729354	5729354	5662440	5492195	58	883082	5773183	157153	57.2	53.39	655154	883082	89093	883082	524705.4	19275610.6	4	1	13	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51 + 0 part	5618633	98.34	1.0	0.0	0.0	0.65	59089.0	154550.0	-	46432	-	13677	1194.7	43886.8	-	2	-	4	KGVETS-2019-01-1380__allPlasmids	unicycler	CombinedPlasmids	unicycler
KGVETS-2019-01-1759_Unicyclercontigs	121	47	37	31	30	25	5332964	5312187	5289639	5247711	5226658	5067581	56	566542	5318427	159449	57.18	50.02	265611	566542	63535	566542	285248.8	9514483.7	7	1	21	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48 + 0 part	5162119	98.03	1.0	0.0	0.0	0.0	63535.0	156308.0	-	61391	-	6418	1506.5	50248.3	-	2	-	5	KGVETS-2019-01-1759__allPlasmids	unicycler	CombinedPlasmids	unicycler
KGVETS-2019-01-1378_Unicyclercontigs	119	47	37	34	32	24	5517572	5499685	5475913	5454832	5420506	5148232	56	628170	5505056	244058	57.07	49.98	220673	628170	75319	628170	311377.2	7023531.7	7	1	21	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	47 + 2 part	5261241	99.448	1.005	0.0	22.56	0.0	78281.0	243814.0	-	50495	-	13705	2232.5	50355.9	-	2	-	5	KGVETS-2019-01-1378__allPlasmids	unicycler	CombinedPlasmids	unicycler
KGVETS-2019-01-4937_Unicyclercontigs	82	38	30	27	23	17	5424260	5410111	5393725	5376042	5304927	5087126	45	742224	5415129	257035	57.24	50.07	361782	742224	99442	742224	398843.9	8402711.8	5	1	15	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31 + 2 part	5159589	98.862	1.006	0.0	21.52	0.78	133186.0	255540.0	-	133186	-	22661	3939.3	82992.7	-	1	-	4	KGVETS-2019-01-4937__allPlasmids	unicycler	CombinedPlasmids	unicycler
KGVETS-2019-01-3187_Unicyclercontigs	136	37	29	27	24	21	5386231	5359519	5341542	5327316	5272643	5184723	46	918824	5365633	134614	57.28	50.48	294648	918824	103620	918824	397627.4	15849190.0	6	1	17	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42 + 0 part	5232874	98.622	1.0	0.0	0.0	0.0	115581.0	132759.0	-	115581	-	7473	2510.3	100057.4	-	1	-	2	KGVETS-2019-01-3187__allPlasmids	unicycler	CombinedPlasmids	unicycler
