#name	length	SampleID	AssemblyType
51_length=15071_depth=1.47x	15071	KP_NORM_BLD_114473	SROnlyAssembly
52_length=13961_depth=1.64x	13961	KP_NORM_BLD_114473	SROnlyAssembly
53_length=13283_depth=1.22x	13283	KP_NORM_BLD_114473	SROnlyAssembly
54_length=12743_depth=1.62x	12743	KP_NORM_BLD_114473	SROnlyAssembly
55_length=12685_depth=1.27x	12685	KP_NORM_BLD_114473	SROnlyAssembly
56_length=11132_depth=1.56x	11132	KP_NORM_BLD_114473	SROnlyAssembly
57_length=10646_depth=2.53x	10646	KP_NORM_BLD_114473	SROnlyAssembly
58_length=8618_depth=2.17x_circular=true	8618	KP_NORM_BLD_114473	SROnlyAssembly
59_length=8603_depth=1.64x	8603	KP_NORM_BLD_114473	SROnlyAssembly
60_length=7157_depth=1.52x	7157	KP_NORM_BLD_114473	SROnlyAssembly
61_length=7003_depth=1.62x	7003	KP_NORM_BLD_114473	SROnlyAssembly
62_length=6952_depth=1.83x	6952	KP_NORM_BLD_114473	SROnlyAssembly
63_length=6770_depth=1.46x	6770	KP_NORM_BLD_114473	SROnlyAssembly
64_length=6751_depth=1.22x	6751	KP_NORM_BLD_114473	SROnlyAssembly
65_length=6700_depth=1.72x	6700	KP_NORM_BLD_114473	SROnlyAssembly
66_length=6039_depth=1.61x	6039	KP_NORM_BLD_114473	SROnlyAssembly
67_length=6034_depth=2.46x	6034	KP_NORM_BLD_114473	SROnlyAssembly
68_length=5716_depth=2.36x	5716	KP_NORM_BLD_114473	SROnlyAssembly
69_length=5355_depth=1.53x	5355	KP_NORM_BLD_114473	SROnlyAssembly
70_length=4938_depth=1.04x	4938	KP_NORM_BLD_114473	SROnlyAssembly
71_length=4605_depth=23.47x_circular=true	4605	KP_NORM_BLD_114473	SROnlyAssembly
72_length=4559_depth=0.86x	4559	KP_NORM_BLD_114473	SROnlyAssembly
73_length=4438_depth=1.37x	4438	KP_NORM_BLD_114473	SROnlyAssembly
74_length=4342_depth=1.23x	4342	KP_NORM_BLD_114473	SROnlyAssembly
75_length=4271_depth=1.43x	4271	KP_NORM_BLD_114473	SROnlyAssembly
76_length=4132_depth=1.00x	4132	KP_NORM_BLD_114473	SROnlyAssembly
77_length=3980_depth=8.48x_circular=true	3980	KP_NORM_BLD_114473	SROnlyAssembly
78_length=3904_depth=24.93x_circular=true	3904	KP_NORM_BLD_114473	SROnlyAssembly
79_length=3817_depth=1.49x	3817	KP_NORM_BLD_114473	SROnlyAssembly
80_length=3810_depth=1.54x	3810	KP_NORM_BLD_114473	SROnlyAssembly
81_length=3786_depth=1.05x	3786	KP_NORM_BLD_114473	SROnlyAssembly
82_length=3645_depth=10.04x_circular=true	3645	KP_NORM_BLD_114473	SROnlyAssembly
83_length=3255_depth=1.74x	3255	KP_NORM_BLD_114473	SROnlyAssembly
84_length=3182_depth=1.58x	3182	KP_NORM_BLD_114473	SROnlyAssembly
85_length=3152_depth=2.62x	3152	KP_NORM_BLD_114473	SROnlyAssembly
86_length=3021_depth=2.37x	3021	KP_NORM_BLD_114473	SROnlyAssembly
87_length=2693_depth=7.21x_circular=true	2693	KP_NORM_BLD_114473	SROnlyAssembly
88_length=2672_depth=1.45x	2672	KP_NORM_BLD_114473	SROnlyAssembly
89_length=2524_depth=0.74x	2524	KP_NORM_BLD_114473	SROnlyAssembly
90_length=2280_depth=2.92x	2280	KP_NORM_BLD_114473	SROnlyAssembly
91_length=2049_depth=1.32x	2049	KP_NORM_BLD_114473	SROnlyAssembly
92_length=1989_depth=0.77x	1989	KP_NORM_BLD_114473	SROnlyAssembly
93_length=1821_depth=1.27x	1821	KP_NORM_BLD_114473	SROnlyAssembly
94_length=1725_depth=15.01x	1725	KP_NORM_BLD_114473	SROnlyAssembly
95_length=1653_depth=13.59x	1653	KP_NORM_BLD_114473	SROnlyAssembly
96_length=1477_depth=2.89x	1477	KP_NORM_BLD_114473	SROnlyAssembly
97_length=1463_depth=0.63x	1463	KP_NORM_BLD_114473	SROnlyAssembly
98_length=1432_depth=1.08x	1432	KP_NORM_BLD_114473	SROnlyAssembly
99_length=1389_depth=1.27x	1389	KP_NORM_BLD_114473	SROnlyAssembly
100_length=1375_depth=1.30x	1375	KP_NORM_BLD_114473	SROnlyAssembly
101_length=1372_depth=1.63x	1372	KP_NORM_BLD_114473	SROnlyAssembly
102_length=1304_depth=1.04x	1304	KP_NORM_BLD_114473	SROnlyAssembly
103_length=1255_depth=3.75x	1255	KP_NORM_BLD_114473	SROnlyAssembly
104_length=1240_depth=32.44x_circular=true	1240	KP_NORM_BLD_114473	SROnlyAssembly
105_length=1207_depth=1.86x	1207	KP_NORM_BLD_114473	SROnlyAssembly
106_length=1191_depth=1.61x	1191	KP_NORM_BLD_114473	SROnlyAssembly
107_length=1124_depth=10.08x	1124	KP_NORM_BLD_114473	SROnlyAssembly
108_length=1063_depth=1.43x	1063	KP_NORM_BLD_114473	SROnlyAssembly
109_length=1037_depth=3.00x	1037	KP_NORM_BLD_114473	SROnlyAssembly
110_length=1021_depth=3.68x	1021	KP_NORM_BLD_114473	SROnlyAssembly
111_length=985_depth=6.77x	985	KP_NORM_BLD_114473	SROnlyAssembly
112_length=968_depth=4.38x	968	KP_NORM_BLD_114473	SROnlyAssembly
113_length=942_depth=2.24x	942	KP_NORM_BLD_114473	SROnlyAssembly
114_length=936_depth=1.77x	936	KP_NORM_BLD_114473	SROnlyAssembly
115_length=904_depth=7.43x	904	KP_NORM_BLD_114473	SROnlyAssembly
116_length=807_depth=7.89x	807	KP_NORM_BLD_114473	SROnlyAssembly
117_length=684_depth=15.09x	684	KP_NORM_BLD_114473	SROnlyAssembly
118_length=612_depth=2.73x	612	KP_NORM_BLD_114473	SROnlyAssembly
119_length=601_depth=3.21x	601	KP_NORM_BLD_114473	SROnlyAssembly
120_length=585_depth=14.58x	585	KP_NORM_BLD_114473	SROnlyAssembly
121_length=557_depth=1.33x	557	KP_NORM_BLD_114473	SROnlyAssembly
122_length=457_depth=5.94x	457	KP_NORM_BLD_114473	SROnlyAssembly
123_length=445_depth=1.71x	445	KP_NORM_BLD_114473	SROnlyAssembly
124_length=441_depth=14.66x	441	KP_NORM_BLD_114473	SROnlyAssembly
125_length=427_depth=1.11x	427	KP_NORM_BLD_114473	SROnlyAssembly
126_length=416_depth=2.76x	416	KP_NORM_BLD_114473	SROnlyAssembly
127_length=410_depth=2.34x	410	KP_NORM_BLD_114473	SROnlyAssembly
128_length=405_depth=0.93x	405	KP_NORM_BLD_114473	SROnlyAssembly
129_length=386_depth=1.89x	386	KP_NORM_BLD_114473	SROnlyAssembly
130_length=378_depth=1.40x	378	KP_NORM_BLD_114473	SROnlyAssembly
131_length=345_depth=7.63x	345	KP_NORM_BLD_114473	SROnlyAssembly
132_length=343_depth=2.95x	343	KP_NORM_BLD_114473	SROnlyAssembly
133_length=341_depth=2.50x	341	KP_NORM_BLD_114473	SROnlyAssembly
134_length=328_depth=1.13x	328	KP_NORM_BLD_114473	SROnlyAssembly
135_length=310_depth=8.27x	310	KP_NORM_BLD_114473	SROnlyAssembly
136_length=309_depth=1.50x	309	KP_NORM_BLD_114473	SROnlyAssembly
137_length=289_depth=1.36x	289	KP_NORM_BLD_114473	SROnlyAssembly
138_length=289_depth=1.31x	289	KP_NORM_BLD_114473	SROnlyAssembly
139_length=277_depth=1.37x	277	KP_NORM_BLD_114473	SROnlyAssembly
140_length=265_depth=1.21x	265	KP_NORM_BLD_114473	SROnlyAssembly
141_length=239_depth=5.85x	239	KP_NORM_BLD_114473	SROnlyAssembly
142_length=235_depth=1.74x	235	KP_NORM_BLD_114473	SROnlyAssembly
143_length=228_depth=2.60x	228	KP_NORM_BLD_114473	SROnlyAssembly
144_length=223_depth=1.81x	223	KP_NORM_BLD_114473	SROnlyAssembly
145_length=212_depth=7.46x	212	KP_NORM_BLD_114473	SROnlyAssembly
146_length=204_depth=3.32x	204	KP_NORM_BLD_114473	SROnlyAssembly
147_length=201_depth=3.85x	201	KP_NORM_BLD_114473	SROnlyAssembly
148_length=200_depth=1.10x	200	KP_NORM_BLD_114473	SROnlyAssembly
149_length=200_depth=1.85x	200	KP_NORM_BLD_114473	SROnlyAssembly
150_length=189_depth=0.79x	189	KP_NORM_BLD_114473	SROnlyAssembly
151_length=185_depth=6.41x	185	KP_NORM_BLD_114473	SROnlyAssembly
152_length=183_depth=1.59x	183	KP_NORM_BLD_114473	SROnlyAssembly
153_length=179_depth=5.65x	179	KP_NORM_BLD_114473	SROnlyAssembly
154_length=176_depth=0.87x	176	KP_NORM_BLD_114473	SROnlyAssembly
155_length=169_depth=2.78x	169	KP_NORM_BLD_114473	SROnlyAssembly
156_length=167_depth=1.82x	167	KP_NORM_BLD_114473	SROnlyAssembly
157_length=166_depth=4.60x	166	KP_NORM_BLD_114473	SROnlyAssembly
158_length=161_depth=2.92x	161	KP_NORM_BLD_114473	SROnlyAssembly
159_length=160_depth=4.81x	160	KP_NORM_BLD_114473	SROnlyAssembly
160_length=152_depth=1.84x	152	KP_NORM_BLD_114473	SROnlyAssembly
161_length=145_depth=2.98x	145	KP_NORM_BLD_114473	SROnlyAssembly
162_length=145_depth=18.00x	145	KP_NORM_BLD_114473	SROnlyAssembly
163_length=144_depth=2.20x	144	KP_NORM_BLD_114473	SROnlyAssembly
164_length=144_depth=1.41x	144	KP_NORM_BLD_114473	SROnlyAssembly
165_length=142_depth=3.97x	142	KP_NORM_BLD_114473	SROnlyAssembly
166_length=142_depth=8.35x	142	KP_NORM_BLD_114473	SROnlyAssembly
167_length=141_depth=7.06x	141	KP_NORM_BLD_114473	SROnlyAssembly
168_length=140_depth=51.68x	140	KP_NORM_BLD_114473	SROnlyAssembly
169_length=139_depth=8.68x	139	KP_NORM_BLD_114473	SROnlyAssembly
170_length=138_depth=3.79x	138	KP_NORM_BLD_114473	SROnlyAssembly
171_length=137_depth=1.72x	137	KP_NORM_BLD_114473	SROnlyAssembly
172_length=135_depth=6.31x	135	KP_NORM_BLD_114473	SROnlyAssembly
173_length=133_depth=1.32x	133	KP_NORM_BLD_114473	SROnlyAssembly
174_length=133_depth=16.69x	133	KP_NORM_BLD_114473	SROnlyAssembly
175_length=131_depth=8.91x	131	KP_NORM_BLD_114473	SROnlyAssembly
176_length=131_depth=2.72x	131	KP_NORM_BLD_114473	SROnlyAssembly
177_length=131_depth=2.39x	131	KP_NORM_BLD_114473	SROnlyAssembly
178_length=130_depth=5.24x	130	KP_NORM_BLD_114473	SROnlyAssembly
179_length=130_depth=14.21x	130	KP_NORM_BLD_114473	SROnlyAssembly
180_length=129_depth=6.51x	129	KP_NORM_BLD_114473	SROnlyAssembly
181_length=127_depth=1.09x	127	KP_NORM_BLD_114473	SROnlyAssembly
182_length=127_depth=0.80x	127	KP_NORM_BLD_114473	SROnlyAssembly
183_length=126_depth=18.74x	126	KP_NORM_BLD_114473	SROnlyAssembly
184_length=120_depth=12.67x	120	KP_NORM_BLD_114473	SROnlyAssembly
185_length=118_depth=1.43x	118	KP_NORM_BLD_114473	SROnlyAssembly
186_length=116_depth=24.93x	116	KP_NORM_BLD_114473	SROnlyAssembly
187_length=115_depth=1.74x	115	KP_NORM_BLD_114473	SROnlyAssembly
188_length=115_depth=1.36x	115	KP_NORM_BLD_114473	SROnlyAssembly
189_length=115_depth=1.26x	115	KP_NORM_BLD_114473	SROnlyAssembly
190_length=115_depth=41.34x	115	KP_NORM_BLD_114473	SROnlyAssembly
191_length=111_depth=2.71x	111	KP_NORM_BLD_114473	SROnlyAssembly
192_length=111_depth=3.89x	111	KP_NORM_BLD_114473	SROnlyAssembly
193_length=111_depth=17.30x	111	KP_NORM_BLD_114473	SROnlyAssembly
194_length=111_depth=2.65x	111	KP_NORM_BLD_114473	SROnlyAssembly
195_length=109_depth=0.64x	109	KP_NORM_BLD_114473	SROnlyAssembly
196_length=108_depth=3.36x	108	KP_NORM_BLD_114473	SROnlyAssembly
197_length=107_depth=4.05x	107	KP_NORM_BLD_114473	SROnlyAssembly
198_length=104_depth=25.23x	104	KP_NORM_BLD_114473	SROnlyAssembly
199_length=102_depth=2.29x	102	KP_NORM_BLD_114473	SROnlyAssembly
1_length=164569_depth=1.13x	164569	KP_NORM_BLD_112911	SROnlyAssembly
2_length=151671_depth=0.96x	151671	KP_NORM_BLD_112911	SROnlyAssembly
3_length=138160_depth=1.00x	138160	KP_NORM_BLD_112911	SROnlyAssembly
4_length=108207_depth=1.07x	108207	KP_NORM_BLD_112911	SROnlyAssembly
5_length=99504_depth=1.05x	99504	KP_NORM_BLD_112911	SROnlyAssembly
6_length=89506_depth=0.93x	89506	KP_NORM_BLD_112911	SROnlyAssembly
7_length=79217_depth=0.87x	79217	KP_NORM_BLD_112911	SROnlyAssembly
8_length=78576_depth=0.85x	78576	KP_NORM_BLD_112911	SROnlyAssembly
9_length=74875_depth=0.95x	74875	KP_NORM_BLD_112911	SROnlyAssembly
10_length=73281_depth=1.05x	73281	KP_NORM_BLD_112911	SROnlyAssembly
11_length=68953_depth=1.07x	68953	KP_NORM_BLD_112911	SROnlyAssembly
12_length=65825_depth=1.12x	65825	KP_NORM_BLD_112911	SROnlyAssembly
13_length=62680_depth=1.11x	62680	KP_NORM_BLD_112911	SROnlyAssembly
14_length=62074_depth=0.85x	62074	KP_NORM_BLD_112911	SROnlyAssembly
15_length=61493_depth=1.13x	61493	KP_NORM_BLD_112911	SROnlyAssembly
16_length=61207_depth=1.11x	61207	KP_NORM_BLD_112911	SROnlyAssembly
17_length=60686_depth=1.03x	60686	KP_NORM_BLD_112911	SROnlyAssembly
18_length=59364_depth=1.08x	59364	KP_NORM_BLD_112911	SROnlyAssembly
19_length=57700_depth=0.87x	57700	KP_NORM_BLD_112911	SROnlyAssembly
20_length=56930_depth=0.92x	56930	KP_NORM_BLD_112911	SROnlyAssembly
21_length=56362_depth=0.77x	56362	KP_NORM_BLD_112911	SROnlyAssembly
22_length=56348_depth=0.85x	56348	KP_NORM_BLD_112911	SROnlyAssembly
23_length=54562_depth=0.75x	54562	KP_NORM_BLD_112911	SROnlyAssembly
24_length=54326_depth=0.84x	54326	KP_NORM_BLD_112911	SROnlyAssembly
25_length=53521_depth=2.62x	53521	KP_NORM_BLD_112911	SROnlyAssembly
26_length=52687_depth=0.76x	52687	KP_NORM_BLD_112911	SROnlyAssembly
27_length=51595_depth=1.14x	51595	KP_NORM_BLD_112911	SROnlyAssembly
28_length=51378_depth=0.96x	51378	KP_NORM_BLD_112911	SROnlyAssembly
29_length=49507_depth=0.98x	49507	KP_NORM_BLD_112911	SROnlyAssembly
30_length=49500_depth=0.85x	49500	KP_NORM_BLD_112911	SROnlyAssembly
31_length=48089_depth=1.04x	48089	KP_NORM_BLD_112911	SROnlyAssembly
32_length=45709_depth=0.83x	45709	KP_NORM_BLD_112911	SROnlyAssembly
33_length=44583_depth=1.14x	44583	KP_NORM_BLD_112911	SROnlyAssembly
34_length=44311_depth=1.03x	44311	KP_NORM_BLD_112911	SROnlyAssembly
35_length=43433_depth=0.84x	43433	KP_NORM_BLD_112911	SROnlyAssembly
36_length=42842_depth=0.89x	42842	KP_NORM_BLD_112911	SROnlyAssembly
37_length=42713_depth=1.03x	42713	KP_NORM_BLD_112911	SROnlyAssembly
38_length=41293_depth=0.73x	41293	KP_NORM_BLD_112911	SROnlyAssembly
39_length=40791_depth=0.89x	40791	KP_NORM_BLD_112911	SROnlyAssembly
40_length=40667_depth=0.99x	40667	KP_NORM_BLD_112911	SROnlyAssembly
41_length=39778_depth=1.00x	39778	KP_NORM_BLD_112911	SROnlyAssembly
42_length=39335_depth=1.17x	39335	KP_NORM_BLD_112911	SROnlyAssembly
43_length=38991_depth=0.97x	38991	KP_NORM_BLD_112911	SROnlyAssembly
44_length=38486_depth=0.84x	38486	KP_NORM_BLD_112911	SROnlyAssembly
45_length=38062_depth=1.15x	38062	KP_NORM_BLD_112911	SROnlyAssembly
46_length=38046_depth=0.84x	38046	KP_NORM_BLD_112911	SROnlyAssembly
47_length=37308_depth=1.03x	37308	KP_NORM_BLD_112911	SROnlyAssembly
48_length=36367_depth=0.92x	36367	KP_NORM_BLD_112911	SROnlyAssembly
49_length=36318_depth=0.74x	36318	KP_NORM_BLD_112911	SROnlyAssembly
50_length=36125_depth=1.06x	36125	KP_NORM_BLD_112911	SROnlyAssembly
51_length=34843_depth=0.83x	34843	KP_NORM_BLD_112911	SROnlyAssembly
52_length=34651_depth=1.12x	34651	KP_NORM_BLD_112911	SROnlyAssembly
53_length=33365_depth=0.81x	33365	KP_NORM_BLD_112911	SROnlyAssembly
54_length=32847_depth=1.03x	32847	KP_NORM_BLD_112911	SROnlyAssembly
55_length=31519_depth=0.92x	31519	KP_NORM_BLD_112911	SROnlyAssembly
56_length=31273_depth=0.91x	31273	KP_NORM_BLD_112911	SROnlyAssembly
57_length=31183_depth=0.86x	31183	KP_NORM_BLD_112911	SROnlyAssembly
58_length=31144_depth=1.11x	31144	KP_NORM_BLD_112911	SROnlyAssembly
59_length=31023_depth=0.89x	31023	KP_NORM_BLD_112911	SROnlyAssembly
60_length=31006_depth=1.70x	31006	KP_NORM_BLD_112911	SROnlyAssembly
61_length=30925_depth=1.15x	30925	KP_NORM_BLD_112911	SROnlyAssembly
62_length=30893_depth=0.79x	30893	KP_NORM_BLD_112911	SROnlyAssembly
63_length=30769_depth=1.14x	30769	KP_NORM_BLD_112911	SROnlyAssembly
64_length=30472_depth=0.80x	30472	KP_NORM_BLD_112911	SROnlyAssembly
65_length=30470_depth=0.81x	30470	KP_NORM_BLD_112911	SROnlyAssembly
66_length=30278_depth=0.89x	30278	KP_NORM_BLD_112911	SROnlyAssembly
67_length=29883_depth=1.15x	29883	KP_NORM_BLD_112911	SROnlyAssembly
68_length=29463_depth=0.67x	29463	KP_NORM_BLD_112911	SROnlyAssembly
69_length=29449_depth=0.98x	29449	KP_NORM_BLD_112911	SROnlyAssembly
70_length=27420_depth=1.72x	27420	KP_NORM_BLD_112911	SROnlyAssembly
71_length=27054_depth=0.92x	27054	KP_NORM_BLD_112911	SROnlyAssembly
72_length=26783_depth=0.85x	26783	KP_NORM_BLD_112911	SROnlyAssembly
73_length=26468_depth=0.77x	26468	KP_NORM_BLD_112911	SROnlyAssembly
74_length=26012_depth=1.04x	26012	KP_NORM_BLD_112911	SROnlyAssembly
75_length=25653_depth=0.90x	25653	KP_NORM_BLD_112911	SROnlyAssembly
76_length=25611_depth=0.91x	25611	KP_NORM_BLD_112911	SROnlyAssembly
77_length=25472_depth=1.23x	25472	KP_NORM_BLD_112911	SROnlyAssembly
78_length=25187_depth=0.69x	25187	KP_NORM_BLD_112911	SROnlyAssembly
79_length=25026_depth=0.74x	25026	KP_NORM_BLD_112911	SROnlyAssembly
80_length=24859_depth=1.24x	24859	KP_NORM_BLD_112911	SROnlyAssembly
81_length=24688_depth=0.80x	24688	KP_NORM_BLD_112911	SROnlyAssembly
82_length=23897_depth=0.77x	23897	KP_NORM_BLD_112911	SROnlyAssembly
83_length=23897_depth=0.86x	23897	KP_NORM_BLD_112911	SROnlyAssembly
84_length=23799_depth=0.94x	23799	KP_NORM_BLD_112911	SROnlyAssembly
85_length=23545_depth=0.92x	23545	KP_NORM_BLD_112911	SROnlyAssembly
86_length=23541_depth=0.97x	23541	KP_NORM_BLD_112911	SROnlyAssembly
87_length=23331_depth=1.15x	23331	KP_NORM_BLD_112911	SROnlyAssembly
88_length=22861_depth=0.73x	22861	KP_NORM_BLD_112911	SROnlyAssembly
89_length=22583_depth=1.03x	22583	KP_NORM_BLD_112911	SROnlyAssembly
90_length=22417_depth=0.90x	22417	KP_NORM_BLD_112911	SROnlyAssembly
91_length=22194_depth=1.02x	22194	KP_NORM_BLD_112911	SROnlyAssembly
92_length=22139_depth=1.59x	22139	KP_NORM_BLD_112911	SROnlyAssembly
93_length=21326_depth=0.74x	21326	KP_NORM_BLD_112911	SROnlyAssembly
94_length=20742_depth=0.85x	20742	KP_NORM_BLD_112911	SROnlyAssembly
95_length=20631_depth=0.77x	20631	KP_NORM_BLD_112911	SROnlyAssembly
96_length=20320_depth=0.79x	20320	KP_NORM_BLD_112911	SROnlyAssembly
97_length=20193_depth=1.19x	20193	KP_NORM_BLD_112911	SROnlyAssembly
98_length=20167_depth=0.75x	20167	KP_NORM_BLD_112911	SROnlyAssembly
99_length=19968_depth=0.80x	19968	KP_NORM_BLD_112911	SROnlyAssembly
100_length=19875_depth=0.67x	19875	KP_NORM_BLD_112911	SROnlyAssembly
101_length=19659_depth=0.94x	19659	KP_NORM_BLD_112911	SROnlyAssembly
102_length=19470_depth=0.88x	19470	KP_NORM_BLD_112911	SROnlyAssembly
103_length=19455_depth=0.77x	19455	KP_NORM_BLD_112911	SROnlyAssembly
104_length=19326_depth=1.08x	19326	KP_NORM_BLD_112911	SROnlyAssembly
105_length=19119_depth=0.62x	19119	KP_NORM_BLD_112911	SROnlyAssembly
106_length=19066_depth=0.84x	19066	KP_NORM_BLD_112911	SROnlyAssembly
107_length=18892_depth=0.93x	18892	KP_NORM_BLD_112911	SROnlyAssembly
108_length=18484_depth=1.01x	18484	KP_NORM_BLD_112911	SROnlyAssembly
109_length=18309_depth=0.81x	18309	KP_NORM_BLD_112911	SROnlyAssembly
110_length=18148_depth=1.36x	18148	KP_NORM_BLD_112911	SROnlyAssembly
111_length=18140_depth=0.55x	18140	KP_NORM_BLD_112911	SROnlyAssembly
112_length=18067_depth=1.06x	18067	KP_NORM_BLD_112911	SROnlyAssembly
113_length=17713_depth=0.97x	17713	KP_NORM_BLD_112911	SROnlyAssembly
114_length=17570_depth=1.09x	17570	KP_NORM_BLD_112911	SROnlyAssembly
115_length=17359_depth=1.01x	17359	KP_NORM_BLD_112911	SROnlyAssembly
116_length=17241_depth=1.27x	17241	KP_NORM_BLD_112911	SROnlyAssembly
117_length=17172_depth=1.10x	17172	KP_NORM_BLD_112911	SROnlyAssembly
118_length=16904_depth=0.98x	16904	KP_NORM_BLD_112911	SROnlyAssembly
119_length=16863_depth=0.78x	16863	KP_NORM_BLD_112911	SROnlyAssembly
120_length=16781_depth=0.88x	16781	KP_NORM_BLD_112911	SROnlyAssembly
121_length=16683_depth=0.98x	16683	KP_NORM_BLD_112911	SROnlyAssembly
122_length=16590_depth=0.86x	16590	KP_NORM_BLD_112911	SROnlyAssembly
123_length=16205_depth=0.60x	16205	KP_NORM_BLD_112911	SROnlyAssembly
124_length=16107_depth=1.08x	16107	KP_NORM_BLD_112911	SROnlyAssembly
125_length=16013_depth=0.80x	16013	KP_NORM_BLD_112911	SROnlyAssembly
126_length=15545_depth=0.79x	15545	KP_NORM_BLD_112911	SROnlyAssembly
127_length=15440_depth=0.42x	15440	KP_NORM_BLD_112911	SROnlyAssembly
128_length=14966_depth=1.05x	14966	KP_NORM_BLD_112911	SROnlyAssembly
129_length=14843_depth=0.80x	14843	KP_NORM_BLD_112911	SROnlyAssembly
130_length=14654_depth=0.79x	14654	KP_NORM_BLD_112911	SROnlyAssembly
131_length=14652_depth=0.75x	14652	KP_NORM_BLD_112911	SROnlyAssembly
132_length=14463_depth=0.76x	14463	KP_NORM_BLD_112911	SROnlyAssembly
133_length=14363_depth=1.00x	14363	KP_NORM_BLD_112911	SROnlyAssembly
134_length=14134_depth=0.91x	14134	KP_NORM_BLD_112911	SROnlyAssembly
135_length=13942_depth=0.85x	13942	KP_NORM_BLD_112911	SROnlyAssembly
136_length=13680_depth=1.18x	13680	KP_NORM_BLD_112911	SROnlyAssembly
137_length=13536_depth=0.54x	13536	KP_NORM_BLD_112911	SROnlyAssembly
138_length=13276_depth=0.79x	13276	KP_NORM_BLD_112911	SROnlyAssembly
139_length=13160_depth=0.57x	13160	KP_NORM_BLD_112911	SROnlyAssembly
140_length=13112_depth=0.90x	13112	KP_NORM_BLD_112911	SROnlyAssembly
141_length=12590_depth=1.05x	12590	KP_NORM_BLD_112911	SROnlyAssembly
142_length=12321_depth=1.28x	12321	KP_NORM_BLD_112911	SROnlyAssembly
143_length=12176_depth=1.08x	12176	KP_NORM_BLD_112911	SROnlyAssembly
144_length=12151_depth=0.86x	12151	KP_NORM_BLD_112911	SROnlyAssembly
145_length=12100_depth=0.96x	12100	KP_NORM_BLD_112911	SROnlyAssembly
146_length=12045_depth=0.86x	12045	KP_NORM_BLD_112911	SROnlyAssembly
147_length=11926_depth=1.37x	11926	KP_NORM_BLD_112911	SROnlyAssembly
148_length=11865_depth=1.03x	11865	KP_NORM_BLD_112911	SROnlyAssembly
149_length=11646_depth=1.02x	11646	KP_NORM_BLD_112911	SROnlyAssembly
150_length=11518_depth=1.03x	11518	KP_NORM_BLD_112911	SROnlyAssembly
151_length=11473_depth=0.80x	11473	KP_NORM_BLD_112911	SROnlyAssembly
152_length=11386_depth=0.88x	11386	KP_NORM_BLD_112911	SROnlyAssembly
153_length=11290_depth=1.07x	11290	KP_NORM_BLD_112911	SROnlyAssembly
154_length=11246_depth=0.84x	11246	KP_NORM_BLD_112911	SROnlyAssembly
155_length=11123_depth=0.81x	11123	KP_NORM_BLD_112911	SROnlyAssembly
156_length=10973_depth=0.88x	10973	KP_NORM_BLD_112911	SROnlyAssembly
157_length=10967_depth=0.84x	10967	KP_NORM_BLD_112911	SROnlyAssembly
158_length=10893_depth=0.72x	10893	KP_NORM_BLD_112911	SROnlyAssembly
159_length=10765_depth=0.85x	10765	KP_NORM_BLD_112911	SROnlyAssembly
160_length=10512_depth=0.71x	10512	KP_NORM_BLD_112911	SROnlyAssembly
161_length=10432_depth=0.67x	10432	KP_NORM_BLD_112911	SROnlyAssembly
162_length=10373_depth=0.84x	10373	KP_NORM_BLD_112911	SROnlyAssembly
163_length=10150_depth=0.72x	10150	KP_NORM_BLD_112911	SROnlyAssembly
164_length=9939_depth=0.60x	9939	KP_NORM_BLD_112911	SROnlyAssembly
165_length=9932_depth=1.17x	9932	KP_NORM_BLD_112911	SROnlyAssembly
166_length=9396_depth=0.72x	9396	KP_NORM_BLD_112911	SROnlyAssembly
167_length=9058_depth=1.11x	9058	KP_NORM_BLD_112911	SROnlyAssembly
168_length=8919_depth=0.75x	8919	KP_NORM_BLD_112911	SROnlyAssembly
169_length=8578_depth=0.87x	8578	KP_NORM_BLD_112911	SROnlyAssembly
170_length=8492_depth=0.91x	8492	KP_NORM_BLD_112911	SROnlyAssembly
171_length=8351_depth=0.75x	8351	KP_NORM_BLD_112911	SROnlyAssembly
172_length=8346_depth=0.92x	8346	KP_NORM_BLD_112911	SROnlyAssembly
173_length=8228_depth=0.68x	8228	KP_NORM_BLD_112911	SROnlyAssembly
174_length=7488_depth=1.09x	7488	KP_NORM_BLD_112911	SROnlyAssembly
175_length=7444_depth=1.20x	7444	KP_NORM_BLD_112911	SROnlyAssembly
176_length=7373_depth=0.72x	7373	KP_NORM_BLD_112911	SROnlyAssembly
177_length=7240_depth=0.67x	7240	KP_NORM_BLD_112911	SROnlyAssembly
178_length=7202_depth=0.97x	7202	KP_NORM_BLD_112911	SROnlyAssembly
179_length=7157_depth=0.60x	7157	KP_NORM_BLD_112911	SROnlyAssembly
180_length=6930_depth=0.80x	6930	KP_NORM_BLD_112911	SROnlyAssembly
181_length=6798_depth=0.80x	6798	KP_NORM_BLD_112911	SROnlyAssembly
182_length=6595_depth=0.57x	6595	KP_NORM_BLD_112911	SROnlyAssembly
183_length=6383_depth=0.81x	6383	KP_NORM_BLD_112911	SROnlyAssembly
184_length=6139_depth=0.94x	6139	KP_NORM_BLD_112911	SROnlyAssembly
185_length=5810_depth=0.81x	5810	KP_NORM_BLD_112911	SROnlyAssembly
186_length=5678_depth=0.61x	5678	KP_NORM_BLD_112911	SROnlyAssembly
187_length=5598_depth=0.68x	5598	KP_NORM_BLD_112911	SROnlyAssembly
