#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq	SampleID
KGVETS-2019-01-3185__pl_1	1	210134	52191	210134	100	53.9042	36.2	55.4	KGVETS-2019-01-3185
KGVETS-2019-01-3185__pl_2	1	108158	11747	108158	100	23.4808	36.2	56.4	KGVETS-2019-01-3185
KGVETS-2019-01-3185__pl_3	1	54735	27027	54735	100	106.415	36.1	55	KGVETS-2019-01-3185
KGVETS-2019-01-3185__pl_4	1	9294	7448	9294	100	161.529	35.9	52.5	KGVETS-2019-01-3185
KGVETS-2019-01-3162__chr	1	5240090	2504054	5240090	100	92.3495	36	55.2	KGVETS-2019-01-3162
KGVETS-2019-01-3162__pl_1	1	164800	81742	164800	100	94.5391	36.2	53.5	KGVETS-2019-01-3162
KGVETS-2019-01-3162__pl_2	1	107283	27000	107283	100	47.9086	36.3	55.7	KGVETS-2019-01-3162
KGVETS-2019-01-3162__pl_3	1	10077	12392	10077	100	239.453	36	53.9	KGVETS-2019-01-3162
KGMAR-2019-604__chr	1	5335640	1426463	5335640	100	64.1315	35.6	56.9	KGMAR-2019-604
KGMAR-2019-604__pl_1	1	40428	16951	40428	100	100.261	35.8	55.4	KGMAR-2019-604
KGVETS-2019-01-1844__chr	1	5378252	1268749	5378252	100	49.1194	35.3	55.7	KGVETS-2019-01-1844
KGVETS-2019-01-1844__pl_1	1	202186	68837	202186	100	70.1503	35.6	53.7	KGVETS-2019-01-1844
KGVETS-2019-01-1844__pl_2	1	24916	7816	24803	99.5465	66.7408	35.7	56.4	KGVETS-2019-01-1844
KGVETS-2019-01-1844__pl_3	1	10058	5432	10058	100	114.113	35.3	54.7	KGVETS-2019-01-1844
KGVETS-2019-01-1844__pl_4	1	1546	12637	1546	100	1656.51	35.2	55.6	KGVETS-2019-01-1844
KGVETS-2019-01-1961__chr	1	5247455	1294705	5247442	99.9998	52.3121	35.3	55.8	KGVETS-2019-01-1961
KGVETS-2019-01-1961__pl_1	1	142485	39717	142485	100	58.7307	35.6	55.2	KGVETS-2019-01-1961
KGVETS-2019-01-1961__pl_2	1	109860	20694	109860	100	39.6327	35.6	56.4	KGVETS-2019-01-1961
KGVETS-2019-01-1961__pl_3	1	33148	10150	33148	100	66.1435	35.2	52.6	KGVETS-2019-01-1961
KGVET-2019-01-3472-4__chr	1	5179523	1685613	5179523	100	87.7019	33.7	58.1	KGVET-2019-01-3472-4
KGVET-2019-01-3472-4__pl_1	1	33288	7314	33288	100	58.1206	34.8	57.7	KGVET-2019-01-3472-4
KGVET-2019-01-3472-4__pl_2	1	5631	8665	5631	100	406.68	34.2	58.2	KGVET-2019-01-3472-4
KGVET-2019-01-3472-4__pl_3	1	5463	7097	5463	100	339.455	34.2	58.1	KGVET-2019-01-3472-4
KGVETS-2019-01-3158__chr	1	5412914	2425478	5412914	100	88.5449	35.9	55.4	KGVETS-2019-01-3158
KP_NORM_BLD_115351__chr	1	5361093	1887795	5361093	100	70.2646	33.6	55.5	KP_NORM_BLD_115351
KP_NORM_BLD_115351__pl_1	1	164385	88106	164385	100	105.367	34.2	49.5	KP_NORM_BLD_115351
KP_NORM_BLD_115351__pl_2	1	110661	78759	110661	100	139.696	34.2	55.2	KP_NORM_BLD_115351
KGVETS-2019-01-2303__chr	1	5222258	1818527	5222258	100	67.0426	36	55.3	KGVETS-2019-01-2303
KGVETS-2019-01-2303__pl_1	1	162526	49185	162526	100	57.6572	36.1	53	KGVETS-2019-01-2303
KGVETS-2019-01-4118__chr	1	5199032	1701827	5199032	100	71.0582	35.8	56.2	KGVETS-2019-01-4118
KGVETS-2019-01-4118__pl_1	1	151087	52722	151087	100	75.5012	36	54.6	KGVETS-2019-01-4118
KGVETS-2019-01-326__chr	1	5228899	2041820	5228899	100	84.1388	35.7	56	KGVETS-2019-01-326
KGVETS-2019-01-326__pl_1	1	188202	89004	188202	100	100.988	36	53.9	KGVETS-2019-01-326
KGVETS-2019-01-2871__chr	1	5148545	2833341	5148545	100	103.639	35.7	56.4	KGVETS-2019-01-2871
KGVETS-2019-01-2871__pl_1	1	112055	43273	112055	100	72.8964	36.2	56.9	KGVETS-2019-01-2871
KGVETS-2019-01-3187__chr	1	5304093	1385384	5304081	99.9998	59.2593	35.7	56.3	KGVETS-2019-01-3187
KGVETS-2019-01-3187__pl_1	1	134614	34830	134614	100	58.2863	36	56.5	KGVETS-2019-01-3187
KGMAR-2020-440__chr	1	5293138	3068297	5293138	100	125.659	35.9	56	KGMAR-2020-440
KGMAR-2020-440__pl_1	1	132386	151488	132386	100	247.526	36	55	KGMAR-2020-440
KGMAR-2020-440__pl_2	1	4813	10912	4813	100	500.01	36.2	56.5	KGMAR-2020-440
KP_NORM_BLD_116241__chr	1	5334129	1069388	5333992	99.9974	44.0313	32.9	56.7	KP_NORM_BLD_116241
KGVETS-2019-01-3793__chr	1	5318074	1419557	5318074	100	72.4887	32.4	58.2	KGVETS-2019-01-3793
KGVETS-2019-01-3793__pl_1	1	155822	42967	155822	100	75.5385	32.8	57	KGVETS-2019-01-3793
KGVET-2019-01-2264__chr	1	5251937	1936104	5251937	100	83.5731	34.8	56.3	KGVET-2019-01-2264
KP_NORM_BLD_116570__chr	1	5172703	1139828	5172674	99.9994	40.4811	35	54.8	KP_NORM_BLD_116570
KGMAR-2019-1459__chr	1	5325836	1760356	5325836	100	79.0926	35.6	56.2	KGMAR-2019-1459
KGMAR-2019-1459__pl_1	1	248591	99708	248589	99.9992	95.7785	35.9	50.9	KGMAR-2019-1459
KGMAR-2019-1459__pl_2	1	87189	35424	87185	99.9954	96.9379	35.8	51.3	KGMAR-2019-1459
KGMAR-2019-1459__pl_3	1	73392	24612	73392	100	79.7634	36	55.2	KGMAR-2019-1459
KGMAR-2019-1459__pl_4	1	5924	9733	5924	100	397.052	36	57.2	KGMAR-2019-1459
KGMAR-2019-1459__pl_5	1	4217	8720	4217	100	494.25	36.1	55.4	KGMAR-2019-1459
2018-01-714__chr	1	5081823	1795584	5081823	100	93.681	34.6	59.3	2018-01-714
2018-01-714__pl_1	1	245878	14192	245829	99.9801	14.8797	35.3	57.4	2018-01-714
KGVET-2020-01-2959-1__chr	1	5202254	973989	5202254	100	49.6365	34.2	58.1	KGVET-2020-01-2959-1
KGVET-2020-01-2959-1__pl_1	1	54204	21017	54201	99.9945	102.759	34.5	58.5	KGVET-2020-01-2959-1
KGVET-2020-01-2959-1__pl_2	1	5631	9353	5631	100	346.115	34.8	50.6	KGVET-2020-01-2959-1
KGMAR-2019-1417-2__chr	1	5143265	2194778	5143265	100	96.25	35.9	56.2	KGMAR-2019-1417-2
KGMAR-2019-1417-2__pl_1	1	177060	81905	177060	100	104.21	36.1	55.4	KGMAR-2019-1417-2
KGVET-2020-01-2677-1__chr	1	5287320	2183735	5287254	99.9988	101.053	34.8	57.1	KGVET-2020-01-2677-1
KGVET-2020-01-2677-1__pl_1	1	61089	30370	60914	99.7135	121.157	35.7	57.4	KGVET-2020-01-2677-1
KGVET-2020-01-2677-1__pl_2	1	6094	21041	6094	100	854.943	35	57.8	KGVET-2020-01-2677-1
KGVET-2020-01-2677-1__pl_3	1	5463	3865	5463	100	170.357	35.1	57.3	KGVET-2020-01-2677-1
KGVETS-2019-01-1759__chr	1	5228346	956767	5228346	100	40.1304	35	56	KGVETS-2019-01-1759
KGVETS-2019-01-1759__pl_1	1	150155	34940	150155	100	50.6278	35.3	56.3	KGVETS-2019-01-1759
KGVETS-2019-01-1759__pl_2	1	9294	3890	9294	100	92.0391	35	56.5	KGVETS-2019-01-1759
KGVETS-2019-01-1378__chr	1	5358389	1377486	5358257	99.9975	54.7775	35.6	55.3	KGVETS-2019-01-1378
KGVETS-2019-01-1378__pl_1	1	134614	32362	134614	100	50.8955	35.8	36.5	KGVETS-2019-01-1378
KGVETS-2019-01-1378__pl_2	1	109444	18734	109444	100	35.9999	35.9	56.1	KGVETS-2019-01-1378
KGVET-2020-01-1661__chr	1	5387724	1033582	5387724	100	53.8579	34.3	58.4	KGVET-2020-01-1661
KGVET-2020-01-1661__pl_1	1	199130	44582	199130	100	62.928	34.5	55.5	KGVET-2020-01-1661
KGVET-2020-01-1661__pl_2	1	105099	28364	105099	100	75.7623	34.6	54.3	KGVET-2020-01-1661
KGVET-2020-01-1661__pl_3	1	1506	14692	1506	100	2455.41	34.5	58.1	KGVET-2020-01-1661
2018-01-4639__chr	1	5207981	1423186	5207926	99.9989	74.0215	34.1	58.3	2018-01-4639
2018-01-4639__pl_1	1	261211	11314	260293	99.6486	11.3807	34.8	52.5	2018-01-4639
2018-01-4639__pl_2	1	188280	30563	188280	100	43.7831	34.6	53	2018-01-4639
2018-01-4639__pl_3	1	96910	32924	96910	100	91.8657	34.4	51.9	2018-01-4639
KGVETS-2019-01-1806__chr	1	5366405	1143504	5366405	100	43.4576	35.2	55.5	KGVETS-2019-01-1806
KGVETS-2019-01-1806__pl_1	1	148386	45492	148386	100	62.1376	35.5	53.5	KGVETS-2019-01-1806
KGVETS-2019-01-1806__pl_2	1	105968	21918	105968	100	42.1608	35.5	56	KGVETS-2019-01-1806
KGVETS-2019-01-1806__pl_3	1	6871	3200	6871	100	95.7586	35.2	55.9	KGVETS-2019-01-1806
KGVETS-2019-01-1806__pl_4	1	5932	2334	5932	100	79.2382	35.5	55.9	KGVETS-2019-01-1806
KGVETS-2019-01-1806__pl_5	1	1549	8833	1549	100	1111.16	35.2	55.2	KGVETS-2019-01-1806
2018-01-2730__chr	1	5239870	1528750	5239870	100	62.4106	35.1	59.1	2018-01-2730
2018-01-2730__pl_1	1	148650	47477	148645	99.9966	67.7191	35.4	56.8	2018-01-2730
2018-01-2730__pl_2	1	109458	28110	109458	100	54.8435	35.5	59.6	2018-01-2730
2018-01-2730__pl_3	1	77109	34742	77109	100	97.2979	35.3	59.1	2018-01-2730
2018-01-2730__pl_4	1	5631	4807	5631	100	176.903	35.5	59.3	2018-01-2730
KP_NORM_BLD_13379__chr	1	5373551	1453564	5373551	100	61.3771	32.5	55.7	KP_NORM_BLD_13379
KP_NORM_BLD_13379__pl_1	1	147392	61808	147382	99.9932	91.8949	33	52.5	KP_NORM_BLD_13379
KP_NORM_BLD_13379__pl_2	1	109262	20444	109262	100	41.7144	33.2	56.4	KP_NORM_BLD_13379
KP_NORM_BLD_13379__pl_3	1	101870	43517	101870	100	94.7346	32.8	54.5	KP_NORM_BLD_13379
KGVET-2020-01-2661__chr	1	5354829	1880251	5354829	100	88.1844	34.4	57.1	KGVET-2020-01-2661
KGVET-2020-01-2661__pl_1	1	125338	43524	125338	100	87.0497	34.8	54.5	KGVET-2020-01-2661
KGVET-2020-01-2661__pl_2	1	31859	8740	31859	100	67.3234	36.1	57.5	KGVET-2020-01-2661
KGVET-2020-01-2158-1__chr	1	5308542	1300973	5308542	100	67.2658	32.2	58.2	KGVET-2020-01-2158-1
KGVET-2020-01-2158-1__pl_1	1	177995	71260	177995	100	110.065	32.8	56.6	KGVET-2020-01-2158-1
KGVET-2020-01-2158-1__pl_2	1	9294	3907	9294	100	115.341	31.9	58.8	KGVET-2020-01-2158-1
KGVET-2020-01-2158-1__pl_3	1	5631	6638	5631	100	318.644	32.7	58.6	KGVET-2020-01-2158-1
KGVET-2020-01-2158-1__pl_4	1	5463	3288	5463	100	164.257	32.5	58.6	KGVET-2020-01-2158-1
KGVET-2020-01-2158-1__pl_5	1	1843	28685	1843	100	3938.39	33	58.1	KGVET-2020-01-2158-1
KGVET-2020-01-2158-1__pl_6	1	1506	9807	1506	100	1624.85	32.6	57.8	KGVET-2020-01-2158-1
KGVET-2020-01-2158-1__pl_7	1	1335	0	0	0	0	0	0	KGVET-2020-01-2158-1
KGMAR-2020-428__chr	1	5180779	2301615	5180779	100	96.1768	35.6	55.9	KGMAR-2020-428
KGMAR-2020-428__pl_1	1	224996	162305	224996	100	155.813	35.8	51.5	KGMAR-2020-428
KGMAR-2020-428__pl_2	1	115157	40813	115157	100	76.4577	36	55.1	KGMAR-2020-428
KGMAR-2020-428__pl_3	1	68699	46885	68699	100	150.162	35.7	50.8	KGMAR-2020-428
KGMAR-2020-428__pl_4	1	4165	8318	4165	100	427.661	35.8	54	KGMAR-2020-428
KGMAR-2020-428__pl_5	1	3549	13045	3549	100	828.066	35.8	53	KGMAR-2020-428
KGMAR-2020-428__pl_6	1	2733	5066	2733	100	400.588	35.8	56.2	KGMAR-2020-428
KGVET-2020-01-236-2__chr	1	5329169	1699752	5329169	100	85.5103	32.1	58.2	KGVET-2020-01-236-2
KGVET-2020-01-236-2__pl_1	1	9294	4685	9294	100	134.085	31.8	58.7	KGVET-2020-01-236-2
KGVET-2020-01-236-2__pl_2	1	5631	5948	5631	100	276.526	32.5	58.4	KGVET-2020-01-236-2
KGVET-2020-01-236-2__pl_3	1	5463	5669	5463	100	276.525	32.4	58.4	KGVET-2020-01-236-2
KGVET-2020-01-236-2__pl_4	1	1527	10240	1527	100	1601.76	32.4	57.4	KGVET-2020-01-236-2
KP_NORM_BLD_13738__chr	1	5320172	1546049	5319846	99.9939	55.6132	34.6	54.8	KP_NORM_BLD_13738
KP_NORM_BLD_13738__pl_1	1	68236	50022	68236	100	140.955	35.5	53.5	KP_NORM_BLD_13738
KP_NORM_BLD_13738__pl_2	1	66055	73639	66055	100	215.422	34.9	56.1	KP_NORM_BLD_13738
KP_NORM_BLD_13738__pl_3	1	52953	30026	52953	100	109.392	35.1	47	KP_NORM_BLD_13738
KP_NORM_BLD_13738__pl_4	1	21259	20003	21259	100	179.64	35.3	51.2	KP_NORM_BLD_13738
KP_NORM_BLD_13738__pl_5	1	3733	39718	3733	100	1936.13	36.2	55.4	KP_NORM_BLD_13738
KP_NORM_BLD_13738__pl_6	1	3336	18888	3336	100	1043.53	35.7	55.7	KP_NORM_BLD_13738
KGVET-2020-01-126__chr	1	5190314	1154075	5190314	100	61.8897	34.3	58.4	KGVET-2020-01-126
KGVETS-2019-01-1380__chr	1	5694896	1868341	5694844	99.9991	70.1035	35.2	56	KGVETS-2019-01-1380
KGVETS-2019-01-1380__pl_1	1	157153	59167	157153	100	80.132	35.4	55.2	KGVETS-2019-01-1380
KGVET-2020-01-2067-1__chr	1	5364693	976605	5364693	100	50.8458	34.2	58.4	KGVET-2020-01-2067-1
KGVET-2020-01-2067-1__pl_1	1	3972	8844	3972	100	608.343	34.7	58.9	KGVET-2020-01-2067-1
KGVETS-2019-01-1382__chr	1	5378254	2008922	5378254	100	77.4477	35.6	55.7	KGVETS-2019-01-1382
KGVETS-2019-01-1382__pl_1	1	175479	91031	175479	100	106.405	35.9	54.8	KGVETS-2019-01-1382
KGVETS-2019-01-1382__pl_2	1	33709	14436	33709	100	88.8125	35.8	55.5	KGVETS-2019-01-1382
KGVETS-2019-01-1382__pl_3	1	10058	9101	10058	100	191.56	35.5	54	KGVETS-2019-01-1382
KGVETS-2019-01-1382__pl_4	1	1546	13814	1546	100	1798.53	35.6	55.7	KGVETS-2019-01-1382
KGVETS-2019-01-1761__chr	1	5420965	1472282	5420965	100	56.7384	35.3	55.5	KGVETS-2019-01-1761
KGVETS-2019-01-1761__pl_1	1	165959	57558	165959	100	71.7595	35.5	55.7	KGVETS-2019-01-1761
KGVETS-2019-01-1760__chr	1	5257891	1328540	5257891	100	53.6634	35.1	55.9	KGVETS-2019-01-1760
KGVETS-2019-01-1760__pl_1	1	150155	45254	150155	100	63.5815	35.4	56.2	KGVETS-2019-01-1760
KGVETS-2019-01-1760__pl_2	1	54253	25251	53654	98.8959	97.4053	35.3	56.3	KGVETS-2019-01-1760
KGVETS-2019-01-1760__pl_3	1	9294	5377	9294	100	124.422	35	56.5	KGVETS-2019-01-1760
2018-01-707__chr	1	5315792	1590025	5315792	100	81.0686	34.2	59.2	2018-01-707
2018-01-707__pl_1	1	208334	82150	208334	100	106.725	34.7	57.5	2018-01-707
2018-01-707__pl_2	1	9294	6696	9294	100	193.668	34.1	59.6	2018-01-707
2018-01-707__pl_3	1	5631	6434	5631	100	302.897	34.5	59.3	2018-01-707
2018-01-707__pl_4	1	5463	2598	5463	100	122.533	34.4	58.9	2018-01-707
2018-01-707__pl_5	1	1552	11059	1552	100	1702	34.4	54.1	2018-01-707
2018-01-707__pl_6	1	1506	5806	1506	100	950.666	34.4	51.9	2018-01-707
2018-01-711__chr	1	5214509	1649003	5214509	100	86.1575	34.1	59.2	2018-01-711
2018-01-711__pl_1	1	5631	7885	5631	100	370.201	34.6	59.3	2018-01-711
2018-01-711__pl_2	1	3749	2318	3749	100	159.674	34.1	58.8	2018-01-711
2018-01-711__pl_3	1	3068	9889	3068	100	837.953	34.9	59	2018-01-711
2018-01-711__pl_4	1	1506	3490	1506	100	557.431	34.6	58.5	2018-01-711
2018-01-1584__chr	1	5228166	1513409	5228153	99.9998	74.8525	34.3	57.7	2018-01-1584
2018-01-1584__pl_1	1	54170	33958	54170	100	161.864	34.7	58.2	2018-01-1584
2018-01-1584__pl_2	1	51081	11775	51081	100	59.9785	35.2	55.1	2018-01-1584
2018-01-1584__pl_3	1	5463	2031	5463	100	94.3771	34.8	57.9	2018-01-1584
2018-01-1584__pl_4	1	2255	9818	2255	100	1076.21	35.2	57.7	2018-01-1584
KGVET-2020-01-3721-3__chr	1	5269207	1302452	5269207	100	57.8596	34.2	58.5	KGVET-2020-01-3721-3
KGVET-2020-01-3721-3__pl_1	1	204622	52580	204622	100	60.3975	34.7	58	KGVET-2020-01-3721-3
KGVET-2020-01-2800-1__chr	1	5277303	1410813	5277303	100	65.6044	34.8	57.2	KGVET-2020-01-2800-1
KGMAR-2016-563__chr	1	5319059	2238970	5319059	100	82.8461	35.2	55.3	KGMAR-2016-563
KGMAR-2016-563__pl_1	1	94807	38124	94807	100	79.4716	35.4	53	KGMAR-2016-563
KGMAR-2016-563__pl_2	1	49942	25772	49942	100	102.967	35.4	49.8	KGMAR-2016-563
KGMAR-2016-563__pl_3	1	4437	9290	4437	100	424.668	35.4	54	KGMAR-2016-563
KGMAR-2016-563__pl_4	1	4091	5411	4091	100	268.18	35.2	53.5	KGMAR-2016-563
KGVET-2020-01-202-1__chr	1	5128607	1212592	5128607	100	65.0074	34	58.3	KGVET-2020-01-202-1
KGVET-2020-01-202-1__pl_1	1	5463	2753	5463	100	136.269	34.3	58.6	KGVET-2020-01-202-1
2018-01-1024__chr	1	5123193	1511262	5123165	99.9995	77.2946	34.3	58	2018-01-1024
2018-01-1024__pl_1	1	129069	55247	129069	100	111.981	34.8	57.2	2018-01-1024
2018-01-1024__pl_2	1	34613	12665	34613	100	96.2581	34.7	57.6	2018-01-1024
2018-01-1024__pl_3	1	31244	7877	31244	100	65.785	35.4	57.3	2018-01-1024
2018-01-1024__pl_4	1	5775	6846	5774	99.9827	315.43	34.7	58.6	2018-01-1024
2018-01-1024__pl_5	1	5631	7190	5631	100	328.411	34.7	58.1	2018-01-1024
2018-01-1024__pl_6	1	5540	2592	5540	100	121.149	34.8	58.3	2018-01-1024
2018-01-1024__pl_7	1	1546	3648	1546	100	544.041	34.3	57.5	2018-01-1024
2018-01-1024__pl_8	1	1506	2634	1506	100	402.479	34.9	56.9	2018-01-1024
KGMAR-2016-1076__chr	1	5243831	1508026	5243831	100	65.8939	34.6	56.5	KGMAR-2016-1076
KGMAR-2016-1076__pl_1	1	224503	84001	224500	99.9987	84.8201	34.8	41.3	KGMAR-2016-1076
KGMAR-2016-1076__pl_2	1	103526	95314	103526	100	211.632	34.8	44	KGMAR-2016-1076
KGMAR-2016-1076__pl_3	1	13760	3386	13760	100	52.1149	35	43.5	KGMAR-2016-1076
KGMAR-2016-1076__pl_4	1	8839	4659	8839	100	121.808	34.6	55.9	KGMAR-2016-1076
KGMAR-2016-1076__pl_5	1	6098	3340	6098	100	125.388	35	56.9	KGMAR-2016-1076
KGMAR-2016-1076__pl_6	1	3676	3699	3676	100	223.443	34.9	43.9	KGMAR-2016-1076
KGMAR-2016-1076__pl_7	1	1335	12197	1335	100	1972.45	34.9	56.3	KGMAR-2016-1076
2018-01-2734__chr	1	5283357	1741479	5283357	100	72.3867	35.1	59.1	2018-01-2734
2018-01-2734__pl_1	1	142039	52847	142039	100	81.5639	35.4	57.9	2018-01-2734
2018-01-2734__pl_2	1	77941	36562	77941	100	104.144	35.3	56.8	2018-01-2734
KGVET-2020-04-18146__chr	1	5241320	2589223	5241320	100	105.169	35.9	56.3	KGVET-2020-04-18146
KGVET-2020-04-18146__pl_1	1	348066	246146	348066	100	150.629	36.5	55.3	KGVET-2020-04-18146
KGVET-2020-04-18146__pl_2	1	124139	43421	124139	100	74.5251	36.6	47.7	KGVET-2020-04-18146
KGVET-2020-04-18146__pl_3	1	5631	18636	5631	100	693.221	36.5	57	KGVET-2020-04-18146
KGVET-2020-04-18146__pl_4	1	1552	29448	1552	100	3746.24	36.5	55.5	KGVET-2020-04-18146
KGVET-2020-01-4327__chr	1	5307558	1045070	5307558	100	46.8052	35.8	58.1	KGVET-2020-01-4327
KGVET-2020-01-468-1__chr	1	5301068	2575999	5301068	100	112.556	35	57.9	KGVET-2020-01-468-1
KGVET-2020-01-468-1__pl_1	1	151580	63083	151580	100	96.9854	35.9	55.8	KGVET-2020-01-468-1
KGVET-2020-01-468-1__pl_2	1	84144	50233	84144	100	138.644	35.5	58.2	KGVET-2020-01-468-1
KGVET-2020-01-468-1__pl_3	1	5311	15422	5311	100	664.488	35.5	58.2	KGVET-2020-01-468-1
KGVET-2020-01-4249-1__chr	1	5216222	1745636	5216222	100	80.7556	34.4	56.9	KGVET-2020-01-4249-1
KGVET-2020-01-4249-1__pl_1	1	109963	18923	109963	100	41.415	34.9	57.3	KGVET-2020-01-4249-1
KGVET-2020-01-4249-1__pl_2	1	54935	37146	54935	100	162.102	34.7	54.4	KGVET-2020-01-4249-1
KGVET-2020-01-4249-1__pl_3	1	5631	5649	5631	100	236.452	34.6	56.9	KGVET-2020-01-4249-1
KGVET-2020-01-4249-1__pl_4	1	5463	2568	5463	100	110.834	34.7	56.9	KGVET-2020-01-4249-1
2018-01-2085__chr	1	5299008	1596094	5298634	99.9929	64.5624	34.4	59	2018-01-2085
2018-01-2085__pl_1	1	106344	22999	106344	100	46.1102	35	59.1	2018-01-2085
2018-01-2085__pl_2	1	6810	3387	6808	99.9706	103.483	34.9	51.1	2018-01-2085
2018-01-2085__pl_3	1	5631	7324	5631	100	272.625	34.9	55.8	2018-01-2085
2018-01-2085__pl_4	1	5463	2041	5463	100	73.6888	35	57.9	2018-01-2085
KGVET-2020-01-3775-3__chr	1	5285398	1595979	5285398	100	80.5915	34.5	58	KGVET-2020-01-3775-3
KGVET-2020-01-3775-3__pl_1	1	6745	7374	6745	100	292.097	35	58.5	KGVET-2020-01-3775-3
KGVET-2020-01-3775-3__pl_2	1	1558	8026	1558	100	1243.62	34.7	57.2	KGVET-2020-01-3775-3
KP_NORM_BLD_2008_54823__chr	1	5384962	2361060	5384886	99.9986	99.6534	34.5	56.9	KP_NORM_BLD_2008_54823
KP_NORM_BLD_2008_54823__pl_1	1	206151	35790	206151	100	39.1989	35.1	47.8	KP_NORM_BLD_2008_54823
KP_NORM_BLD_2008_54823__pl_2	1	113639	20339	113618	99.9815	40.4032	35	45.6	KP_NORM_BLD_2008_54823
KP_NORM_BLD_2008_54823__pl_3	1	43382	11048	43381	99.9977	56.9535	35.8	54.9	KP_NORM_BLD_2008_54823
KP_NORM_BLD_2008_54823__pl_4	1	13841	16372	13841	100	259.633	35.1	55.3	KP_NORM_BLD_2008_54823
KP_NORM_BLD_2008_54367__chr	1	5313767	1976586	5312770	99.9812	86.0865	34.1	57.5	KP_NORM_BLD_2008_54367
KP_NORM_BLD_2008_54367__pl_1	1	129374	19407	129226	99.8856	34.3616	34.6	51.3	KP_NORM_BLD_2008_54367
KP_NORM_BLD_2008_54367__pl_2	1	102004	12657	101987	99.9833	28.6136	35	50.3	KP_NORM_BLD_2008_54367
KP_NORM_BLD_2008_54367__pl_3	1	10046	5377	10046	100	121.052	34.4	57.9	KP_NORM_BLD_2008_54367
KP_NORM_BLD_2008_54367__pl_4	1	4991	26098	4991	100	1124.22	35.7	56.7	KP_NORM_BLD_2008_54367
KP_NORM_BLD_2008_54367__pl_5	1	4863	12951	4863	100	581.026	35.7	57.1	KP_NORM_BLD_2008_54367
KP_NORM_BLD_2007_48114__chr	1	5315965	665848	5315599	99.9931	33.5751	32.5	58.1	KP_NORM_BLD_2007_48114
KP_NORM_BLD_2007_48102__chr	1	5313537	1571058	5313438	99.9981	70.1079	34.1	57.9	KP_NORM_BLD_2007_48102
KP_NORM_BLD_2007_48102__pl_1	1	204238	17311	204153	99.9584	19.9834	34.7	51.4	KP_NORM_BLD_2007_48102
KP_NORM_BLD_2007_48102__pl_2	1	111311	9570	111308	99.9973	20.4864	35.2	58.1	KP_NORM_BLD_2007_48102
KP_NORM_BLD_2005_1167__chr	1	5366933	1077522	5366698	99.9956	45.9731	33.6	57.4	KP_NORM_BLD_2005_1167
KP_NORM_BLD_2005_1167__pl_1	1	144473	38939	144473	100	61.5673	34.1	57.4	KP_NORM_BLD_2005_1167
KP_NORM_BLD_2005_1167__pl_2	1	110928	28524	110928	100	59.0762	34.3	58	KP_NORM_BLD_2005_1167
KP_NORM_BLD_2005_1167__pl_3	1	69708	48902	69708	100	159.386	34.4	56.9	KP_NORM_BLD_2005_1167
KP_NORM_BLD_2005_1167__pl_4	1	43071	9805	43071	100	51.9723	34.4	56.3	KP_NORM_BLD_2005_1167
KP_NORM_BLD_2005_1167__pl_5	1	5689	7837	5689	100	299.789	34.7	57	KP_NORM_BLD_2005_1167
KP_NORM_BLD_2007_46696__chr	1	5270700	2804074	5258340	99.7655	131.62	33.4	57.5	KP_NORM_BLD_2007_46696
KP_NORM_BLD_2007_46696__pl_1	1	217097	93354	203412	93.6964	108.425	33.5	55	KP_NORM_BLD_2007_46696
KP_NORM_BLD_2007_46696__pl_2	1	8810	2459	8788	99.7503	68.6236	33.3	0.00732	KP_NORM_BLD_2007_46696
KP_NORM_BLD_2006_37102__chr	1	5302131	674609	5302004	99.9976	29.1064	33.2	57.1	KP_NORM_BLD_2006_37102
KP_NORM_BLD_2006_37102__pl_1	1	100973	20088	100973	100	45.3059	33.7	47.9	KP_NORM_BLD_2006_37102
KP_NORM_BLD_2006_37102__pl_2	1	58182	18278	58182	100	71.2875	33.6	49.9	KP_NORM_BLD_2006_37102
KP_NORM_BLD_2006_37102__pl_3	1	3852	23960	3852	100	1338.87	34.4	57	KP_NORM_BLD_2006_37102
KP_NORM_BLD_1883__chr	1	5239635	1511355	5237664	99.9624	65.6234	33	56.7	KP_NORM_BLD_1883
KP_NORM_BLD_1883__pl_1	1	335741	98375	335682	99.9824	65.8289	34.1	52.5	KP_NORM_BLD_1883
KP_NORM_BLD_1883__pl_2	1	221332	88215	221332	100	90.1711	33.7	50.5	KP_NORM_BLD_1883
KP_NORM_BLD_1883__pl_3	1	5840	31571	5840	100	1097.53	34.4	54.3	KP_NORM_BLD_1883
KP_NORM_BLD_1883__pl_4	1	3302	11284	3302	100	697.834	34.3	55.4	KP_NORM_BLD_1883
KP_NORM_BLD_14222__chr	1	5249680	596348	5248835	99.9839	32.0465	32.2	58.6	KP_NORM_BLD_14222
KP_NORM_BLD_14222__pl_1	1	198549	22259	198549	100	31.9133	32.6	57.5	KP_NORM_BLD_14222
KP_NORM_BLD_14222__pl_2	1	4095	7048	4095	100	458.204	33.7	58.1	KP_NORM_BLD_14222
KP_NORM_BLD_14222__pl_3	1	3556	11955	3556	100	755.461	33.6	57.6	KP_NORM_BLD_14222
KP_NORM_BLD_1692__chr	1	5207251	1388683	5206515	99.9859	61.7397	34.8	57.8	KP_NORM_BLD_1692
