reference-ID	query-ID	distance	p-value	shared-hashes	SampleID
KP_NORM_BLD_115369__chr.fasta	KP_NORM_BLD_115369__pl_2.fasta	0.462914	1.6544e-10	3/100000	KP_NORM_BLD_115369
KP_NORM_BLD_114487__chr.fasta	KP_NORM_BLD_114487__allPlasmids.fasta	0.365929	3.97304e-76	23/100000	KP_NORM_BLD_114487
KP_NORM_BLD_114487__chr.fasta	KP_NORM_BLD_114487__chr.fasta	0	0	100000/100000	KP_NORM_BLD_114487
KP_NORM_BLD_114487__chr.fasta	KP_NORM_BLD_114487__completeAssembly.fasta	0.00100771	0	95898/100000	KP_NORM_BLD_114487
KP_NORM_BLD_114487__chr.fasta	KP_NORM_BLD_114487__pl_1.fasta	0.365929	3.97304e-76	23/100000	KP_NORM_BLD_114487
KP_NORM_BLD_112922__chr.fasta	KP_NORM_BLD_112922__allPlasmids.fasta	0.257005	0	227/100000	KP_NORM_BLD_112922
KP_NORM_BLD_112922__chr.fasta	KP_NORM_BLD_112922__chr.fasta	0	0	100000/100000	KP_NORM_BLD_112922
KP_NORM_BLD_112922__chr.fasta	KP_NORM_BLD_112922__completeAssembly.fasta	0.0018817	0	92540/100000	KP_NORM_BLD_112922
KP_NORM_BLD_112922__chr.fasta	KP_NORM_BLD_112922__pl_1.fasta	0.255765	0	233/100000	KP_NORM_BLD_112922
KP_NORM_BLD_112922__chr.fasta	KP_NORM_BLD_112922__pl_2.fasta	0.319501	1.68919e-242	61/100000	KP_NORM_BLD_112922
KP_NORM_BLD_112922__chr.fasta	KP_NORM_BLD_112922__pl_3.fasta	0.294116	0	104/100000	KP_NORM_BLD_112922
KP_NORM_BLD_112922__chr.fasta	KP_NORM_BLD_112922__pl_4.fasta	1	1	0/100000	KP_NORM_BLD_112922
KP_NORM_BLD_112922__chr.fasta	KP_NORM_BLD_112922__pl_5.fasta	1	1	0/100000	KP_NORM_BLD_112922
KP_NORM_BLD_113768__chr.fasta	KP_NORM_BLD_113768__allPlasmids.fasta	0.266985	0	184/100000	KP_NORM_BLD_113768
KP_NORM_BLD_113768__chr.fasta	KP_NORM_BLD_113768__chr.fasta	0	0	100000/100000	KP_NORM_BLD_113768
KP_NORM_BLD_113768__chr.fasta	KP_NORM_BLD_113768__completeAssembly.fasta	0.0017502	0	93034/100000	KP_NORM_BLD_113768
KP_NORM_BLD_113768__chr.fasta	KP_NORM_BLD_113768__pl_1.fasta	0.289333	0	115/100000	KP_NORM_BLD_113768
KP_NORM_BLD_113768__chr.fasta	KP_NORM_BLD_113768__pl_2.fasta	0.401047	3.96959e-37	11/100000	KP_NORM_BLD_113768
KP_NORM_BLD_113768__chr.fasta	KP_NORM_BLD_113768__pl_3.fasta	0.302063	0	88/100000	KP_NORM_BLD_113768
KP_NORM_BLD_113768__chr.fasta	KP_NORM_BLD_113768__pl_4.fasta	0.36196	9.37276e-96	25/100000	KP_NORM_BLD_113768
2018-01-4203__chr.fasta	2018-01-4203__chr.fasta	0	0	100000/100000	2018-01-4203
2018-01-4203__chr.fasta	2018-01-4203__completeAssembly.fasta	0	0	100000/100000	2018-01-4203
KGMAR-2019-1459__chr.fasta	KGMAR-2019-1459__allPlasmids.fasta	0.21695	0	528/100000	KGMAR-2019-1459
KGMAR-2019-1459__chr.fasta	KGMAR-2019-1459__chr.fasta	0	0	100000/100000	KGMAR-2019-1459
KGMAR-2019-1459__chr.fasta	KGMAR-2019-1459__completeAssembly.fasta	0.00161472	0	93547/100000	KGMAR-2019-1459
KGMAR-2019-1459__chr.fasta	KGMAR-2019-1459__pl_1.fasta	0.219154	0	504/100000	KGMAR-2019-1459
KGMAR-2019-1459__chr.fasta	KGMAR-2019-1459__pl_2.fasta	0.279639	0	141/100000	KGMAR-2019-1459
KGMAR-2019-1459__chr.fasta	KGMAR-2019-1459__pl_3.fasta	0.515228	0.0016447	1/100000	KGMAR-2019-1459
KGMAR-2019-1459__chr.fasta	KGMAR-2019-1459__pl_4.fasta	1	1	0/100000	KGMAR-2019-1459
KGMAR-2019-1459__chr.fasta	KGMAR-2019-1459__pl_5.fasta	1	1	0/100000	KGMAR-2019-1459
KP_NORM_BLD_114473__chr.fasta	KP_NORM_BLD_114473__allPlasmids.fasta	0.269098	0	176/100000	KP_NORM_BLD_114473
KP_NORM_BLD_114473__chr.fasta	KP_NORM_BLD_114473__chr.fasta	0	0	100000/100000	KP_NORM_BLD_114473
KP_NORM_BLD_114473__chr.fasta	KP_NORM_BLD_114473__completeAssembly.fasta	0.00197631	0	92187/100000	KP_NORM_BLD_114473
KP_NORM_BLD_114473__chr.fasta	KP_NORM_BLD_114473__pl_10.fasta	1	1	0/100000	KP_NORM_BLD_114473
KP_NORM_BLD_114473__chr.fasta	KP_NORM_BLD_114473__pl_1.fasta	0.274832	0	156/100000	KP_NORM_BLD_114473
KP_NORM_BLD_114473__chr.fasta	KP_NORM_BLD_114473__pl_2.fasta	0.354894	3.8331e-105	29/100000	KP_NORM_BLD_114473
KP_NORM_BLD_114473__chr.fasta	KP_NORM_BLD_114473__pl_3.fasta	1	1	0/100000	KP_NORM_BLD_114473
KP_NORM_BLD_114473__chr.fasta	KP_NORM_BLD_114473__pl_4.fasta	1	1	0/100000	KP_NORM_BLD_114473
KP_NORM_BLD_114473__chr.fasta	KP_NORM_BLD_114473__pl_5.fasta	1	1	0/100000	KP_NORM_BLD_114473
KP_NORM_BLD_114473__chr.fasta	KP_NORM_BLD_114473__pl_6.fasta	1	1	0/100000	KP_NORM_BLD_114473
KP_NORM_BLD_114473__chr.fasta	KP_NORM_BLD_114473__pl_7.fasta	1	1	0/100000	KP_NORM_BLD_114473
KP_NORM_BLD_114473__chr.fasta	KP_NORM_BLD_114473__pl_8.fasta	1	1	0/100000	KP_NORM_BLD_114473
KP_NORM_BLD_114473__chr.fasta	KP_NORM_BLD_114473__pl_9.fasta	1	1	0/100000	KP_NORM_BLD_114473
KGMAR-2020-428__chr.fasta	KGMAR-2020-428__allPlasmids.fasta	0.2457	0	288/100000	KGMAR-2020-428
KGMAR-2020-428__chr.fasta	KGMAR-2020-428__chr.fasta	0	0	100000/100000	KGMAR-2020-428
KGMAR-2020-428__chr.fasta	KGMAR-2020-428__completeAssembly.fasta	0.00176611	0	92974/100000	KGMAR-2020-428
KGMAR-2020-428__chr.fasta	KGMAR-2020-428__pl_1.fasta	0.250374	0	261/100000	KGMAR-2020-428
KGMAR-2020-428__chr.fasta	KGMAR-2020-428__pl_2.fasta	0.329926	1.68019e-190	49/100000	KGMAR-2020-428
KGMAR-2020-428__chr.fasta	KGMAR-2020-428__pl_3.fasta	0.29059	0	112/100000	KGMAR-2020-428
KGMAR-2020-428__chr.fasta	KGMAR-2020-428__pl_4.fasta	1	1	0/100000	KGMAR-2020-428
KGMAR-2020-428__chr.fasta	KGMAR-2020-428__pl_5.fasta	1	1	0/100000	KGMAR-2020-428
KGMAR-2020-428__chr.fasta	KGMAR-2020-428__pl_6.fasta	1	1	0/100000	KGMAR-2020-428
KP_NORM_BLD_115706__chr.fasta	KP_NORM_BLD_115706__allPlasmids.fasta	0.344601	8.34657e-129	36/100000	KP_NORM_BLD_115706
KP_NORM_BLD_115706__chr.fasta	KP_NORM_BLD_115706__chr.fasta	0	0	100000/100000	KP_NORM_BLD_115706
KP_NORM_BLD_115706__chr.fasta	KP_NORM_BLD_115706__completeAssembly.fasta	0.000735477	0	96981/100000	KP_NORM_BLD_115706
KP_NORM_BLD_115706__chr.fasta	KP_NORM_BLD_115706__pl_1.fasta	0.344601	1.30814e-136	36/100000	KP_NORM_BLD_115706
KP_NORM_BLD_115706__chr.fasta	KP_NORM_BLD_115706__pl_2.fasta	1	1	0/100000	KP_NORM_BLD_115706
KP_NORM_BLD_115706__chr.fasta	KP_NORM_BLD_115706__pl_3.fasta	1	1	0/100000	KP_NORM_BLD_115706
KP_NORM_BLD_116392__chr.fasta	KP_NORM_BLD_116392__allPlasmids.fasta	0.515228	0.00113369	1/100000	KP_NORM_BLD_116392
KP_NORM_BLD_116392__chr.fasta	KP_NORM_BLD_116392__chr.fasta	0	0	100000/100000	KP_NORM_BLD_116392
KP_NORM_BLD_116392__chr.fasta	KP_NORM_BLD_116392__completeAssembly.fasta	0.000227331	0	99052/100000	KP_NORM_BLD_116392
KP_NORM_BLD_116392__chr.fasta	KP_NORM_BLD_116392__pl_1.fasta	0.515228	0.00104077	1/100000	KP_NORM_BLD_116392
KP_NORM_BLD_116392__chr.fasta	KP_NORM_BLD_116392__pl_2.fasta	1	1	0/100000	KP_NORM_BLD_116392
2018-01-778__chr.fasta	2018-01-778__allPlasmids.fasta	0.482221	4.29969e-06	2/100000	2018-01-778
2018-01-778__chr.fasta	2018-01-778__chr.fasta	0	0	100000/100000	2018-01-778
2018-01-778__chr.fasta	2018-01-778__completeAssembly.fasta	0.000600192	0	97526/100000	2018-01-778
2018-01-778__chr.fasta	2018-01-778__pl_1.fasta	0.482221	1.52265e-06	2/100000	2018-01-778
2018-01-778__chr.fasta	2018-01-778__pl_2.fasta	1	1	0/100000	2018-01-778
KP_NORM_BLD_116570__chr.fasta	KP_NORM_BLD_116570__chr.fasta	0	0	100000/100000	KP_NORM_BLD_116570
KP_NORM_BLD_116570__chr.fasta	KP_NORM_BLD_116570__completeAssembly.fasta	0	0	100000/100000	KP_NORM_BLD_116570
KP_NORM_BLD_116378__chr.fasta	KP_NORM_BLD_116378__chr.fasta	0	0	100000/100000	KP_NORM_BLD_116378
KP_NORM_BLD_116378__chr.fasta	KP_NORM_BLD_116378__completeAssembly.fasta	0	0	100000/100000	KP_NORM_BLD_116378
KGMAR-2016-1396__chr.fasta	KGMAR-2016-1396__allPlasmids.fasta	0.231311	0	390/100000	KGMAR-2016-1396
KGMAR-2016-1396__chr.fasta	KGMAR-2016-1396__chr.fasta	0	0	100000/100000	KGMAR-2016-1396
KGMAR-2016-1396__chr.fasta	KGMAR-2016-1396__completeAssembly.fasta	0.00119201	0	95175/100000	KGMAR-2016-1396
KGMAR-2016-1396__chr.fasta	KGMAR-2016-1396__pl_1.fasta	0.230706	0	395/100000	KGMAR-2016-1396
KGMAR-2016-1396__chr.fasta	KGMAR-2016-1396__pl_2.fasta	0.351719	3.36479e-130	31/100000	KGMAR-2016-1396
KGMAR-2016-1396__chr.fasta	KGMAR-2016-1396__pl_3.fasta	1	1	0/100000	KGMAR-2016-1396
KGMAR-2016-1396__chr.fasta	KGMAR-2016-1396__pl_4.fasta	0.462914	2.1726e-13	3/100000	KGMAR-2016-1396
KGMAR-2016-1396__chr.fasta	KGMAR-2016-1396__pl_5.fasta	1	1	0/100000	KGMAR-2016-1396
KP_NORM_BLD_117477__chr.fasta	KP_NORM_BLD_117477__allPlasmids.fasta	0.285367	0	125/100000	KP_NORM_BLD_117477
KP_NORM_BLD_117477__chr.fasta	KP_NORM_BLD_117477__chr.fasta	0	0	100000/100000	KP_NORM_BLD_117477
KP_NORM_BLD_117477__chr.fasta	KP_NORM_BLD_117477__completeAssembly.fasta	0.000728	0	97011/100000	KP_NORM_BLD_117477
KP_NORM_BLD_117477__chr.fasta	KP_NORM_BLD_117477__pl_1.fasta	0.285367	0	125/100000	KP_NORM_BLD_117477
KP_NORM_BLD_116566__chr.fasta	KP_NORM_BLD_116566__allPlasmids.fasta	0.312952	2.37446e-262	70/100000	KP_NORM_BLD_116566
KP_NORM_BLD_116566__chr.fasta	KP_NORM_BLD_116566__chr.fasta	0	0	100000/100000	KP_NORM_BLD_116566
KP_NORM_BLD_116566__chr.fasta	KP_NORM_BLD_116566__completeAssembly.fasta	0.000978328	0	96014/100000	KP_NORM_BLD_116566
KP_NORM_BLD_116566__chr.fasta	KP_NORM_BLD_116566__pl_1.fasta	0.312952	2.37446e-262	70/100000	KP_NORM_BLD_116566
KGVETS-2019-01-1759__chr.fasta	KGVETS-2019-01-1759__allPlasmids.fasta	1	1	0/100000	KGVETS-2019-01-1759
KGVETS-2019-01-1759__chr.fasta	KGVETS-2019-01-1759__chr.fasta	0	0	100000/100000	KGVETS-2019-01-1759
KGVETS-2019-01-1759__chr.fasta	KGVETS-2019-01-1759__completeAssembly.fasta	0.000710818	0	97080/100000	KGVETS-2019-01-1759
KGVETS-2019-01-1759__chr.fasta	KGVETS-2019-01-1759__pl_1.fasta	1	1	0/100000	KGVETS-2019-01-1759
KGVETS-2019-01-1759__chr.fasta	KGVETS-2019-01-1759__pl_2.fasta	1	1	0/100000	KGVETS-2019-01-1759
KGVETS-2019-01-1336__chr.fasta	KGVETS-2019-01-1336__allPlasmids.fasta	0.348743	7.82206e-111	33/100000	KGVETS-2019-01-1336
KGVETS-2019-01-1336__chr.fasta	KGVETS-2019-01-1336__chr.fasta	0	0	100000/100000	KGVETS-2019-01-1336
KGVETS-2019-01-1336__chr.fasta	KGVETS-2019-01-1336__completeAssembly.fasta	0.00125493	0	94930/100000	KGVETS-2019-01-1336
KGVETS-2019-01-1336__chr.fasta	KGVETS-2019-01-1336__pl_1.fasta	0.347322	8.39666e-122	34/100000	KGVETS-2019-01-1336
KGVETS-2019-01-1336__chr.fasta	KGVETS-2019-01-1336__pl_2.fasta	1	1	0/100000	KGVETS-2019-01-1336
KGVETS-2019-01-1336__chr.fasta	KGVETS-2019-01-1336__pl_3.fasta	1	1	0/100000	KGVETS-2019-01-1336
NK_H22_075__chr.fasta	NK_H22_075__allPlasmids.fasta	0.372583	4.04064e-65	20/100000	NK_H22_075
NK_H22_075__chr.fasta	NK_H22_075__chr.fasta	0	0	100000/100000	NK_H22_075
NK_H22_075__chr.fasta	NK_H22_075__completeAssembly.fasta	0.0010181	0	95857/100000	NK_H22_075
NK_H22_075__chr.fasta	NK_H22_075__pl_1.fasta	0.372583	3.00706e-65	20/100000	NK_H22_075
NK_H22_075__chr.fasta	NK_H22_075__pl_2.fasta	1	1	0/100000	NK_H22_075
KGMAR-2016-1397__chr.fasta	KGMAR-2016-1397__allPlasmids.fasta	0.235905	0	354/100000	KGMAR-2016-1397
KGMAR-2016-1397__chr.fasta	KGMAR-2016-1397__chr.fasta	0	0	100000/100000	KGMAR-2016-1397
KGMAR-2016-1397__chr.fasta	KGMAR-2016-1397__completeAssembly.fasta	0.00155094	0	93790/100000	KGMAR-2016-1397
KGMAR-2016-1397__chr.fasta	KGMAR-2016-1397__pl_1.fasta	0.236445	0	350/100000	KGMAR-2016-1397
KGMAR-2016-1397__chr.fasta	KGMAR-2016-1397__pl_2.fasta	0.260029	0	213/100000	KGMAR-2016-1397
KGMAR-2016-1397__chr.fasta	KGMAR-2016-1397__pl_3.fasta	0.449215	4.40634e-18	4/100000	KGMAR-2016-1397
KGMAR-2016-1397__chr.fasta	KGMAR-2016-1397__pl_4.fasta	1	1	0/100000	KGMAR-2016-1397
KGMAR-2016-1397__chr.fasta	KGMAR-2016-1397__pl_5.fasta	1	1	0/100000	KGMAR-2016-1397
KGVETS-2019-01-1382__chr.fasta	KGVETS-2019-01-1382__allPlasmids.fasta	0.372583	1.8883e-65	20/100000	KGVETS-2019-01-1382
KGVETS-2019-01-1382__chr.fasta	KGVETS-2019-01-1382__chr.fasta	0	0	100000/100000	KGVETS-2019-01-1382
KGVETS-2019-01-1382__chr.fasta	KGVETS-2019-01-1382__completeAssembly.fasta	0.000946731	0	96139/100000	KGVETS-2019-01-1382
KGVETS-2019-01-1382__chr.fasta	KGVETS-2019-01-1382__pl_1.fasta	0.372583	2.24846e-67	20/100000	KGVETS-2019-01-1382
KGVETS-2019-01-1382__chr.fasta	KGVETS-2019-01-1382__pl_2.fasta	1	1	0/100000	KGVETS-2019-01-1382
KGVETS-2019-01-1382__chr.fasta	KGVETS-2019-01-1382__pl_3.fasta	1	1	0/100000	KGVETS-2019-01-1382
KGVETS-2019-01-1382__chr.fasta	KGVETS-2019-01-1382__pl_4.fasta	1	1	0/100000	KGVETS-2019-01-1382
KP_NORM_BLD_12850__chr.fasta	KP_NORM_BLD_12850__chr.fasta	0	0	100000/100000	KP_NORM_BLD_12850
KP_NORM_BLD_12850__chr.fasta	KP_NORM_BLD_12850__completeAssembly.fasta	0	0	100000/100000	KP_NORM_BLD_12850
KGVET-2020-01-3514__chr.fasta	KGVET-2020-01-3514__chr.fasta	0	0	100000/100000	KGVET-2020-01-3514
KGVET-2020-01-3514__chr.fasta	KGVET-2020-01-3514__completeAssembly.fasta	0	0	100000/100000	KGVET-2020-01-3514
2018-01-2353__chr.fasta	2018-01-2353__allPlasmids.fasta	0.449215	1.85178e-11	4/100000	2018-01-2353
2018-01-2353__chr.fasta	2018-01-2353__chr.fasta	0	0	100000/100000	2018-01-2353
2018-01-2353__chr.fasta	2018-01-2353__completeAssembly.fasta	0.000946731	0	96139/100000	2018-01-2353
2018-01-2353__chr.fasta	2018-01-2353__pl_1.fasta	0.449215	1.69231e-11	4/100000	2018-01-2353
2018-01-2353__chr.fasta	2018-01-2353__pl_2.fasta	1	1	0/100000	2018-01-2353
KP_NORM_BLD_12934__chr.fasta	KP_NORM_BLD_12934__allPlasmids.fasta	0.43859	4.72989e-15	5/100000	KP_NORM_BLD_12934
KP_NORM_BLD_12934__chr.fasta	KP_NORM_BLD_12934__chr.fasta	0	0	100000/100000	KP_NORM_BLD_12934
KP_NORM_BLD_12934__chr.fasta	KP_NORM_BLD_12934__completeAssembly.fasta	0.000704348	0	97106/100000	KP_NORM_BLD_12934
KP_NORM_BLD_12934__chr.fasta	KP_NORM_BLD_12934__pl_1.fasta	0.43859	4.72989e-15	5/100000	KP_NORM_BLD_12934
KGVETS-2019-01-1380__chr.fasta	KGVETS-2019-01-1380__allPlasmids.fasta	0.336143	3.06765e-159	43/100000	KGVETS-2019-01-1380
KGVETS-2019-01-1380__chr.fasta	KGVETS-2019-01-1380__chr.fasta	0	0	100000/100000	KGVETS-2019-01-1380
KGVETS-2019-01-1380__chr.fasta	KGVETS-2019-01-1380__completeAssembly.fasta	0.000653426	0	97311/100000	KGVETS-2019-01-1380
KGVETS-2019-01-1380__chr.fasta	KGVETS-2019-01-1380__pl_1.fasta	0.336143	3.06765e-159	43/100000	KGVETS-2019-01-1380
KGMAR-2019-1417-2__chr.fasta	KGMAR-2019-1417-2__allPlasmids.fasta	0.311611	4.91873e-278	72/100000	KGMAR-2019-1417-2
KGMAR-2019-1417-2__chr.fasta	KGMAR-2019-1417-2__chr.fasta	0	0	100000/100000	KGMAR-2019-1417-2
KGMAR-2019-1417-2__chr.fasta	KGMAR-2019-1417-2__completeAssembly.fasta	0.000795662	0	96740/100000	KGMAR-2019-1417-2
KGMAR-2019-1417-2__chr.fasta	KGMAR-2019-1417-2__pl_1.fasta	0.311611	4.91873e-278	72/100000	KGMAR-2019-1417-2
KGVET-2020-01-2158-1__chr.fasta	KGVET-2020-01-2158-1__allPlasmids.fasta	0.293209	0	106/100000	KGVET-2020-01-2158-1
KGVET-2020-01-2158-1__chr.fasta	KGVET-2020-01-2158-1__chr.fasta	0	0	100000/100000	KGVET-2020-01-2158-1
KGVET-2020-01-2158-1__chr.fasta	KGVET-2020-01-2158-1__completeAssembly.fasta	0.00085105	0	96519/100000	KGVET-2020-01-2158-1
KGVET-2020-01-2158-1__chr.fasta	KGVET-2020-01-2158-1__pl_1.fasta	0.293209	0	106/100000	KGVET-2020-01-2158-1
KGVET-2020-01-2158-1__chr.fasta	KGVET-2020-01-2158-1__pl_2.fasta	1	1	0/100000	KGVET-2020-01-2158-1
KGVET-2020-01-2158-1__chr.fasta	KGVET-2020-01-2158-1__pl_3.fasta	1	1	0/100000	KGVET-2020-01-2158-1
KGVET-2020-01-2158-1__chr.fasta	KGVET-2020-01-2158-1__pl_4.fasta	1	1	0/100000	KGVET-2020-01-2158-1
KGVET-2020-01-2158-1__chr.fasta	KGVET-2020-01-2158-1__pl_5.fasta	1	1	0/100000	KGVET-2020-01-2158-1
KGVET-2020-01-2158-1__chr.fasta	KGVET-2020-01-2158-1__pl_6.fasta	1	1	0/100000	KGVET-2020-01-2158-1
KGVET-2020-01-2158-1__chr.fasta	KGVET-2020-01-2158-1__pl_7.fasta	1	1	0/100000	KGVET-2020-01-2158-1
KGMAR-2020-440__chr.fasta	KGMAR-2020-440__allPlasmids.fasta	0.312952	5.22675e-277	70/100000	KGMAR-2020-440
KGMAR-2020-440__chr.fasta	KGMAR-2020-440__chr.fasta	0	0	100000/100000	KGMAR-2020-440
KGMAR-2020-440__chr.fasta	KGMAR-2020-440__completeAssembly.fasta	0.00063013	0	97405/100000	KGMAR-2020-440
KGMAR-2020-440__chr.fasta	KGMAR-2020-440__pl_1.fasta	0.312952	4.56679e-278	70/100000	KGMAR-2020-440
KGMAR-2020-440__chr.fasta	KGMAR-2020-440__pl_2.fasta	1	1	0/100000	KGMAR-2020-440
KP_NORM_BLD_13123__chr.fasta	KP_NORM_BLD_13123__allPlasmids.fasta	1	1	0/100000	KP_NORM_BLD_13123
KP_NORM_BLD_13123__chr.fasta	KP_NORM_BLD_13123__chr.fasta	0	0	100000/100000	KP_NORM_BLD_13123
KP_NORM_BLD_13123__chr.fasta	KP_NORM_BLD_13123__completeAssembly.fasta	3.0744e-05	0	99871/100000	KP_NORM_BLD_13123
KP_NORM_BLD_13123__chr.fasta	KP_NORM_BLD_13123__pl_1.fasta	1	1	0/100000	KP_NORM_BLD_13123
KP_NORM_BLD_13123__chr.fasta	KP_NORM_BLD_13123__pl_2.fasta	1	1	0/100000	KP_NORM_BLD_13123
2018-01-2730__chr.fasta	2018-01-2730__allPlasmids.fasta	0.393093	2.55596e-38	13/100000	2018-01-2730
2018-01-2730__chr.fasta	2018-01-2730__chr.fasta	0	0	100000/100000	2018-01-2730
2018-01-2730__chr.fasta	2018-01-2730__completeAssembly.fasta	0.00150594	0	93962/100000	2018-01-2730
2018-01-2730__chr.fasta	2018-01-2730__pl_1.fasta	0.389565	1.96087e-46	14/100000	2018-01-2730
2018-01-2730__chr.fasta	2018-01-2730__pl_2.fasta	1	1	0/100000	2018-01-2730
2018-01-2730__chr.fasta	2018-01-2730__pl_3.fasta	1	1	0/100000	2018-01-2730
2018-01-2730__chr.fasta	2018-01-2730__pl_4.fasta	1	1	0/100000	2018-01-2730
KGVET-2020-01-3721-3__chr.fasta	KGVET-2020-01-3721-3__allPlasmids.fasta	0.429909	1.11639e-17	6/100000	KGVET-2020-01-3721-3
KGVET-2020-01-3721-3__chr.fasta	KGVET-2020-01-3721-3__chr.fasta	0	0	100000/100000	KGVET-2020-01-3721-3
KGVET-2020-01-3721-3__chr.fasta	KGVET-2020-01-3721-3__completeAssembly.fasta	0.000893534	0	96350/100000	KGVET-2020-01-3721-3
KGVET-2020-01-3721-3__chr.fasta	KGVET-2020-01-3721-3__pl_1.fasta	0.429909	1.11639e-17	6/100000	KGVET-2020-01-3721-3
KGVET-2020-01-3515__chr.fasta	KGVET-2020-01-3515__allPlasmids.fasta	0.324428	1.42493e-199	55/100000	KGVET-2020-01-3515
KGVET-2020-01-3515__chr.fasta	KGVET-2020-01-3515__chr.fasta	0	0	100000/100000	KGVET-2020-01-3515
KGVET-2020-01-3515__chr.fasta	KGVET-2020-01-3515__completeAssembly.fasta	0.00102952	0	95812/100000	KGVET-2020-01-3515
KGVET-2020-01-3515__chr.fasta	KGVET-2020-01-3515__pl_1.fasta	0.324428	1.42493e-199	55/100000	KGVET-2020-01-3515
KGMAR-2016-733__chr.fasta	KGMAR-2016-733__allPlasmids.fasta	0.248066	0	274/100000	KGMAR-2016-733
KGMAR-2016-733__chr.fasta	KGMAR-2016-733__chr.fasta	0	0	100000/100000	KGMAR-2016-733
KGMAR-2016-733__chr.fasta	KGMAR-2016-733__completeAssembly.fasta	0.00143684	0	94227/100000	KGMAR-2016-733
KGMAR-2016-733__chr.fasta	KGMAR-2016-733__pl_1.fasta	0.250374	0	261/100000	KGMAR-2016-733
KGMAR-2016-733__chr.fasta	KGMAR-2016-733__pl_2.fasta	1	1	0/100000	KGMAR-2016-733
KGMAR-2016-733__chr.fasta	KGMAR-2016-733__pl_3.fasta	0.273333	0	161/100000	KGMAR-2016-733
KGMAR-2016-733__chr.fasta	KGMAR-2016-733__pl_4.fasta	1	1	0/100000	KGMAR-2016-733
KGMAR-2016-733__chr.fasta	KGMAR-2016-733__pl_5.fasta	1	1	0/100000	KGMAR-2016-733
KGMAR-2016-733__chr.fasta	KGMAR-2016-733__pl_6.fasta	1	1	0/100000	KGMAR-2016-733
KGVET-2020-01-4327__chr.fasta	KGVET-2020-01-4327__chr.fasta	0	0	100000/100000	KGVET-2020-01-4327
KGVET-2020-01-4327__chr.fasta	KGVET-2020-01-4327__completeAssembly.fasta	0	0	100000/100000	KGVET-2020-01-4327
KGMAR-2019-1434__chr.fasta	KGMAR-2019-1434__allPlasmids.fasta	0.227346	0	424/100000	KGMAR-2019-1434
KGMAR-2019-1434__chr.fasta	KGMAR-2019-1434__chr.fasta	0	0	100000/100000	KGMAR-2019-1434
KGMAR-2019-1434__chr.fasta	KGMAR-2019-1434__completeAssembly.fasta	0.000925784	0	96222/100000	KGMAR-2019-1434
KGMAR-2019-1434__chr.fasta	KGMAR-2019-1434__pl_1.fasta	0.296459	0	99/100000	KGMAR-2019-1434
KGMAR-2019-1434__chr.fasta	KGMAR-2019-1434__pl_2.fasta	0.260253	0	212/100000	KGMAR-2019-1434
KGMAR-2019-1434__chr.fasta	KGMAR-2019-1434__pl_3.fasta	0.37026	1.03268e-93	21/100000	KGMAR-2019-1434
KGMAR-2019-1434__chr.fasta	KGMAR-2019-1434__pl_4.fasta	0.462914	3.60425e-12	3/100000	KGMAR-2019-1434
KGMAR-2019-1434__chr.fasta	KGMAR-2019-1434__pl_5.fasta	0.401047	2.41428e-48	11/100000	KGMAR-2019-1434
KGMAR-2019-1434__chr.fasta	KGMAR-2019-1434__pl_6.fasta	0.277015	0	149/100000	KGMAR-2019-1434
KGMAR-2019-1434__chr.fasta	KGMAR-2019-1434__pl_7.fasta	1	1	0/100000	KGMAR-2019-1434
KGMAR-2019-1434__chr.fasta	KGMAR-2019-1434__pl_8.fasta	0.515228	8.74976e-05	1/100000	KGMAR-2019-1434
2018-01-2860__chr.fasta	2018-01-2860__allPlasmids.fasta	1	1	0/100000	2018-01-2860
2018-01-2860__chr.fasta	2018-01-2860__chr.fasta	0	0	100000/100000	2018-01-2860
2018-01-2860__chr.fasta	2018-01-2860__completeAssembly.fasta	6.01136e-05	0	99748/100000	2018-01-2860
2018-01-2860__chr.fasta	2018-01-2860__pl_1.fasta	1	1	0/100000	2018-01-2860
2018-01-2860__chr.fasta	2018-01-2860__pl_2.fasta	1	1	0/100000	2018-01-2860
2018-01-2860__chr.fasta	2018-01-2860__pl_3.fasta	1	1	0/100000	2018-01-2860
KP_NORM_BLD_115332__chr.fasta	KP_NORM_BLD_115332__chr.fasta	0	0	100000/100000	KP_NORM_BLD_115332
KP_NORM_BLD_115332__chr.fasta	KP_NORM_BLD_115332__completeAssembly.fasta	0	0	100000/100000	KP_NORM_BLD_115332
KGVET-2020-01-2677-1__chr.fasta	KGVET-2020-01-2677-1__allPlasmids.fasta	1	1	0/100000	KGVET-2020-01-2677-1
KGVET-2020-01-2677-1__chr.fasta	KGVET-2020-01-2677-1__chr.fasta	0	0	100000/100000	KGVET-2020-01-2677-1
KGVET-2020-01-2677-1__chr.fasta	KGVET-2020-01-2677-1__completeAssembly.fasta	0.000326176	0	98644/100000	KGVET-2020-01-2677-1
KGVET-2020-01-2677-1__chr.fasta	KGVET-2020-01-2677-1__pl_1.fasta	1	1	0/100000	KGVET-2020-01-2677-1
KGVET-2020-01-2677-1__chr.fasta	KGVET-2020-01-2677-1__pl_2.fasta	1	1	0/100000	KGVET-2020-01-2677-1
KGVET-2020-01-2677-1__chr.fasta	KGVET-2020-01-2677-1__pl_3.fasta	1	1	0/100000	KGVET-2020-01-2677-1
