#name	length	SampleID	AssemblyType
NODE_75_length_255_cov_54.687500	255	KGMAR-2020-440	SROnlyAssembly
NODE_76_length_255_cov_50.453125	255	KGMAR-2020-440	SROnlyAssembly
NODE_77_length_255_cov_45.703125	255	KGMAR-2020-440	SROnlyAssembly
NODE_78_length_255_cov_43.445312	255	KGMAR-2020-440	SROnlyAssembly
NODE_79_length_255_cov_36.679688	255	KGMAR-2020-440	SROnlyAssembly
NODE_80_length_255_cov_18.554688	255	KGMAR-2020-440	SROnlyAssembly
NODE_81_length_251_cov_52.120968	251	KGMAR-2020-440	SROnlyAssembly
NODE_82_length_250_cov_161.211382	250	KGMAR-2020-440	SROnlyAssembly
NODE_83_length_249_cov_49.344262	249	KGMAR-2020-440	SROnlyAssembly
NODE_84_length_228_cov_76.910891	228	KGMAR-2020-440	SROnlyAssembly
NODE_85_length_224_cov_201.020619	224	KGMAR-2020-440	SROnlyAssembly
NODE_86_length_224_cov_54.896907	224	KGMAR-2020-440	SROnlyAssembly
NODE_87_length_224_cov_43.865979	224	KGMAR-2020-440	SROnlyAssembly
NODE_88_length_199_cov_1.055556	199	KGMAR-2020-440	SROnlyAssembly
NODE_89_length_167_cov_285.225000	167	KGMAR-2020-440	SROnlyAssembly
NODE_90_length_158_cov_247.451613	158	KGMAR-2020-440	SROnlyAssembly
NODE_91_length_158_cov_79.774194	158	KGMAR-2020-440	SROnlyAssembly
NODE_92_length_132_cov_203.400000	132	KGMAR-2020-440	SROnlyAssembly
NODE_93_length_128_cov_10231.000000	128	KGMAR-2020-440	SROnlyAssembly
NODE_94_length_128_cov_114.000000	128	KGMAR-2020-440	SROnlyAssembly
NODE_1_length_993961_cov_24.430610	993961	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_2_length_637746_cov_29.146711	637746	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_3_length_510825_cov_28.023754	510825	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_4_length_428459_cov_33.364252	428459	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_5_length_373205_cov_37.403098	373205	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_6_length_369533_cov_34.150899	369533	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_7_length_297077_cov_30.121199	297077	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_8_length_253505_cov_34.108802	253505	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_9_length_210195_cov_34.769070	210195	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_10_length_176612_cov_25.787812	176612	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_11_length_142826_cov_33.701533	142826	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_12_length_128854_cov_26.088746	128854	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_13_length_121129_cov_25.611758	121129	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_14_length_103871_cov_37.339962	103871	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_15_length_101987_cov_38.047830	101987	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_16_length_95813_cov_33.452010	95813	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_17_length_86680_cov_36.169249	86680	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_18_length_72992_cov_26.672024	72992	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_19_length_34684_cov_32.047111	34684	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_20_length_26311_cov_24.393103	26311	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_21_length_23159_cov_20.358197	23159	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_22_length_21143_cov_31.016749	21143	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_23_length_17283_cov_20.592038	17283	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_24_length_16036_cov_20.014960	16036	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_25_length_14555_cov_25.771417	14555	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_26_length_13687_cov_19.629794	13687	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_27_length_10400_cov_21.927577	10400	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_28_length_9925_cov_23.532354	9925	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_29_length_4463_cov_29.690037	4463	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_30_length_3651_cov_22.874858	3651	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_31_length_1461_cov_35.965517	1461	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_32_length_1447_cov_243.274242	1447	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_33_length_1224_cov_256.889699	1224	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_34_length_839_cov_55.582865	839	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_35_length_810_cov_38.002928	810	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_36_length_805_cov_77.625369	805	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_37_length_603_cov_27.126050	603	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_38_length_551_cov_65.459906	551	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_39_length_534_cov_246.550369	534	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_40_length_517_cov_139.479487	517	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_41_length_492_cov_26.200000	492	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_42_length_487_cov_39.213889	487	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_43_length_465_cov_28.147929	465	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_44_length_455_cov_31.362805	455	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_45_length_428_cov_29.960133	428	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_46_length_425_cov_268.000000	425	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_47_length_416_cov_71.795848	416	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_48_length_414_cov_47.484321	414	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_49_length_383_cov_130.218750	383	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_50_length_383_cov_126.000000	383	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_51_length_361_cov_23.064103	361	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_52_length_360_cov_23.090129	360	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_53_length_351_cov_21.933036	351	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_54_length_345_cov_22.233945	345	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_55_length_342_cov_23.879070	342	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_56_length_340_cov_30.582160	340	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_57_length_333_cov_23.169903	333	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_58_length_303_cov_38.482955	303	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_59_length_300_cov_24.242775	300	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_60_length_297_cov_26.100000	297	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_61_length_290_cov_24.631902	290	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_62_length_272_cov_102.117241	272	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_63_length_271_cov_18.888889	271	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_64_length_270_cov_27.174825	270	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_65_length_266_cov_64.517986	266	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_66_length_265_cov_60.826087	265	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_67_length_255_cov_171.640625	255	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_68_length_255_cov_123.187500	255	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_69_length_255_cov_99.070312	255	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_70_length_255_cov_70.171875	255	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_71_length_255_cov_44.812500	255	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_72_length_255_cov_23.265625	255	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_73_length_255_cov_23.148438	255	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_74_length_255_cov_19.710938	255	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_75_length_255_cov_17.960938	255	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_76_length_255_cov_17.101562	255	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_77_length_255_cov_15.234375	255	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_78_length_251_cov_31.830645	251	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_79_length_250_cov_35.723577	250	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_80_length_236_cov_129.110092	236	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_81_length_224_cov_75.886598	224	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_82_length_224_cov_32.783505	224	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_83_length_222_cov_28.147368	222	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_84_length_215_cov_13.409091	215	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_85_length_211_cov_36.416667	211	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_86_length_185_cov_54.086207	185	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_87_length_172_cov_85.222222	172	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_88_length_171_cov_71.159091	171	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_89_length_167_cov_209.050000	167	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_90_length_158_cov_94.709677	158	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_91_length_154_cov_29.518519	154	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_92_length_150_cov_26.782609	150	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_93_length_149_cov_54.681818	149	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_94_length_142_cov_89.666667	142	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_95_length_132_cov_60.800000	132	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_96_length_131_cov_93.000000	131	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_97_length_131_cov_81.750000	131	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_98_length_129_cov_118.000000	129	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_99_length_128_cov_1744.000000	128	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_100_length_128_cov_109.000000	128	KGVET-2020-01-3513-1	SROnlyAssembly
NODE_1_length_866708_cov_35.398074	866708	2018-01-1439	SROnlyAssembly
NODE_2_length_694935_cov_47.382287	694935	2018-01-1439	SROnlyAssembly
NODE_3_length_652876_cov_31.764877	652876	2018-01-1439	SROnlyAssembly
NODE_4_length_480708_cov_53.853240	480708	2018-01-1439	SROnlyAssembly
NODE_5_length_404686_cov_32.824325	404686	2018-01-1439	SROnlyAssembly
NODE_6_length_397132_cov_37.381338	397132	2018-01-1439	SROnlyAssembly
NODE_7_length_368562_cov_43.758758	368562	2018-01-1439	SROnlyAssembly
NODE_8_length_214746_cov_47.008145	214746	2018-01-1439	SROnlyAssembly
NODE_9_length_211287_cov_40.365879	211287	2018-01-1439	SROnlyAssembly
NODE_10_length_144722_cov_48.095508	144722	2018-01-1439	SROnlyAssembly
NODE_11_length_124136_cov_52.249103	124136	2018-01-1439	SROnlyAssembly
NODE_12_length_109584_cov_32.177805	109584	2018-01-1439	SROnlyAssembly
NODE_13_length_107249_cov_50.027744	107249	2018-01-1439	SROnlyAssembly
NODE_14_length_99527_cov_53.943290	99527	2018-01-1439	SROnlyAssembly
NODE_15_length_92885_cov_52.151610	92885	2018-01-1439	SROnlyAssembly
NODE_16_length_78165_cov_29.229234	78165	2018-01-1439	SROnlyAssembly
NODE_17_length_71323_cov_30.057672	71323	2018-01-1439	SROnlyAssembly
NODE_18_length_66266_cov_50.089977	66266	2018-01-1439	SROnlyAssembly
NODE_19_length_50046_cov_31.666840	50046	2018-01-1439	SROnlyAssembly
NODE_20_length_40196_cov_48.241983	40196	2018-01-1439	SROnlyAssembly
NODE_21_length_39913_cov_51.485497	39913	2018-01-1439	SROnlyAssembly
NODE_22_length_33667_cov_30.766488	33667	2018-01-1439	SROnlyAssembly
NODE_23_length_33182_cov_29.144214	33182	2018-01-1439	SROnlyAssembly
NODE_24_length_26307_cov_42.289649	26307	2018-01-1439	SROnlyAssembly
NODE_25_length_15263_cov_39.154797	15263	2018-01-1439	SROnlyAssembly
NODE_26_length_12663_cov_35.310466	12663	2018-01-1439	SROnlyAssembly
NODE_27_length_11725_cov_52.879031	11725	2018-01-1439	SROnlyAssembly
NODE_28_length_9421_cov_115.810846	9421	2018-01-1439	SROnlyAssembly
NODE_29_length_8860_cov_33.436734	8860	2018-01-1439	SROnlyAssembly
NODE_30_length_8775_cov_25.426804	8775	2018-01-1439	SROnlyAssembly
NODE_31_length_6913_cov_23.958444	6913	2018-01-1439	SROnlyAssembly
NODE_32_length_5758_cov_134.866276	5758	2018-01-1439	SROnlyAssembly
NODE_33_length_5690_cov_29.530649	5690	2018-01-1439	SROnlyAssembly
NODE_34_length_5331_cov_24.242890	5331	2018-01-1439	SROnlyAssembly
NODE_35_length_2814_cov_28.978787	2814	2018-01-1439	SROnlyAssembly
NODE_36_length_2382_cov_574.209756	2382	2018-01-1439	SROnlyAssembly
NODE_37_length_1885_cov_29.334471	1885	2018-01-1439	SROnlyAssembly
NODE_38_length_1762_cov_38.250765	1762	2018-01-1439	SROnlyAssembly
NODE_39_length_1400_cov_193.346426	1400	2018-01-1439	SROnlyAssembly
NODE_40_length_1195_cov_92.832397	1195	2018-01-1439	SROnlyAssembly
NODE_41_length_1026_cov_140.810901	1026	2018-01-1439	SROnlyAssembly
NODE_42_length_1003_cov_277.984018	1003	2018-01-1439	SROnlyAssembly
NODE_43_length_721_cov_141.570707	721	2018-01-1439	SROnlyAssembly
NODE_44_length_716_cov_380.621392	716	2018-01-1439	SROnlyAssembly
NODE_45_length_616_cov_364.713701	616	2018-01-1439	SROnlyAssembly
NODE_46_length_600_cov_368.822410	600	2018-01-1439	SROnlyAssembly
NODE_47_length_542_cov_397.057831	542	2018-01-1439	SROnlyAssembly
NODE_48_length_533_cov_344.965517	533	2018-01-1439	SROnlyAssembly
NODE_49_length_510_cov_0.819843	510	2018-01-1439	SROnlyAssembly
NODE_50_length_491_cov_0.953297	491	2018-01-1439	SROnlyAssembly
NODE_51_length_486_cov_378.841226	486	2018-01-1439	SROnlyAssembly
NODE_52_length_469_cov_1.014620	469	2018-01-1439	SROnlyAssembly
NODE_53_length_466_cov_0.852507	466	2018-01-1439	SROnlyAssembly
NODE_54_length_461_cov_1.005988	461	2018-01-1439	SROnlyAssembly
NODE_55_length_457_cov_0.687879	457	2018-01-1439	SROnlyAssembly
NODE_56_length_454_cov_0.941896	454	2018-01-1439	SROnlyAssembly
NODE_57_length_449_cov_0.881988	449	2018-01-1439	SROnlyAssembly
NODE_58_length_444_cov_1.047319	444	2018-01-1439	SROnlyAssembly
NODE_59_length_437_cov_1.038710	437	2018-01-1439	SROnlyAssembly
NODE_60_length_437_cov_0.938710	437	2018-01-1439	SROnlyAssembly
NODE_61_length_429_cov_1.139073	429	2018-01-1439	SROnlyAssembly
NODE_62_length_403_cov_240.706522	403	2018-01-1439	SROnlyAssembly
NODE_63_length_381_cov_39.322835	381	2018-01-1439	SROnlyAssembly
NODE_64_length_330_cov_65.852217	330	2018-01-1439	SROnlyAssembly
NODE_65_length_321_cov_69.108247	321	2018-01-1439	SROnlyAssembly
NODE_66_length_315_cov_61.579787	315	2018-01-1439	SROnlyAssembly
NODE_67_length_314_cov_38.422460	314	2018-01-1439	SROnlyAssembly
NODE_68_length_309_cov_44.983516	309	2018-01-1439	SROnlyAssembly
NODE_69_length_302_cov_70.405714	302	2018-01-1439	SROnlyAssembly
NODE_70_length_297_cov_104.129412	297	2018-01-1439	SROnlyAssembly
NODE_71_length_291_cov_56.634146	291	2018-01-1439	SROnlyAssembly
NODE_72_length_291_cov_47.042683	291	2018-01-1439	SROnlyAssembly
NODE_73_length_287_cov_226.112500	287	2018-01-1439	SROnlyAssembly
NODE_74_length_284_cov_51.898089	284	2018-01-1439	SROnlyAssembly
NODE_75_length_276_cov_50.060403	276	2018-01-1439	SROnlyAssembly
NODE_76_length_273_cov_176.246575	273	2018-01-1439	SROnlyAssembly
NODE_77_length_273_cov_140.328767	273	2018-01-1439	SROnlyAssembly
NODE_78_length_272_cov_96.662069	272	2018-01-1439	SROnlyAssembly
NODE_79_length_266_cov_196.762590	266	2018-01-1439	SROnlyAssembly
NODE_80_length_266_cov_167.870504	266	2018-01-1439	SROnlyAssembly
NODE_81_length_255_cov_189.179688	255	2018-01-1439	SROnlyAssembly
NODE_82_length_255_cov_183.179688	255	2018-01-1439	SROnlyAssembly
NODE_83_length_255_cov_174.328125	255	2018-01-1439	SROnlyAssembly
NODE_84_length_255_cov_141.289062	255	2018-01-1439	SROnlyAssembly
NODE_85_length_255_cov_134.976562	255	2018-01-1439	SROnlyAssembly
NODE_86_length_255_cov_95.398438	255	2018-01-1439	SROnlyAssembly
NODE_87_length_255_cov_80.750000	255	2018-01-1439	SROnlyAssembly
NODE_88_length_255_cov_63.359375	255	2018-01-1439	SROnlyAssembly
NODE_89_length_255_cov_60.500000	255	2018-01-1439	SROnlyAssembly
NODE_90_length_255_cov_51.453125	255	2018-01-1439	SROnlyAssembly
NODE_91_length_255_cov_45.804688	255	2018-01-1439	SROnlyAssembly
NODE_92_length_255_cov_36.664062	255	2018-01-1439	SROnlyAssembly
NODE_93_length_255_cov_33.640625	255	2018-01-1439	SROnlyAssembly
NODE_94_length_255_cov_11.726562	255	2018-01-1439	SROnlyAssembly
NODE_95_length_247_cov_41.433333	247	2018-01-1439	SROnlyAssembly
NODE_96_length_246_cov_6.386555	246	2018-01-1439	SROnlyAssembly
NODE_97_length_239_cov_183.750000	239	2018-01-1439	SROnlyAssembly
NODE_98_length_239_cov_73.357143	239	2018-01-1439	SROnlyAssembly
NODE_99_length_230_cov_107.242718	230	2018-01-1439	SROnlyAssembly
NODE_100_length_228_cov_52.554455	228	2018-01-1439	SROnlyAssembly
NODE_101_length_224_cov_113.453608	224	2018-01-1439	SROnlyAssembly
NODE_102_length_223_cov_50.645833	223	2018-01-1439	SROnlyAssembly
NODE_103_length_222_cov_205.484211	222	2018-01-1439	SROnlyAssembly
NODE_104_length_222_cov_48.989474	222	2018-01-1439	SROnlyAssembly
NODE_105_length_214_cov_1.528736	214	2018-01-1439	SROnlyAssembly
NODE_106_length_204_cov_48.909091	204	2018-01-1439	SROnlyAssembly
NODE_107_length_198_cov_29.211268	198	2018-01-1439	SROnlyAssembly
NODE_108_length_198_cov_18.239437	198	2018-01-1439	SROnlyAssembly
NODE_109_length_198_cov_12.661972	198	2018-01-1439	SROnlyAssembly
NODE_110_length_198_cov_6.915493	198	2018-01-1439	SROnlyAssembly
NODE_111_length_178_cov_100.411765	178	2018-01-1439	SROnlyAssembly
NODE_112_length_178_cov_91.588235	178	2018-01-1439	SROnlyAssembly
NODE_113_length_168_cov_10.902439	168	2018-01-1439	SROnlyAssembly
NODE_114_length_163_cov_99.638889	163	2018-01-1439	SROnlyAssembly
NODE_115_length_155_cov_338.392857	155	2018-01-1439	SROnlyAssembly
NODE_116_length_147_cov_85.750000	147	2018-01-1439	SROnlyAssembly
NODE_117_length_143_cov_147.562500	143	2018-01-1439	SROnlyAssembly
NODE_118_length_143_cov_42.312500	143	2018-01-1439	SROnlyAssembly
NODE_119_length_143_cov_33.562500	143	2018-01-1439	SROnlyAssembly
NODE_120_length_141_cov_96.642857	141	2018-01-1439	SROnlyAssembly
NODE_121_length_139_cov_75.166667	139	2018-01-1439	SROnlyAssembly
NODE_122_length_138_cov_143.636364	138	2018-01-1439	SROnlyAssembly
NODE_123_length_135_cov_112.625000	135	2018-01-1439	SROnlyAssembly
NODE_124_length_134_cov_244.142857	134	2018-01-1439	SROnlyAssembly
NODE_125_length_132_cov_92.800000	132	2018-01-1439	SROnlyAssembly
NODE_126_length_129_cov_109.000000	129	2018-01-1439	SROnlyAssembly
NODE_127_length_128_cov_9885.000000	128	2018-01-1439	SROnlyAssembly
NODE_128_length_128_cov_76.000000	128	2018-01-1439	SROnlyAssembly
NODE_129_length_128_cov_73.000000	128	2018-01-1439	SROnlyAssembly
NODE_1_length_775712_cov_17.083164	775712	KGMAR-2019-400-2	SROnlyAssembly
NODE_2_length_523468_cov_15.352571	523468	KGMAR-2019-400-2	SROnlyAssembly
NODE_3_length_429868_cov_18.597888	429868	KGMAR-2019-400-2	SROnlyAssembly
NODE_4_length_372942_cov_16.589437	372942	KGMAR-2019-400-2	SROnlyAssembly
NODE_5_length_357035_cov_18.987162	357035	KGMAR-2019-400-2	SROnlyAssembly
NODE_6_length_349236_cov_18.614943	349236	KGMAR-2019-400-2	SROnlyAssembly
NODE_7_length_340064_cov_18.568482	340064	KGMAR-2019-400-2	SROnlyAssembly
NODE_8_length_261170_cov_15.432457	261170	KGMAR-2019-400-2	SROnlyAssembly
NODE_9_length_226014_cov_19.363788	226014	KGMAR-2019-400-2	SROnlyAssembly
NODE_10_length_220489_cov_15.458051	220489	KGMAR-2019-400-2	SROnlyAssembly
NODE_11_length_206241_cov_16.139758	206241	KGMAR-2019-400-2	SROnlyAssembly
NODE_12_length_160627_cov_15.473589	160627	KGMAR-2019-400-2	SROnlyAssembly
NODE_13_length_147823_cov_21.308383	147823	KGMAR-2019-400-2	SROnlyAssembly
NODE_14_length_140403_cov_15.670756	140403	KGMAR-2019-400-2	SROnlyAssembly
NODE_15_length_100889_cov_20.519243	100889	KGMAR-2019-400-2	SROnlyAssembly
NODE_16_length_86680_cov_19.330399	86680	KGMAR-2019-400-2	SROnlyAssembly
NODE_17_length_80991_cov_17.338977	80991	KGMAR-2019-400-2	SROnlyAssembly
NODE_18_length_62079_cov_20.185805	62079	KGMAR-2019-400-2	SROnlyAssembly
NODE_19_length_55781_cov_16.052647	55781	KGMAR-2019-400-2	SROnlyAssembly
NODE_20_length_52138_cov_15.833843	52138	KGMAR-2019-400-2	SROnlyAssembly
NODE_21_length_51453_cov_23.060924	51453	KGMAR-2019-400-2	SROnlyAssembly
NODE_22_length_42052_cov_20.691377	42052	KGMAR-2019-400-2	SROnlyAssembly
NODE_23_length_37052_cov_15.327556	37052	KGMAR-2019-400-2	SROnlyAssembly
NODE_24_length_34684_cov_17.945279	34684	KGMAR-2019-400-2	SROnlyAssembly
NODE_25_length_31745_cov_15.139351	31745	KGMAR-2019-400-2	SROnlyAssembly
NODE_26_length_30900_cov_15.363338	30900	KGMAR-2019-400-2	SROnlyAssembly
NODE_27_length_26311_cov_17.181676	26311	KGMAR-2019-400-2	SROnlyAssembly
NODE_28_length_20665_cov_18.180641	20665	KGMAR-2019-400-2	SROnlyAssembly
NODE_29_length_19832_cov_22.700431	19832	KGMAR-2019-400-2	SROnlyAssembly
NODE_30_length_19642_cov_26.841302	19642	KGMAR-2019-400-2	SROnlyAssembly
NODE_31_length_19535_cov_49.224598	19535	KGMAR-2019-400-2	SROnlyAssembly
NODE_32_length_19374_cov_23.050761	19374	KGMAR-2019-400-2	SROnlyAssembly
NODE_33_length_18234_cov_16.506931	18234	KGMAR-2019-400-2	SROnlyAssembly
NODE_34_length_15462_cov_20.602804	15462	KGMAR-2019-400-2	SROnlyAssembly
NODE_35_length_12696_cov_21.960060	12696	KGMAR-2019-400-2	SROnlyAssembly
NODE_36_length_11714_cov_23.098904	11714	KGMAR-2019-400-2	SROnlyAssembly
NODE_37_length_9260_cov_16.388153	9260	KGMAR-2019-400-2	SROnlyAssembly
NODE_38_length_7387_cov_5.376997	7387	KGMAR-2019-400-2	SROnlyAssembly
NODE_39_length_6692_cov_17.167620	6692	KGMAR-2019-400-2	SROnlyAssembly
NODE_40_length_5844_cov_4.312751	5844	KGMAR-2019-400-2	SROnlyAssembly
NODE_41_length_4838_cov_34.911059	4838	KGMAR-2019-400-2	SROnlyAssembly
NODE_42_length_4718_cov_20.902580	4718	KGMAR-2019-400-2	SROnlyAssembly
NODE_43_length_4578_cov_14.073691	4578	KGMAR-2019-400-2	SROnlyAssembly
NODE_44_length_4463_cov_16.990775	4463	KGMAR-2019-400-2	SROnlyAssembly
NODE_45_length_3955_cov_15.131139	3955	KGMAR-2019-400-2	SROnlyAssembly
NODE_46_length_3628_cov_15.567510	3628	KGMAR-2019-400-2	SROnlyAssembly
NODE_47_length_3415_cov_3.061740	3415	KGMAR-2019-400-2	SROnlyAssembly
NODE_48_length_3209_cov_16.095068	3209	KGMAR-2019-400-2	SROnlyAssembly
NODE_49_length_2950_cov_21.413744	2950	KGMAR-2019-400-2	SROnlyAssembly
NODE_50_length_2449_cov_23.148148	2449	KGMAR-2019-400-2	SROnlyAssembly
NODE_51_length_1918_cov_3.509213	1918	KGMAR-2019-400-2	SROnlyAssembly
NODE_52_length_1842_cov_25.272886	1842	KGMAR-2019-400-2	SROnlyAssembly
NODE_53_length_1761_cov_55.507344	1761	KGMAR-2019-400-2	SROnlyAssembly
NODE_54_length_1586_cov_20.849212	1586	KGMAR-2019-400-2	SROnlyAssembly
NODE_55_length_1556_cov_4.947516	1556	KGMAR-2019-400-2	SROnlyAssembly
NODE_56_length_1486_cov_3.263429	1486	KGMAR-2019-400-2	SROnlyAssembly
NODE_57_length_1446_cov_17.570129	1446	KGMAR-2019-400-2	SROnlyAssembly
NODE_58_length_1425_cov_3.701079	1425	KGMAR-2019-400-2	SROnlyAssembly
NODE_59_length_1333_cov_165.142620	1333	KGMAR-2019-400-2	SROnlyAssembly
NODE_60_length_1198_cov_50.715219	1198	KGMAR-2019-400-2	SROnlyAssembly
NODE_61_length_1096_cov_66.906089	1096	KGMAR-2019-400-2	SROnlyAssembly
NODE_62_length_899_cov_22.733161	899	KGMAR-2019-400-2	SROnlyAssembly
NODE_63_length_839_cov_36.514045	839	KGMAR-2019-400-2	SROnlyAssembly
NODE_64_length_806_cov_32.652430	806	KGMAR-2019-400-2	SROnlyAssembly
NODE_65_length_785_cov_29.133739	785	KGMAR-2019-400-2	SROnlyAssembly
NODE_66_length_769_cov_84.249221	769	KGMAR-2019-400-2	SROnlyAssembly
NODE_67_length_703_cov_26.902778	703	KGMAR-2019-400-2	SROnlyAssembly
NODE_68_length_699_cov_145.118881	699	KGMAR-2019-400-2	SROnlyAssembly
NODE_69_length_660_cov_132.913696	660	KGMAR-2019-400-2	SROnlyAssembly
NODE_70_length_635_cov_114.122047	635	KGMAR-2019-400-2	SROnlyAssembly
NODE_71_length_622_cov_17.076768	622	KGMAR-2019-400-2	SROnlyAssembly
NODE_72_length_619_cov_150.977642	619	KGMAR-2019-400-2	SROnlyAssembly
NODE_73_length_567_cov_12.675000	567	KGMAR-2019-400-2	SROnlyAssembly
NODE_74_length_556_cov_86.962704	556	KGMAR-2019-400-2	SROnlyAssembly
NODE_75_length_547_cov_85.440476	547	KGMAR-2019-400-2	SROnlyAssembly
NODE_76_length_529_cov_0.504975	529	KGMAR-2019-400-2	SROnlyAssembly
NODE_77_length_505_cov_51.423280	505	KGMAR-2019-400-2	SROnlyAssembly
NODE_78_length_492_cov_18.536986	492	KGMAR-2019-400-2	SROnlyAssembly
NODE_79_length_492_cov_16.273973	492	KGMAR-2019-400-2	SROnlyAssembly
NODE_80_length_455_cov_19.862805	455	KGMAR-2019-400-2	SROnlyAssembly
NODE_81_length_452_cov_36.775385	452	KGMAR-2019-400-2	SROnlyAssembly
