Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N90	NG90	auN	auNG	L50	LG50	L90	LG90	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90	QuastReferenceSequence	ToolName	QuastType	SRAssemblerUsed
KP_NORM_BLD_63842_SPAdescontigs	226	53	35	33	29	20	5585310	5512791	5475451	5459753	5395790	5059774	93	606279	5538394	5217078	57.07	57.53	324837	324837	83578	106001	308186.9	327167.9	7	7	19	16	1.0	1.0	245995.0	0.0	0.0	0.0	5.0	17 + 15 part	343271	99.175	1.004	0.0	9.03	0.12	606279.0	5193687.0	324837	324837	44514	86704	299795.7	318259.9	7	7	21	17	KP_NORM_BLD_63842__chr	spades	Chromosome	spades
KP_NORM_BLD_63839_SPAdescontigs	200	37	29	27	22	17	5485614	5420728	5404137	5391377	5300126	5140853	74	1496101	5443265	5126950	57.4	57.72	386271	406553	93095	104805	654795.7	695194.3	4	3	14	11	0.0	0.0	0.0	1.0	0.0	0.0	1.0	37 + 5 part	355172	99.209	1.0	0.0	1.24	0.0	1496101.0	5088091.0	386271	406553	77626	104805	651001.5	691166.0	4	3	14	11	KP_NORM_BLD_63839__chr	spades	Chromosome	spades
KP_NORM_BLD_70_SPAdescontigs	331	55	41	37	31	21	5547948	5433670	5399354	5370675	5261786	4915050	91	779296	5457250	5267487	57.35	57.59	315223	315223	59329	66687	337051.8	349194.2	6	6	21	19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37 + 6 part	233127	99.16	1.0	0.0	1.24	0.31	779296.0	5223800.0	315223	315223	59328	66679	336101.4	348209.6	6	6	21	19	KP_NORM_BLD_70__chr	spades	Chromosome	spades
KP_NORM_URN_106847_SPAdescontigs	87	27	20	18	16	12	5531765	5512927	5496924	5480970	5446375	5307000	35	1975715	5518273	5337720	57.16	57.32	479240	750134	300019	300019	972134.1	1005017.3	3	2	8	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9 + 0 part	217475	99.293	1.0	0.0	0.06	0.0	1975715.0	5300620.0	479240	750134	300019	300019	969770.4	1002573.8	3	2	8	8	KP_NORM_URN_106847__chr	spades	Chromosome	spades
KP_NORM_URN_109342_SPAdescontigs	119	48	38	34	28	22	5612414	5586701	5565015	5538518	5424607	5219898	59	724716	5594618	5531309	57.4	57.47	328794	339009	86557	89021	331129.9	334919.9	7	6	20	19	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2 + 5 part	109858	99.114	1.0	0.0	0.09	0.04	724716.0	5484760.0	328794	339009	86557	89021	330196.8	333976.1	7	6	20	19	KP_NORM_URN_109342__chr	spades	Chromosome	spades
KP_NORM_URN_113027_SPAdescontigs	122	32	25	23	21	18	5378535	5338537	5323803	5311571	5274442	5182417	62	783242	5357363	5230001	57.29	57.49	378345	378345	99688	140720	397845.5	407533.9	6	6	14	13	1.0	1.0	263335.0	0.0	0.0	0.0	0.0	26 + 3 part	169951	99.164	1.0	0.0	0.08	0.04	783242.0	5187283.0	378345	378345	99688	140720	395747.4	405384.7	6	6	14	13	KP_NORM_URN_113027__chr	spades	Chromosome	spades
KP_NORM_URN_2012_81416_SPAdescontigs	128	47	39	36	32	25	5541344	5517471	5495697	5477375	5397262	5131647	53	541621	5521924	5301067	57.27	57.53	296339	296339	72165	85944	289386.8	301443.5	7	7	23	20	1.0	1.0	517327.0	0.0	0.0	0.0	1.0	6 + 6 part	262214	99.173	1.0	0.0	1.62	0.23	541621.0	5259052.0	296339	296339	51647	80235	276227.3	287735.7	7	7	24	21	KP_NORM_URN_2012_81416__chr	spades	Chromosome	spades
KP_NORM_URN_114421_SPAdescontigs	113	56	40	34	30	23	5587111	5566568	5519462	5473338	5403178	5162614	66	500200	5573425	5368810	57.07	57.32	350965	350965	79354	94327	285730.2	296619.9	7	7	22	19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6 + 11 part	255612	98.999	1.001	0.0	0.39	0.06	500200.0	5317813.0	350965	350965	68279	86799	283035.7	293822.7	7	7	22	20	KP_NORM_URN_114421__chr	spades	Chromosome	spades
KP_NORM_URN_2012_81428_SPAdescontigs	343	79	42	34	25	22	5838507	5729427	5641601	5582705	5430204	5342288	149	604828	5774902	5416588	56.97	57.35	287037	308031	75479	140112	316835.1	337794.1	7	6	20	17	0.0	0.0	0.0	1.0	0.0	0.0	0.0	100 + 7 part	405318	99.079	1.0	0.0	1.49	0.3	604828.0	5368921.0	287037	308031	75479	140112	315114.1	335959.3	7	6	20	17	KP_NORM_URN_2012_81428__chr	spades	Chromosome	spades
KP_NORM_URN_2013_95788_SPAdescontigs	3377	111	88	79	63	46	6156694	5580455	5521211	5465551	5181800	4525287	131	320950	5593503	5376150	57.18	57.35	86694	93744	31906	43206	107700.0	112054.3	21	19	58	53	0.0	0.0	0.0	0.0	0.0	0.0	1.0	20 + 14 part	266456	98.945	1.001	0.0	1.28	0.06	320950.0	5327028.0	86694	93744	25332	38192	106196.1	110489.5	21	19	60	54	KP_NORM_URN_2013_95788__chr	spades	Chromosome	spades
KP_NORM_URN_2013_95439_SPAdescontigs	282	69	43	37	25	19	5950461	5870328	5808134	5767126	5588855	5393062	106	1205295	5892878	5414642	56.59	57.34	388107	729498	59809	106474	591536.5	643782.6	4	3	18	12	0.0	0.0	0.0	0.0	0.0	0.0	1.0	65 + 12 part	517557	99.193	1.001	0.0	1.47	0.09	1205295.0	5375322.0	388107	729498	34695	106474	588756.7	640757.3	4	3	19	12	KP_NORM_URN_2013_95439__chr	spades	Chromosome	spades
KP_NORM_URN_2013_95951_SPAdescontigs	240	73	48	41	30	20	5339419	5283562	5221645	5172685	4960072	4615353	85	1024930	5291641	5133803	57.52	57.71	252030	252030	35207	49654	385191.6	397034.2	6	6	24	21	0.0	0.0	0.0	0.0	0.0	0.0	2.0	12 + 14 part	198075	99.127	1.001	0.0	1.77	0.12	1024930.0	5092790.0	252030	252030	35207	49654	384570.5	396394.1	6	6	24	21	KP_NORM_URN_2013_95951__chr	spades	Chromosome	spades
KP_NORM_URN_2013_95819_SPAdescontigs	250	65	46	40	33	25	5591513	5520186	5472361	5433819	5315868	5040176	100	420562	5541690	5324568	57.15	57.44	259964	259964	57022	74972	249351.1	259519.0	8	8	25	22	0.0	0.0	0.0	0.0	0.0	0.0	1.0	45 + 3 part	264932	99.065	1.0	0.0	1.78	0.15	420562.0	5276102.0	259964	259964	34678	67800	246967.6	257038.3	8	8	26	22	KP_NORM_URN_2013_95819__chr	spades	Chromosome	spades
KP_NORM_URN_2013_96200_SPAdescontigs	268	49	32	29	26	21	5525602	5430534	5388332	5370035	5324516	5133787	108	580903	5463702	5267004	57.2	57.49	378104	378104	79691	99172	330288.9	342623.7	6	6	19	17	0.0	0.0	0.0	1.0	0.0	0.0	1.0	56 + 9 part	239421	99.079	1.001	0.0	1.8	0.25	580903.0	5222416.0	378104	378104	76057	86587	328021.4	340271.5	6	6	19	17	KP_NORM_URN_2013_96200__chr	spades	Chromosome	spades
KP_NORM_URN_2014_97392_SPAdescontigs	1268	56	42	39	32	27	5486463	5207077	5177051	5161560	5046800	4879615	70	521912	5215928	5133847	57.59	57.71	248390	248390	64262	79094	261447.1	265627.2	7	7	24	23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19 + 2 part	134517	98.963	1.0	0.0	0.57	0.12	521912.0	5081411.0	248390	248390	64262	79094	260885.4	265056.5	7	7	24	23	KP_NORM_URN_2014_97392__chr	spades	Chromosome	spades
KP_NORM_URN_2014_96612_SPAdescontigs	1063	100	68	60	51	38	5787188	5568123	5497561	5437386	5303941	4867414	121	355956	5581750	5374377	57.17	57.34	129667	130043	36886	53640	146389.0	152037.5	15	14	42	38	0.0	0.0	0.0	0.0	0.0	0.0	1.0	48 + 3 part	276223	98.694	1.0	0.0	2.05	0.81	355861.0	5305367.0	129667	130043	34922	53640	145496.2	151110.2	15	14	42	38	KP_NORM_URN_2014_96612__chr	spades	Chromosome	spades
KP_NORM_URN_2014_97671_SPAdescontigs	402	68	50	49	46	36	5601549	5552951	5509173	5503526	5444079	5049006	74	478613	5557010	5325600	57.18	57.4	154688	158067	51380	61316	177054.9	184748.3	13	12	36	32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14 + 2 part	284764	98.98	1.0	0.0	2.37	0.55	478613.0	5272137.0	154688	158067	47900	59406	174626.7	182214.7	13	12	36	32	KP_NORM_URN_2014_97671__chr	spades	Chromosome	spades
KP_NORM_URN_2014_101205_SPAdescontigs	3054	56	41	35	31	28	6134341	5453730	5424024	5386188	5321986	5220876	95	694732	5478944	5256207	57.18	57.5	218301	227619	86347	95508	259848.5	270859.8	9	8	24	22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54 + 0 part	275342	99.02	1.0	0.0	0.25	0.19	694732.0	5203602.0	218301	227619	69592	86347	255644.5	266477.7	9	8	25	23	KP_NORM_URN_2014_101205__chr	spades	Chromosome	spades
KP_NORM_URN_2014_97411_SPAdescontigs	3182	99	62	57	47	37	6228314	5401466	5342368	5307981	5118985	4786520	252	431701	5502810	5305302	57.22	57.45	128529	142497	32569	51669	158611.4	164516.3	13	12	42	37	0.0	0.0	0.0	1.0	0.0	0.0	0.0	181 + 2 part	276829	98.498	1.0	0.0	1.45	0.36	431701.0	5225827.0	128529	142497	28526	39620	157364.1	163222.5	13	12	43	38	KP_NORM_URN_2014_97411__chr	spades	Chromosome	spades
KP_NORM_URN_2014_97677_SPAdescontigs	217	29	20	18	16	14	5370408	5292418	5269679	5255571	5224112	5163114	51	1005731	5305907	5194742	57.45	57.54	474214	474214	134572	250673	585749.1	598283.8	4	4	10	9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18 + 2 part	141230	99.236	1.002	0.0	6.7	0.33	1005731.0	5164207.0	474214	474214	134572	250673	584127.0	596627.0	4	4	10	9	KP_NORM_URN_2014_97677__chr	spades	Chromosome	spades
KP_NORM_URN_2014_99206_SPAdescontigs	4310	58	38	36	34	31	6493134	5423182	5387276	5372075	5327894	5234245	163	653839	5491953	5255437	57.36	57.57	185518	185518	72755	92836	249554.2	260785.2	9	9	27	24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	121 + 0 part	289261	99.012	1.0	0.0	0.42	0.15	653839.0	5202589.0	185518	185518	72755	92836	247658.4	258804.0	9	9	27	24	KP_NORM_URN_2014_99206__chr	spades	Chromosome	spades
KP_NORM_URN_2015_107836_SPAdescontigs	481	111	86	79	56	35	5425727	5342451	5275735	5227214	4822631	4070660	125	304435	5352262	5199862	57.5	57.62	100224	104585	25156	28561	118730.7	122210.5	17	16	56	51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19 + 6 part	188383	99.137	1.002	0.0	0.91	0.04	304435.0	5163854.0	100224	104585	23473	27547	117704.0	121153.7	17	16	58	52	KP_NORM_URN_2015_107836__chr	spades	Chromosome	spades
KP_NORM_URN_2015_107962_SPAdescontigs	177	49	36	35	32	28	5620664	5578295	5549734	5542293	5485682	5345055	60	791506	5585731	5319740	57.1	57.41	252894	252894	78862	90714	358016.6	375917.7	6	6	23	21	2.0	2.0	78393.0	0.0	0.0	0.0	0.0	10 + 5 part	315091	98.997	1.0	0.0	0.28	0.02	791506.0	5268143.0	250397	250397	56956	86660	353408.1	371078.7	6	6	24	21	KP_NORM_URN_2015_107962__chr	spades	Chromosome	spades
KP_NORM_URN_2015_109056_SPAdescontigs	174	54	47	43	37	29	5264288	5227578	5209037	5177689	5090346	4810386	62	382450	5233158	5138889	57.58	57.7	251013	255759	57039	63762	220138.6	224176.9	9	8	28	26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13 + 1 part	153680	98.827	1.0	0.0	0.91	0.18	382412.0	5078978.0	250998	255759	57039	63762	219330.2	223353.6	9	8	28	26	KP_NORM_URN_2015_109056__chr	spades	Chromosome	spades
KP_NORM_URN_2015_109358_SPAdescontigs	157	63	48	41	33	23	5489398	5457419	5423132	5369726	5235214	4869984	75	426088	5465645	5278363	57.33	57.53	276188	276188	46955	71024	248876.8	257707.2	8	8	25	22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22 + 5 part	230814	99.114	1.0	0.0	0.94	0.17	426088.0	5233925.0	276182	276182	46831	71024	247943.3	256740.6	8	8	25	22	KP_NORM_URN_2015_109358__chr	spades	Chromosome	spades
KP_NORM_URN_2015_109238_SPAdescontigs	178	46	39	36	30	28	5484629	5445518	5434294	5413059	5305070	5238817	59	473278	5453620	5405676	57.18	57.32	259976	259976	84490	84490	238719.0	240836.2	9	9	23	23	1.0	1.0	178873.0	0.0	0.0	0.0	0.0	2 + 0 part	97095	99.064	1.0	0.0	0.41	0.11	473278.0	5356280.0	259976	259976	64218	65650	236765.0	238864.9	9	9	24	23	KP_NORM_URN_2015_109238__chr	spades	Chromosome	spades
KP_NORM_URN_2015_109604_SPAdescontigs	157	36	27	26	20	18	5427745	5380433	5360776	5353795	5250808	5189760	57	738799	5394942	5261424	57.4	57.54	462724	462724	141457	141457	398993.5	409118.7	5	5	14	14	0.0	0.0	0.0	1.0	0.0	0.0	0.0	24 + 0 part	179074	99.128	1.0	0.0	0.69	0.23	738799.0	5215777.0	462724	462724	141457	141457	397800.7	407895.6	5	5	14	14	KP_NORM_URN_2015_109604__chr	spades	Chromosome	spades
KP_NORM_URN_56534_SPAdescontigs	139	62	46	44	35	31	5390274	5364739	5332532	5317120	5142531	4992944	71	326217	5371074	5325537	57.46	57.54	196612	196612	63796	65946	192958.0	194607.9	11	11	29	28	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3 + 1 part	112145	98.692	1.001	0.0	0.02	0.0	326217.0	5258929.0	196612	196612	55220	58731	190812.1	192443.7	11	11	30	29	KP_NORM_URN_56534__chr	spades	Chromosome	spades
KP_NORM_URN_56847_SPAdescontigs	173	41	30	26	23	19	5754676	5708406	5683623	5655429	5606252	5465081	62	796910	5720784	5532952	57.22	57.43	356445	356445	106769	138626	378323.1	391166.4	6	6	16	15	0.0	0.0	0.0	0.0	0.0	0.0	1.0	8 + 7 part	226135	99.227	1.001	0.0	1.04	0.04	796910.0	5494649.0	356445	356445	100342	138626	375857.9	388617.5	6	6	16	15	KP_NORM_URN_56847__chr	spades	Chromosome	spades
KP_NORM_URN_57023_SPAdescontigs	193	76	55	48	40	29	5957828	5911248	5854338	5810741	5670631	5280337	105	492943	5932060	5620587	57.05	57.33	209319	209319	42425	78144	231190.9	244002.7	9	9	31	26	0.0	0.0	0.0	0.0	0.0	0.0	3.0	23 + 26 part	359084	99.053	1.001	0.0	0.79	0.09	492943.0	5572976.0	209319	209319	42197	78144	229874.0	242612.8	9	9	31	26	KP_NORM_URN_57023__chr	spades	Chromosome	spades
KP_NORM_URN_57042_SPAdescontigs	205	63	43	39	35	27	5520440	5472824	5429838	5400836	5343748	5084553	76	508959	5481441	5368061	57.34	57.45	252308	252308	61147	74568	247817.5	253051.7	8	8	25	23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10 + 6 part	179589	98.69	1.001	0.0	0.83	0.04	508959.0	5301262.0	252308	252308	61147	74568	246858.9	252072.9	8	8	25	23	KP_NORM_URN_57042__chr	spades	Chromosome	spades
KP_NORM_URN_57225_SPAdescontigs	190	86	62	52	44	30	5490013	5457794	5397222	5325641	5204985	4733518	96	716123	5464906	5346848	57.26	57.45	166122	173374	39277	44066	221915.0	226814.8	11	10	35	32	0.0	0.0	0.0	0.0	0.0	0.0	2.0	7 + 14 part	182895	98.707	1.001	0.0	0.13	0.04	716123.0	5281801.0	166122	173374	39277	44066	221396.7	226285.2	11	10	35	32	KP_NORM_URN_57225__chr	spades	Chromosome	spades
KP_NORM_URN_57002_SPAdescontigs	256	36	29	28	24	20	5387551	5302320	5288519	5282478	5213112	5077839	47	801186	5310065	5190412	57.38	57.57	374600	475198	84391	92323	436274.4	446331.7	5	4	17	15	2.0	1.0	801186.0	0.0	0.0	0.0	1.0	7 + 3 part	162577	99.117	1.001	0.0	1.03	0.08	731294.0	5147475.0	360812	374600	80363	92323	374957.7	383601.5	6	5	18	16	KP_NORM_URN_57002__chr	spades	Chromosome	spades
KP_NORM_URN_57695_SPAdescontigs	139	31	23	20	19	17	5240610	5207444	5190780	5173064	5151364	5090298	43	1126675	5215295	5256881	57.59	57.56	437366	380330	95931	95931	512762.5	508706.2	4	5	13	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1 + 0 part	5378	99.09	1.0	0.0	0.0	0.0	1126675.0	5209910.0	437366	380323	95931	95931	512755.9	508699.6	4	5	13	13	KP_NORM_URN_57695__chr	spades	Chromosome	spades
KP_NORM_URN_57447_SPAdescontigs	196	39	30	28	27	21	5804330	5751510	5723212	5712876	5693800	5479741	54	668502	5760751	5601882	57.18	57.38	411234	411234	88677	122211	351653.5	361626.4	6	6	18	16	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4 + 4 part	204656	99.139	1.0	0.0	0.81	0.07	668502.0	5556095.0	411234	411234	88677	122211	349759.7	359678.9	6	6	18	16	KP_NORM_URN_57447__chr	spades	Chromosome	spades
KP_NORM_URN_57455_SPAdescontigs	138	28	23	22	21	18	5422853	5383753	5373049	5367432	5347871	5244771	36	1315920	5388864	5428796	57.47	57.44	433448	433448	100205	100205	587185.7	582866.6	4	4	14	14	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0 + 0 part	0	99.237	1.0	0.0	2.25	0.76	1315920.0	5388864.0	433448	433448	100205	100205	587185.7	582866.6	4	4	14	14	KP_NORM_URN_57455__chr	spades	Chromosome	spades
KP_NORM_URN_58012_SPAdescontigs	98	30	23	21	21	16	5587070	5560908	5545383	5530002	5530002	5358743	47	1625790	5572369	5498281	57.36	57.46	484341	484341	98610	129113	791634.5	802301.6	3	3	12	11	1.0	1.0	332635.0	0.0	0.0	0.0	0.0	7 + 0 part	111368	99.307	1.0	0.0	0.15	0.05	1625790.0	5460900.0	484341	484341	98610	129113	789848.3	800491.3	3	3	12	11	KP_NORM_URN_58012__chr	spades	Chromosome	spades
KP_NORM_URN_57979_SPAdescontigs	182	56	40	35	29	21	5502170	5458120	5416377	5381805	5283732	5042722	72	472752	5468619	5521747	57.32	57.28	281350	281350	85621	78646	274269.7	271630.8	8	8	20	21	1.0	1.0	1499.0	0.0	0.0	0.0	0.0	1 + 0 part	502	98.974	1.001	0.0	0.26	0.05	472752.0	5468117.0	281350	281350	85621	78646	274269.6	271630.7	8	8	20	21	KP_NORM_URN_57979__chr	spades	Chromosome	spades
KP_NORM_URN_57409_SPAdescontigs	337	30	24	22	22	19	5505604	5379607	5366403	5350282	5350282	5240648	59	1132758	5398374	5293596	57.2	57.4	382788	382788	95857	99535	512025.6	522160.4	4	4	15	14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19 + 1 part	146960	99.164	1.0	0.0	1.56	0.1	1132758.0	5251045.0	382788	382788	95647	95647	509083.4	519159.9	4	4	15	15	KP_NORM_URN_57409__chr	spades	Chromosome	spades
KP_NORM_URN_58233_SPAdescontigs	182	45	36	31	24	20	5451201	5399904	5376806	5334025	5228279	5070854	66	772181	5412283	5334665	57.21	57.3	299508	299508	93811	94479	349480.1	354564.9	6	6	18	17	1.0	1.0	426167.0	0.0	0.0	0.0	0.0	16 + 6 part	120771	99.142	1.0	0.0	0.66	0.0	772181.0	5291301.0	299508	299508	93811	94479	348341.2	353409.5	6	6	18	17	KP_NORM_URN_58233__chr	spades	Chromosome	spades
KP_NORM_URN_58251_SPAdescontigs	116	32	29	29	27	21	5449254	5422397	5412295	5412295	5372822	5149896	39	737116	5426972	5218585	57.3	57.57	361504	361504	99413	101518	361129.3	375549.8	6	6	18	17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2 + 5 part	250219	99.161	1.0	0.0	0.44	0.0	737116.0	5176753.0	361504	361504	93270	99413	357979.4	372274.1	6	6	19	17	KP_NORM_URN_58251__chr	spades	Chromosome	spades
KP_NORM_URN_58261_SPAdescontigs	143	33	25	25	23	18	5456393	5416606	5397329	5397329	5356212	5181927	47	764041	5426114	5289148	57.37	57.52	429707	429707	121784	135703	390235.4	400340.8	5	5	15	14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5 + 3 part	181152	99.039	1.0	0.0	1.24	0.19	764041.0	5239350.0	429707	429707	94326	100785	385409.1	395389.5	5	5	16	15	KP_NORM_URN_58261__chr	spades	Chromosome	spades
KP_NORM_URN_58342_SPAdescontigs	293	76	57	52	41	30	5599860	5504299	5465147	5429745	5229644	4833305	139	444707	5541679	5338477	57.36	57.58	185331	185331	40199	50262	211023.0	219055.3	9	9	34	30	0.0	0.0	0.0	0.0	0.0	0.0	3.0	58 + 11 part	263103	98.694	1.002	0.0	1.97	0.04	444707.0	5277394.0	185331	185331	35162	49107	209727.7	217710.7	9	9	35	30	KP_NORM_URN_58342__chr	spades	Chromosome	spades
NK_H10_003_SPAdescontigs	173	69	57	50	39	27	5401845	5365976	5339952	5285195	5083556	4595509	86	374195	5376004	5231402	57.41	57.59	199827	199827	44950	47256	200764.1	206313.4	9	9	33	30	0.0	0.0	0.0	1.0	0.0	0.0	0.0	14 + 0 part	199895	98.902	1.0	0.0	0.31	0.04	374195.0	5175670.0	199827	199827	36490	44950	198540.9	204028.8	9	9	34	31	NK_H10_003__chr	spades	Chromosome	spades
NK_H11_006_SPAdescontigs	123	54	39	37	31	28	5542691	5523805	5492344	5481078	5372348	5267858	58	509197	5527058	5327472	57.28	57.58	289423	289423	65786	76925	267785.7	277817.9	8	8	23	21	1.0	1.0	5325.0	0.0	0.0	0.0	1.0	2 + 7 part	239647	99.031	1.002	0.0	7.0	0.11	509197.0	5287411.0	289423	289423	51219	67676	265227.4	275163.8	8	8	24	21	NK_H11_006__chr	spades	Chromosome	spades
NK_H12_018_SPAdescontigs	243	50	34	31	26	20	5381737	5314461	5276146	5256015	5160194	4946310	80	905079	5332744	5204839	57.21	57.44	304113	304113	81628	86706	380796.4	390154.1	6	6	18	17	1.0	1.0	352254.0	0.0	0.0	0.0	1.0	32 + 7 part	167132	99.181	1.001	0.0	1.01	0.04	905079.0	5164972.0	273509	273509	77782	81628	371996.8	381138.3	6	6	19	18	NK_H12_018__chr	spades	Chromosome	spades
NK_H12_028_SPAdescontigs	261	59	41	33	28	23	5401830	5367073	5325103	5260349	5164743	4983404	64	837453	5370024	5206014	57.15	57.44	217329	268724	86473	94354	325358.5	335608.5	7	6	21	20	0.0	0.0	0.0	0.0	0.0	0.0	1.0	15 + 7 part	211235	99.068	1.0	0.0	1.4	0.39	837453.0	5158598.0	217329	268724	86473	94354	324501.4	334724.5	7	6	21	20	NK_H12_028__chr	spades	Chromosome	spades
NK_H12_034_SPAdescontigs	388	96	69	61	48	32	5785047	5729601	5674736	5615817	5408276	4846244	114	325522	5741926	5452205	57.18	57.41	157383	160436	34066	49773	163420.4	172104.3	13	12	40	34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17 + 22 part	361103	98.643	1.0	0.0	2.1	0.37	325522.0	5380573.0	157383	160436	32506	49773	162180.1	170798.1	13	12	40	34	NK_H12_034__chr	spades	Chromosome	spades
NK_H11_013_SPAdescontigs	103	40	31	29	24	19	5444684	5421779	5404970	5390465	5304554	5148340	53	855287	5430029	5296505	57.4	57.55	328435	350192	94329	101868	398874.3	408929.9	6	5	16	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7 + 5 part	171794	99.228	1.0	0.0	0.34	0.02	855287.0	5258058.0	328435	350192	94329	101868	397778.7	407806.6	6	5	16	15	NK_H11_013__chr	spades	Chromosome	spades
NK_H12_023_SPAdescontigs	182	61	47	46	36	29	5589536	5539583	5507089	5500146	5334511	5085679	85	393039	5554447	5386574	57.17	57.46	259787	259787	64050	66173	236058.9	243415.7	8	8	28	26	1.0	1.0	571.0	0.0	0.0	0.0	2.0	21 + 7 part	214868	98.928	1.002	0.0	6.37	0.41	393039.0	5339077.0	259787	259787	60386	66173	234677.9	241991.6	8	8	28	26	NK_H12_023__chr	spades	Chromosome	spades
NK_H12_038_SPAdescontigs	183	62	50	49	38	30	5579717	5534763	5504407	5497464	5320451	5022938	77	459443	5545433	5386569	57.18	57.46	205577	214963	53492	60753	227363.9	234069.5	9	8	30	27	1.0	1.0	595.0	0.0	0.0	0.0	2.0	9 + 8 part	207991	98.899	1.002	0.0	6.82	0.21	459443.0	5336675.0	205566	214963	48571	57282	225907.9	232570.5	9	8	30	28	NK_H12_038__chr	spades	Chromosome	spades
NK_H12_035_SPAdescontigs	330	61	42	41	36	29	5712425	5669946	5621348	5613639	5529427	5297987	67	1012349	5674051	5469470	57.16	57.46	209763	210974	66166	72648	337486.6	350110.1	8	7	26	24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8 + 6 part	262356	98.9	1.0	0.0	2.9	0.17	1012349.0	5411273.0	209763	210974	59556	71940	335123.0	347658.0	8	7	27	24	NK_H12_035__chr	spades	Chromosome	spades
NK_H12_057_SPAdescontigs	139	22	17	15	12	10	5268230	5230451	5217167	5202454	5147198	5086268	26	2104007	5233459	5192151	57.99	57.93	525896	525896	342115	342115	1069274.2	1077781.2	2	2	8	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4 + 4 part	76557	99.294	1.0	0.0	0.76	0.14	2104007.0	5156531.0	525896	525896	342115	342115	1068983.9	1077488.6	2	2	8	8	NK_H12_057__chr	spades	Chromosome	spades
NK_H12_048_SPAdescontigs	208	39	29	26	23	19	5444802	5387550	5363605	5343422	5289080	5153020	51	947761	5394858	5329909	57.38	57.46	348569	348569	99479	99479	410535.1	415537.7	6	6	15	15	0.0	0.0	0.0	1.0	0.0	0.0	2.0	3 + 6 part	106392	99.188	1.0	0.0	0.55	0.04	947761.0	5288461.0	348569	348569	99479	99479	409934.8	414930.2	6	6	15	15	NK_H12_048__chr	spades	Chromosome	spades
NK_H12_041_SPAdescontigs	182	29	22	20	20	17	5452626	5396567	5375450	5362100	5362100	5257733	42	1092286	5405109	5114900	57.4	57.76	425321	425321	119815	194884	491517.8	519405.5	5	5	12	11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9 + 4 part	332639	99.19	1.0	0.0	0.91	0.14	1092286.0	5072470.0	425321	425321	86707	194884	486539.3	514144.6	5	5	13	11	NK_H12_041__chr	spades	Chromosome	spades
NK_H12_053_SPAdescontigs	263	85	52	46	34	26	5589412	5526707	5445019	5405305	5202836	4907284	102	975315	5538560	5350799	57.15	57.43	198972	198972	41267	59845	316103.1	327195.2	8	8	28	25	0.0	0.0	0.0	1.0	0.0	0.0	1.0	22 + 21 part	238713	98.945	1.001	0.0	1.38	0.13	975315.0	5299489.0	198972	198972	41267	59845	315452.6	326521.9	8	8	28	25	NK_H12_053__chr	spades	Chromosome	spades
