PlasmidTool	Prediction	SampleID	QueryID	QueryLength	SubjectID	SubjectLength	AlignmentLength	Identity	QCovHSP	SRAssemblerUsed
SRonlyContigs	truth	2018-01-4203	90_length=101_depth=0.66x	101	2018-01-4203__chr	5242521	101	100.0	100	unicycler
SRonlyContigs	truth	2018-01-4203	91_length=100_depth=0.91x	100	2018-01-4203__chr	5242521	100	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	1_length=761708_depth=0.98x	761708	KGMAR-2016-319__chr	5273997	761708	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	2_length=691400_depth=0.92x	691400	KGMAR-2016-319__chr	5273997	691400	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	3_length=603612_depth=1.05x	603612	KGMAR-2016-319__chr	5273997	603612	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	4_length=321976_depth=1.00x	321976	KGMAR-2016-319__chr	5273997	321976	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	5_length=286218_depth=1.15x	286218	KGMAR-2016-319__chr	5273997	286218	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	6_length=280522_depth=1.08x	280522	KGMAR-2016-319__chr	5273997	280522	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	7_length=247576_depth=1.26x	247576	KGMAR-2016-319__chr	5273997	197468	100.0	80	unicycler
SRonlyContigs	truth	KGMAR-2016-319	7_length=247576_depth=1.26x	247576	KGMAR-2016-319__chr	5273997	50108	100.0	20	unicycler
SRonlyContigs	truth	KGMAR-2016-319	8_length=236772_depth=0.97x	236772	KGMAR-2016-319__chr	5273997	212607	99.992	90	unicycler
SRonlyContigs	truth	KGMAR-2016-319	8_length=236772_depth=0.97x	236772	KGMAR-2016-319__pl_1	215261	25225	99.933	11	unicycler
SRonlyContigs	truth	KGMAR-2016-319	9_length=221693_depth=1.14x	221693	KGMAR-2016-319__chr	5273997	221693	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	10_length=214684_depth=1.12x	214684	KGMAR-2016-319__chr	5273997	214684	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	11_length=186815_depth=0.93x	186815	KGMAR-2016-319__chr	5273997	186815	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	12_length=145292_depth=1.14x	145292	KGMAR-2016-319__chr	5273997	145292	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	13_length=138562_depth=1.19x	138562	KGMAR-2016-319__chr	5273997	138562	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	14_length=125229_depth=1.13x	125229	KGMAR-2016-319__chr	5273997	125229	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	15_length=119318_depth=1.22x	119318	KGMAR-2016-319__chr	5273997	119318	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	16_length=109827_depth=1.20x	109827	KGMAR-2016-319__chr	5273997	109827	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	17_length=105781_depth=1.18x	105781	KGMAR-2016-319__chr	5273997	105781	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	18_length=99244_depth=1.28x	99244	KGMAR-2016-319__chr	5273997	99244	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	19_length=86333_depth=1.22x	86333	KGMAR-2016-319__chr	5273997	86333	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	20_length=72746_depth=0.99x	72746	KGMAR-2016-319__chr	5273997	72746	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	21_length=51633_depth=1.28x	51633	KGMAR-2016-319__pl_1	215261	51633	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	22_length=39951_depth=1.19x	39951	KGMAR-2016-319__chr	5273997	39951	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	23_length=35528_depth=1.33x	35528	KGMAR-2016-319__pl_1	215261	15535	100.0	44	unicycler
SRonlyContigs	truth	KGMAR-2016-319	23_length=35528_depth=1.33x	35528	KGMAR-2016-319__pl_1	215261	19993	100.0	56	unicycler
SRonlyContigs	truth	KGMAR-2016-319	24_length=34261_depth=1.19x	34261	KGMAR-2016-319__chr	5273997	34261	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	25_length=33594_depth=1.32x	33594	KGMAR-2016-319__pl_1	215261	26886	99.974	80	unicycler
SRonlyContigs	truth	KGMAR-2016-319	25_length=33594_depth=1.32x	33594	KGMAR-2016-319__pl_1	215261	7770	99.987	23	unicycler
SRonlyContigs	truth	KGMAR-2016-319	26_length=26632_depth=1.34x	26632	KGMAR-2016-319__pl_1	215261	26632	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	27_length=26058_depth=1.10x	26058	KGMAR-2016-319__chr	5273997	26058	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	28_length=23703_depth=0.97x	23703	KGMAR-2016-319__chr	5273997	23703	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	29_length=10850_depth=0.94x	10850	KGMAR-2016-319__chr	5273997	10850	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	30_length=9394_depth=0.98x	9394	KGMAR-2016-319__chr	5273997	9394	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	31_length=7722_depth=1.26x	7722	KGMAR-2016-319__pl_1	215261	7722	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	32_length=4718_depth=1.41x	4718	KGMAR-2016-319__pl_1	215261	4718	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	33_length=4326_depth=1.24x	4326	KGMAR-2016-319__pl_1	215261	4326	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	34_length=4277_depth=1.17x	4277	KGMAR-2016-319__chr	5273997	4277	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	35_length=3525_depth=1.32x	3525	KGMAR-2016-319__pl_1	215261	3525	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	36_length=3055_depth=1.18x	3055	KGMAR-2016-319__chr	5273997	3055	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	37_length=2900_depth=0.93x	2900	KGMAR-2016-319__chr	5273997	2900	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	38_length=2669_depth=1.01x	2669	KGMAR-2016-319__chr	5273997	2669	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	39_length=2551_depth=1.36x	2551	KGMAR-2016-319__pl_1	215261	2551	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	40_length=1725_depth=9.08x	1725	KGMAR-2016-319__chr	5273997	1725	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	41_length=1699_depth=1.14x	1699	KGMAR-2016-319__pl_1	215261	1699	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	42_length=1675_depth=1.36x	1675	KGMAR-2016-319__pl_1	215261	1675	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	43_length=1626_depth=1.01x	1626	KGMAR-2016-319__chr	5273997	1626	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	44_length=1224_depth=9.97x	1224	KGMAR-2016-319__chr	5273997	1224	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	45_length=1096_depth=2.78x	1096	KGMAR-2016-319__chr	5273997	1096	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	46_length=858_depth=1.11x	858	KGMAR-2016-319__chr	5273997	858	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	47_length=773_depth=1.90x	773	KGMAR-2016-319__chr	5273997	773	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	48_length=766_depth=0.90x	766	KGMAR-2016-319__chr	5273997	766	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	49_length=766_depth=0.88x	766	KGMAR-2016-319__chr	5273997	766	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	50_length=760_depth=3.35x	760	KGMAR-2016-319__chr	5273997	760	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	51_length=754_depth=2.30x	754	KGMAR-2016-319__chr	5273997	754	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	52_length=705_depth=2.02x	705	KGMAR-2016-319__chr	5273997	705	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	53_length=700_depth=3.43x	700	KGMAR-2016-319__chr	5273997	700	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	54_length=699_depth=9.69x	699	KGMAR-2016-319__chr	5273997	699	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	55_length=698_depth=1.72x	698	KGMAR-2016-319__chr	5273997	698	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	56_length=665_depth=1.44x	665	KGMAR-2016-319__pl_1	215261	665	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	57_length=652_depth=7.43x	652	KGMAR-2016-319__pl_1	215261	652	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	58_length=645_depth=1.14x	645	KGMAR-2016-319__chr	5273997	645	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	59_length=610_depth=2.33x	610	KGMAR-2016-319__chr	5273997	610	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	60_length=533_depth=1.77x	533	KGMAR-2016-319__chr	5273997	533	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	61_length=515_depth=0.89x	515	KGMAR-2016-319__chr	5273997	515	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	62_length=515_depth=1.91x	515	KGMAR-2016-319__chr	5273997	515	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	63_length=503_depth=2.29x	503	KGMAR-2016-319__chr	5273997	503	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	64_length=472_depth=0.81x	472	KGMAR-2016-319__chr	5273997	472	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	65_length=451_depth=0.95x	451	KGMAR-2016-319__chr	5273997	451	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	66_length=443_depth=1.81x	443	KGMAR-2016-319__chr	5273997	443	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	67_length=442_depth=1.23x	442	KGMAR-2016-319__chr	5273997	442	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	68_length=431_depth=1.76x	431	KGMAR-2016-319__chr	5273997	431	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	69_length=405_depth=2.31x	405	KGMAR-2016-319__chr	5273997	405	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	70_length=401_depth=2.21x	401	KGMAR-2016-319__chr	5273997	401	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	71_length=398_depth=2.30x	398	KGMAR-2016-319__chr	5273997	398	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	72_length=377_depth=2.22x	377	KGMAR-2016-319__pl_1	215261	377	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	73_length=371_depth=8.15x	371	KGMAR-2016-319__chr	5273997	371	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	74_length=360_depth=1.91x	360	KGMAR-2016-319__chr	5273997	360	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	75_length=340_depth=0.65x	340	KGMAR-2016-319__chr	5273997	340	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	76_length=331_depth=2.61x	331	KGMAR-2016-319__pl_1	215261	331	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	77_length=322_depth=2.23x	322	KGMAR-2016-319__chr	5273997	322	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	78_length=305_depth=1.89x	305	KGMAR-2016-319__chr	5273997	305	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	79_length=305_depth=0.73x	305	KGMAR-2016-319__chr	5273997	305	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	80_length=303_depth=1.86x	303	KGMAR-2016-319__chr	5273997	303	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	81_length=293_depth=1.01x	293	KGMAR-2016-319__pl_1	215261	293	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	82_length=275_depth=1.71x	275	KGMAR-2016-319__chr	5273997	275	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	83_length=253_depth=1.23x	253	KGMAR-2016-319__chr	5273997	253	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	84_length=253_depth=1.10x	253	KGMAR-2016-319__chr	5273997	253	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	85_length=252_depth=10.17x	252	KGMAR-2016-319__chr	5273997	252	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	86_length=250_depth=1.17x	250	KGMAR-2016-319__pl_1	215261	250	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	87_length=250_depth=1.48x	250	KGMAR-2016-319__chr	5273997	250	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	88_length=243_depth=1.72x	243	KGMAR-2016-319__chr	5273997	243	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	89_length=239_depth=1.89x	239	KGMAR-2016-319__chr	5273997	239	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	90_length=236_depth=1.88x	236	KGMAR-2016-319__chr	5273997	236	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	91_length=236_depth=2.52x	236	KGMAR-2016-319__chr	5273997	236	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	92_length=233_depth=1.73x	233	KGMAR-2016-319__pl_1	215261	233	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	93_length=233_depth=2.43x	233	KGMAR-2016-319__chr	5273997	233	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	94_length=233_depth=3.55x	233	KGMAR-2016-319__chr	5273997	233	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	95_length=231_depth=1.51x	231	KGMAR-2016-319__chr	5273997	231	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	96_length=230_depth=2.05x	230	KGMAR-2016-319__chr	5273997	230	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	97_length=226_depth=3.87x	226	KGMAR-2016-319__chr	5273997	226	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	98_length=224_depth=1.54x	224	KGMAR-2016-319__chr	5273997	224	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	99_length=223_depth=3.00x	223	KGMAR-2016-319__chr	5273997	223	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	100_length=222_depth=0.96x	222	KGMAR-2016-319__chr	5273997	222	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	101_length=222_depth=0.85x	222	KGMAR-2016-319__chr	5273997	222	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	102_length=221_depth=2.55x	221	KGMAR-2016-319__chr	5273997	221	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	103_length=220_depth=1.65x	220	KGMAR-2016-319__chr	5273997	220	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	104_length=219_depth=2.12x	219	KGMAR-2016-319__chr	5273997	219	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	105_length=218_depth=1.13x	218	KGMAR-2016-319__chr	5273997	218	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	106_length=218_depth=2.17x	218	KGMAR-2016-319__chr	5273997	218	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	107_length=216_depth=1.13x	216	KGMAR-2016-319__chr	5273997	216	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	108_length=214_depth=1.45x	214	KGMAR-2016-319__pl_1	215261	214	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	109_length=213_depth=1.99x	213	KGMAR-2016-319__chr	5273997	213	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	110_length=211_depth=0.77x	211	KGMAR-2016-319__chr	5273997	211	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	111_length=211_depth=0.95x	211	KGMAR-2016-319__chr	5273997	211	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	112_length=203_depth=2.05x	203	KGMAR-2016-319__chr	5273997	203	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	113_length=202_depth=1.49x	202	KGMAR-2016-319__chr	5273997	202	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	114_length=199_depth=2.01x	199	KGMAR-2016-319__chr	5273997	199	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	115_length=188_depth=2.00x	188	KGMAR-2016-319__chr	5273997	188	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	116_length=187_depth=0.95x	187	KGMAR-2016-319__chr	5273997	187	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	117_length=187_depth=1.95x	187	KGMAR-2016-319__chr	5273997	187	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	118_length=184_depth=2.51x	184	KGMAR-2016-319__chr	5273997	184	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	119_length=184_depth=5.55x	184	KGMAR-2016-319__chr	5273997	184	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	120_length=182_depth=2.80x	182	KGMAR-2016-319__chr	5273997	182	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	121_length=181_depth=1.46x	181	KGMAR-2016-319__chr	5273997	181	99.448	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	122_length=178_depth=1.49x	178	KGMAR-2016-319__chr	5273997	178	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	123_length=173_depth=2.47x	173	KGMAR-2016-319__chr	5273997	173	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	124_length=165_depth=3.14x	165	KGMAR-2016-319__chr	5273997	165	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	125_length=164_depth=1.15x	164	KGMAR-2016-319__chr	5273997	164	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	126_length=163_depth=5.95x	163	KGMAR-2016-319__chr	5273997	163	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	127_length=160_depth=0.95x	160	KGMAR-2016-319__chr	5273997	158	99.367	99	unicycler
SRonlyContigs	truth	KGMAR-2016-319	128_length=160_depth=0.98x	160	KGMAR-2016-319__chr	5273997	158	98.734	99	unicycler
SRonlyContigs	truth	KGMAR-2016-319	129_length=160_depth=1.67x	160	KGMAR-2016-319__chr	5273997	160	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	130_length=160_depth=1.11x	160	KGMAR-2016-319__chr	5273997	160	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	131_length=160_depth=1.40x	160	KGMAR-2016-319__chr	5273997	160	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	132_length=160_depth=0.96x	160	KGMAR-2016-319__chr	5273997	158	99.367	99	unicycler
SRonlyContigs	truth	KGMAR-2016-319	133_length=156_depth=2.32x	156	KGMAR-2016-319__chr	5273997	156	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	134_length=156_depth=1.50x	156	KGMAR-2016-319__pl_1	215261	156	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	135_length=152_depth=1.02x	152	KGMAR-2016-319__chr	5273997	151	100.0	99	unicycler
SRonlyContigs	truth	KGMAR-2016-319	136_length=147_depth=2.18x	147	KGMAR-2016-319__chr	5273997	147	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	137_length=146_depth=1.72x	146	KGMAR-2016-319__chr	5273997	146	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	138_length=143_depth=1.96x	143	KGMAR-2016-319__chr	5273997	143	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	139_length=143_depth=2.98x	143	KGMAR-2016-319__chr	5273997	143	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	140_length=142_depth=1.14x	142	KGMAR-2016-319__chr	5273997	142	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	141_length=141_depth=2.84x	141	KGMAR-2016-319__chr	5273997	141	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	142_length=135_depth=1.16x	135	KGMAR-2016-319__chr	5273997	135	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	143_length=129_depth=2.38x	129	KGMAR-2016-319__chr	5273997	129	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	144_length=128_depth=4.89x	128	KGMAR-2016-319__chr	5273997	128	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	145_length=128_depth=1.78x	128	KGMAR-2016-319__chr	5273997	128	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	146_length=128_depth=1.74x	128	KGMAR-2016-319__chr	5273997	128	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	147_length=125_depth=2.13x	125	KGMAR-2016-319__chr	5273997	125	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	148_length=124_depth=1.30x	124	KGMAR-2016-319__chr	5273997	124	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	149_length=119_depth=0.60x	119	KGMAR-2016-319__chr	5273997	119	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	150_length=111_depth=9.43x	111	KGMAR-2016-319__chr	5273997	111	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	151_length=109_depth=4.87x	109	KGMAR-2016-319__chr	5273997	109	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	152_length=107_depth=2.65x	107	KGMAR-2016-319__pl_1	215261	107	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	153_length=107_depth=4.26x	107	KGMAR-2016-319__pl_1	215261	107	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	154_length=102_depth=1.39x	102	KGMAR-2016-319__chr	5273997	102	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	155_length=102_depth=5.70x	102	KGMAR-2016-319__chr	5273997	102	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	156_length=101_depth=1.02x	101	KGMAR-2016-319__chr	5273997	101	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	157_length=101_depth=4.28x	101	KGMAR-2016-319__chr	5273997	101	100.0	100	unicycler
SRonlyContigs	truth	KGMAR-2016-319	158_length=100_depth=0.94x	100	KGMAR-2016-319__chr	5273997	99	97.98	99	unicycler
SRonlyContigs	truth	KGVET-2020-01-2677-1	1_length=587286_depth=0.89x	587286	KGVET-2020-01-2677-1__chr	5287320	587286	100.0	100	unicycler
SRonlyContigs	truth	KGVET-2020-01-2677-1	2_length=479261_depth=1.24x	479261	KGVET-2020-01-2677-1__chr	5287320	429079	100.0	90	unicycler
SRonlyContigs	truth	KGVET-2020-01-2677-1	2_length=479261_depth=1.24x	479261	KGVET-2020-01-2677-1__chr	5287320	50182	100.0	10	unicycler
SRonlyContigs	truth	KGVET-2020-01-2677-1	3_length=447054_depth=0.87x	447054	KGVET-2020-01-2677-1__chr	5287320	447054	100.0	100	unicycler
SRonlyContigs	truth	KGVET-2020-01-2677-1	4_length=433809_depth=0.82x	433809	KGVET-2020-01-2677-1__chr	5287320	433809	100.0	100	unicycler
SRonlyContigs	truth	KGVET-2020-01-2677-1	5_length=403107_depth=1.09x	403107	KGVET-2020-01-2677-1__chr	5287320	403107	100.0	100	unicycler
SRonlyContigs	truth	KGVET-2020-01-2677-1	6_length=361836_depth=1.14x	361836	KGVET-2020-01-2677-1__chr	5287320	361836	100.0	100	unicycler
SRonlyContigs	truth	KGVET-2020-01-2677-1	7_length=328384_depth=0.85x	328384	KGVET-2020-01-2677-1__chr	5287320	328384	100.0	100	unicycler
SRonlyContigs	truth	KGVET-2020-01-2677-1	8_length=325625_depth=1.03x	325625	KGVET-2020-01-2677-1__chr	5287320	325625	100.0	100	unicycler
SRonlyContigs	truth	KGVET-2020-01-2677-1	9_length=295933_depth=1.15x	295933	KGVET-2020-01-2677-1__chr	5287320	295933	100.0	100	unicycler
SRonlyContigs	truth	KGVET-2020-01-2677-1	10_length=291482_depth=1.00x	291482	KGVET-2020-01-2677-1__chr	5287320	291482	100.0	100	unicycler
SRonlyContigs	truth	KGVET-2020-01-2677-1	11_length=251371_depth=1.20x	251371	KGVET-2020-01-2677-1__chr	5287320	205	97.073	0	unicycler
SRonlyContigs	truth	KGVET-2020-01-2677-1	11_length=251371_depth=1.20x	251371	KGVET-2020-01-2677-1__chr	5287320	222	94.144	0	unicycler
SRonlyContigs	truth	KGVET-2020-01-2677-1	11_length=251371_depth=1.20x	251371	KGVET-2020-01-2677-1__chr	5287320	223	91.48	0	unicycler
SRonlyContigs	truth	KGVET-2020-01-2677-1	11_length=251371_depth=1.20x	251371	KGVET-2020-01-2677-1__chr	5287320	251000	99.999	99	unicycler
SRonlyContigs	truth	KGVET-2020-01-2677-1	12_length=241567_depth=0.95x	241567	KGVET-2020-01-2677-1__chr	5287320	241567	100.0	100	unicycler
SRonlyContigs	truth	KGVET-2020-01-2677-1	13_length=218064_depth=0.99x	218064	KGVET-2020-01-2677-1__chr	5287320	218064	100.0	100	unicycler
SRonlyContigs	truth	KGVET-2020-01-2677-1	14_length=119607_depth=1.15x	119607	KGVET-2020-01-2677-1__chr	5287320	119557	100.0	99	unicycler
SRonlyContigs	truth	KGVET-2020-01-2677-1	14_length=119607_depth=1.15x	119607	KGVET-2020-01-2677-1__chr	5287320	88	92.045	0	unicycler
SRonlyContigs	truth	KGVET-2020-01-2677-1	15_length=99242_depth=1.24x	99242	KGVET-2020-01-2677-1__chr	5287320	99242	100.0	100	unicycler
SRonlyContigs	truth	KGVET-2020-01-2677-1	16_length=86317_depth=1.23x	86317	KGVET-2020-01-2677-1__chr	5287320	86317	100.0	100	unicycler
SRonlyContigs	truth	KGVET-2020-01-2677-1	17_length=65728_depth=0.87x	65728	KGVET-2020-01-2677-1__chr	5287320	65829	99.491	99	unicycler
SRonlyContigs	truth	KGVET-2020-01-2677-1	18_length=57814_depth=1.30x	57814	KGVET-2020-01-2677-1__pl_1	61089	4529	100.0	8	unicycler
SRonlyContigs	truth	KGVET-2020-01-2677-1	18_length=57814_depth=1.30x	57814	KGVET-2020-01-2677-1__pl_1	61089	53285	100.0	92	unicycler
SRonlyContigs	truth	KGVET-2020-01-2677-1	20_length=40004_depth=1.13x	40004	KGVET-2020-01-2677-1__chr	5287320	40004	100.0	100	unicycler
SRonlyContigs	truth	KGVET-2020-01-2677-1	21_length=34298_depth=1.23x	34298	KGVET-2020-01-2677-1__chr	5287320	34298	100.0	100	unicycler
SRonlyContigs	truth	KGVET-2020-01-2677-1	22_length=27539_depth=0.98x	27539	KGVET-2020-01-2677-1__chr	5287320	27539	100.0	100	unicycler
SRonlyContigs	truth	KGVET-2020-01-2677-1	23_length=26095_depth=1.06x	26095	KGVET-2020-01-2677-1__chr	5287320	26095	100.0	100	unicycler
