Prediction	SampleID	QueryID	QueryLength	SubjectID	SubjectLength	AlignmentLength	Identity	QCovHSP	geNomadPrediction	MOBPrediction	PLASMePrediction	PlasmerPrediction	PlasmidHunterPrediction	PlatonPrediction	SRAssemblerUsed
truth	2018-01-1439	56_length=257_depth=2.59x	257	2018-01-1439__chr	5280837	257	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	2018-01-1439	57_length=252_depth=10.75x	252	2018-01-1439__chr	5280837	252	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	2018-01-1439	58_length=221_depth=2.93x	221	2018-01-1439__chr	5280837	221	100.0	100		chromosome		shorter_than_500		chromosome	unicycler
truth	2018-01-1439	59_length=212_depth=10.50x	212	2018-01-1439__chr	5280837	212	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	2018-01-1439	60_length=205_depth=2.27x	205	2018-01-1439__chr	5280837	205	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	2018-01-1439	61_length=203_depth=1.99x	203	2018-01-1439__chr	5280837	203	100.0	100		chromosome		shorter_than_500		chromosome	unicycler
truth	2018-01-1439	62_length=199_depth=1.85x	199	2018-01-1439__chr	5280837	199	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	2018-01-1439	63_length=197_depth=3.03x	197	2018-01-1439__chr	5280837	197	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	2018-01-1439	64_length=182_depth=3.94x	182	2018-01-1439__chr	5280837	182	100.0	100		chromosome		shorter_than_500		chromosome	unicycler
truth	2018-01-1439	65_length=180_depth=2.88x	180	2018-01-1439__pl_1	154959	180	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	2018-01-1439	66_length=175_depth=1.89x	175	2018-01-1439__chr	5280837	175	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	2018-01-1439	67_length=174_depth=4.08x	174	2018-01-1439__chr	5280837	174	100.0	100		chromosome		shorter_than_500		chromosome	unicycler
truth	2018-01-1439	68_length=170_depth=2.79x	170	2018-01-1439__chr	5280837	170	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	2018-01-1439	69_length=167_depth=2.20x	167	2018-01-1439__chr	5280837	167	100.0	100		chromosome		shorter_than_500		chromosome	unicycler
truth	2018-01-1439	70_length=161_depth=2.51x	161	2018-01-1439__chr	5280837	161	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	2018-01-1439	71_length=161_depth=7.05x	161	2018-01-1439__chr	5280837	161	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	2018-01-1439	72_length=160_depth=6.06x	160	2018-01-1439__pl_1	154959	160	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	2018-01-1439	73_length=158_depth=3.17x	158	2018-01-1439__chr	5280837	158	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	2018-01-1439	74_length=156_depth=3.70x	156	2018-01-1439__chr	5280837	156	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	2018-01-1439	75_length=155_depth=9.07x	155	2018-01-1439__chr	5280837	155	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	2018-01-1439	76_length=134_depth=2.49x	134	2018-01-1439__chr	5280837	134	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	2018-01-1439	77_length=130_depth=7.96x	130	2018-01-1439__chr	5280837	130	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	2018-01-1439	78_length=127_depth=0.94x	127	2018-01-1439__chr	5280837	127	100.0	100		chromosome		shorter_than_500		chromosome	unicycler
truth	2018-01-1439	79_length=127_depth=1.05x	127	2018-01-1439__chr	5280837	127	100.0	100		chromosome		shorter_than_500		chromosome	unicycler
truth	2018-01-1439	80_length=127_depth=1.85x	127	2018-01-1439__pl_1	154959	127	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	2018-01-1439	81_length=127_depth=1.49x	127	2018-01-1439__pl_1	154959	127	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	2018-01-1439	82_length=121_depth=2.35x	121	2018-01-1439__chr	5280837	121	100.0	100		chromosome		shorter_than_500		chromosome	unicycler
truth	2018-01-1439	83_length=105_depth=2.77x	105	2018-01-1439__chr	5280837	105	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KGVET-2020-01-2959-1	1_length=760545_depth=1.00x	760545	KGVET-2020-01-2959-1__chr	5202254	341030	99.996	45		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KGVET-2020-01-2959-1	1_length=760545_depth=1.00x	760545	KGVET-2020-01-2959-1__chr	5202254	419756	99.999	55		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KGVET-2020-01-2959-1	2_length=746888_depth=1.10x	746888	KGVET-2020-01-2959-1__chr	5202254	746888	100.0	100		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KGVET-2020-01-2959-1	3_length=717114_depth=0.93x	717114	KGVET-2020-01-2959-1__chr	5202254	717114	100.0	100		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KGVET-2020-01-2959-1	4_length=644030_depth=0.87x	644030	KGVET-2020-01-2959-1__chr	5202254	644030	100.0	100		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KGVET-2020-01-2959-1	5_length=455987_depth=0.84x	455987	KGVET-2020-01-2959-1__chr	5202254	455987	100.0	100	plasmid	chromosome		chromosome	chromosome	chromosome	unicycler
truth	KGVET-2020-01-2959-1	6_length=348799_depth=1.10x	348799	KGVET-2020-01-2959-1__chr	5202254	348799	100.0	100		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KGVET-2020-01-2959-1	7_length=344017_depth=1.19x	344017	KGVET-2020-01-2959-1__chr	5202254	344017	100.0	100		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KGVET-2020-01-2959-1	8_length=333204_depth=1.13x	333204	KGVET-2020-01-2959-1__chr	5202254	124156	99.987	37		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KGVET-2020-01-2959-1	8_length=333204_depth=1.13x	333204	KGVET-2020-01-2959-1__chr	5202254	208960	99.993	63		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KGVET-2020-01-2959-1	9_length=256929_depth=0.88x	256929	KGVET-2020-01-2959-1__chr	5202254	256929	100.0	100		chromosome	plasmid	chromosome	chromosome	chromosome	unicycler
truth	KGVET-2020-01-2959-1	10_length=128964_depth=1.23x	128964	KGVET-2020-01-2959-1__chr	5202254	128964	100.0	100		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KGVET-2020-01-2959-1	11_length=100891_depth=1.22x	100891	KGVET-2020-01-2959-1__chr	5202254	50282	100.0	50		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KGVET-2020-01-2959-1	11_length=100891_depth=1.22x	100891	KGVET-2020-01-2959-1__chr	5202254	50609	100.0	50		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KGVET-2020-01-2959-1	12_length=86413_depth=1.19x	86413	KGVET-2020-01-2959-1__chr	5202254	86413	100.0	100		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KGVET-2020-01-2959-1	13_length=60144_depth=0.69x	60144	KGVET-2020-01-2959-1__chr	5202254	60144	100.0	100		chromosome	plasmid	chromosome	chromosome	chromosome	unicycler
truth	KGVET-2020-01-2959-1	14_length=54075_depth=2.15x	54075	KGVET-2020-01-2959-1__pl_1	54204	20632	100.0	38		plasmid	plasmid	chromosome	plasmid	plasmid	unicycler
truth	KGVET-2020-01-2959-1	14_length=54075_depth=2.15x	54075	KGVET-2020-01-2959-1__pl_1	54204	33443	100.0	62		plasmid	plasmid	chromosome	plasmid	plasmid	unicycler
truth	KGVET-2020-01-2959-1	15_length=37923_depth=1.20x	37923	KGVET-2020-01-2959-1__chr	5202254	37923	100.0	100	plasmid	chromosome		chromosome	chromosome	chromosome	unicycler
truth	KGVET-2020-01-2959-1	16_length=34270_depth=1.13x	34270	KGVET-2020-01-2959-1__chr	5202254	34270	100.0	100		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KGVET-2020-01-2959-1	17_length=27193_depth=0.53x	27193	KGVET-2020-01-2959-1__chr	5202254	27193	100.0	100		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KGVET-2020-01-2959-1	18_length=26037_depth=0.96x	26037	KGVET-2020-01-2959-1__chr	5202254	26037	100.0	100		chromosome	plasmid	chromosome	chromosome	chromosome	unicycler
truth	KGVET-2020-01-2959-1	19_length=20616_depth=1.01x	20616	KGVET-2020-01-2959-1__chr	5202254	20616	100.0	100	plasmid	chromosome		chromosome	chromosome	chromosome	unicycler
truth	KGVET-2020-01-2959-1	20_length=11018_depth=0.89x	11018	KGVET-2020-01-2959-1__chr	5202254	11018	100.0	100	plasmid	chromosome		chromosome	chromosome	chromosome	unicycler
truth	KGVET-2020-01-2959-1	21_length=5631_depth=6.80x_circular=true	5631	KGVET-2020-01-2959-1__pl_2	5631	2123	100.0	38	plasmid	plasmid	plasmid	plasmid	plasmid	plasmid	unicycler
truth	KGVET-2020-01-2959-1	21_length=5631_depth=6.80x_circular=true	5631	KGVET-2020-01-2959-1__pl_2	5631	3508	100.0	62	plasmid	plasmid	plasmid	plasmid	plasmid	plasmid	unicycler
truth	KGVET-2020-01-2959-1	22_length=5484_depth=0.79x	5484	KGVET-2020-01-2959-1__chr	5202254	5484	100.0	100		chromosome	plasmid	plasmid	plasmid	chromosome	unicycler
truth	KGVET-2020-01-2959-1	23_length=4278_depth=1.03x	4278	KGVET-2020-01-2959-1__chr	5202254	4278	100.0	100		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KGVET-2020-01-2959-1	24_length=1209_depth=0.93x	1209	KGVET-2020-01-2959-1__chr	5202254	1209	100.0	100		chromosome	plasmid	chromosome	chromosome	chromosome	unicycler
truth	KGVET-2020-01-2959-1	26_length=716_depth=9.57x	716	KGVET-2020-01-2959-1__chr	5202254	716	100.0	100		chromosome	plasmid	plasmid		chromosome	unicycler
truth	KGVET-2020-01-2959-1	27_length=699_depth=8.67x	699	KGVET-2020-01-2959-1__chr	5202254	699	100.0	100		chromosome	plasmid	plasmid		chromosome	unicycler
truth	KGVET-2020-01-2959-1	29_length=660_depth=9.05x	660	KGVET-2020-01-2959-1__chr	5202254	660	100.0	100		chromosome	plasmid	plasmid		chromosome	unicycler
truth	KGVET-2020-01-2959-1	30_length=638_depth=1.79x	638	KGVET-2020-01-2959-1__chr	5202254	638	100.0	100		chromosome	plasmid	chromosome		chromosome	unicycler
truth	KGVET-2020-01-2959-1	31_length=616_depth=9.67x	616	KGVET-2020-01-2959-1__chr	5202254	616	100.0	100		chromosome	plasmid	plasmid		chromosome	unicycler
truth	KGVET-2020-01-2959-1	32_length=600_depth=0.96x	600	KGVET-2020-01-2959-1__chr	5202254	600	100.0	100		chromosome		chromosome		chromosome	unicycler
truth	KGVET-2020-01-2959-1	33_length=582_depth=8.07x	582	KGVET-2020-01-2959-1__chr	5202254	582	100.0	100		chromosome	plasmid	chromosome		chromosome	unicycler
truth	KGVET-2020-01-2959-1	34_length=552_depth=1.82x	552	KGVET-2020-01-2959-1__chr	5202254	552	100.0	100		chromosome	plasmid	chromosome		chromosome	unicycler
truth	KGVET-2020-01-2959-1	36_length=439_depth=1.10x	439	KGVET-2020-01-2959-1__chr	5202254	439	100.0	100		chromosome		shorter_than_500		chromosome	unicycler
truth	KGVET-2020-01-2959-1	37_length=434_depth=1.81x	434	KGVET-2020-01-2959-1__chr	5202254	434	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KGVET-2020-01-2959-1	38_length=425_depth=9.49x	425	KGVET-2020-01-2959-1__chr	5202254	425	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KGVET-2020-01-2959-1	39_length=326_depth=10.17x	326	KGVET-2020-01-2959-1__chr	5202254	326	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KGVET-2020-01-2959-1	40_length=273_depth=8.50x	273	KGVET-2020-01-2959-1__chr	5202254	273	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KGVET-2020-01-2959-1	42_length=230_depth=1.82x	230	KGVET-2020-01-2959-1__chr	5202254	230	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KGVET-2020-01-2959-1	43_length=217_depth=2.22x	217	KGVET-2020-01-2959-1__chr	5202254	217	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KGVET-2020-01-2959-1	44_length=209_depth=1.86x	209	KGVET-2020-01-2959-1__chr	5202254	209	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KGVET-2020-01-2959-1	45_length=200_depth=2.44x	200	KGVET-2020-01-2959-1__chr	5202254	200	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KGVET-2020-01-2959-1	46_length=200_depth=3.84x	200	KGVET-2020-01-2959-1__chr	5202254	200	100.0	100		chromosome		shorter_than_500		chromosome	unicycler
truth	KGVET-2020-01-2959-1	47_length=198_depth=1.62x	198	KGVET-2020-01-2959-1__chr	5202254	198	100.0	100		chromosome		shorter_than_500		chromosome	unicycler
truth	KGVET-2020-01-2959-1	48_length=190_depth=0.92x	190	KGVET-2020-01-2959-1__chr	5202254	190	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KGVET-2020-01-2959-1	49_length=190_depth=1.14x	190	KGVET-2020-01-2959-1__chr	5202254	190	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KGVET-2020-01-2959-1	50_length=187_depth=3.00x	187	KGVET-2020-01-2959-1__chr	5202254	187	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KGVET-2020-01-2959-1	51_length=156_depth=1.28x	156	KGVET-2020-01-2959-1__chr	5202254	156	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KGVET-2020-01-2959-1	52_length=155_depth=1.46x	155	KGVET-2020-01-2959-1__chr	5202254	155	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KGVET-2020-01-2959-1	53_length=151_depth=8.60x	151	KGVET-2020-01-2959-1__chr	5202254	151	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KGVET-2020-01-2959-1	54_length=140_depth=0.97x	140	KGVET-2020-01-2959-1__chr	5202254	140	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KGVET-2020-01-2959-1	55_length=139_depth=1.92x	139	KGVET-2020-01-2959-1__chr	5202254	139	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KGVET-2020-01-2959-1	56_length=137_depth=1.86x	137	KGVET-2020-01-2959-1__chr	5202254	137	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KGVET-2020-01-2959-1	57_length=134_depth=1.97x	134	KGVET-2020-01-2959-1__chr	5202254	134	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KGVET-2020-01-2959-1	58_length=130_depth=8.17x	130	KGVET-2020-01-2959-1__chr	5202254	130	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KGVET-2020-01-2959-1	59_length=129_depth=0.81x	129	KGVET-2020-01-2959-1__chr	5202254	129	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KGVET-2020-01-2959-1	60_length=117_depth=2.47x	117	KGVET-2020-01-2959-1__chr	5202254	117	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KGMAR-2019-400-2	1_length=981752_depth=1.00x	981752	KGMAR-2019-400-2__chr	5306170	981752	100.0	100		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KGMAR-2019-400-2	2_length=523214_depth=0.91x	523214	KGMAR-2019-400-2__chr	5306170	523214	100.0	100		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KGMAR-2019-400-2	3_length=428969_depth=1.10x	428969	KGMAR-2019-400-2__chr	5306170	428969	100.0	100		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KGMAR-2019-400-2	4_length=372752_depth=0.98x	372752	KGMAR-2019-400-2__chr	5306170	372752	100.0	100		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KGMAR-2019-400-2	5_length=356385_depth=1.12x	356385	KGMAR-2019-400-2__chr	5306170	356385	100.0	100		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KGMAR-2019-400-2	6_length=348839_depth=1.10x	348839	KGMAR-2019-400-2__chr	5306170	348839	100.0	100		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KGMAR-2019-400-2	7_length=339810_depth=1.10x	339810	KGMAR-2019-400-2__chr	5306170	339810	100.0	100		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KGMAR-2019-400-2	8_length=261070_depth=0.91x	261070	KGMAR-2019-400-2__chr	5306170	261070	100.0	100		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KGMAR-2019-400-2	9_length=225760_depth=1.15x	225760	KGMAR-2019-400-2__chr	5306170	225760	100.0	100		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KGMAR-2019-400-2	10_length=220004_depth=0.91x	220004	KGMAR-2019-400-2__chr	5306170	220004	100.0	100		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KGMAR-2019-400-2	11_length=160251_depth=0.91x	160251	KGMAR-2019-400-2__chr	5306170	160251	100.0	100		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KGMAR-2019-400-2	12_length=147569_depth=1.26x	147569	KGMAR-2019-400-2__chr	5306170	147569	100.0	100		chromosome	plasmid	chromosome	chromosome	chromosome	unicycler
truth	KGMAR-2019-400-2	13_length=140149_depth=0.93x	140149	KGMAR-2019-400-2__chr	5306170	140149	100.0	100	plasmid	chromosome	plasmid	chromosome	chromosome	chromosome	unicycler
truth	KGMAR-2019-400-2	14_length=100545_depth=1.22x	100545	KGMAR-2019-400-2__chr	5306170	50246	100.0	50		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KGMAR-2019-400-2	14_length=100545_depth=1.22x	100545	KGMAR-2019-400-2__chr	5306170	50299	100.0	50		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KGMAR-2019-400-2	15_length=86426_depth=1.15x	86426	KGMAR-2019-400-2__chr	5306170	86426	100.0	100		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KGMAR-2019-400-2	16_length=80670_depth=1.03x	80670	KGMAR-2019-400-2__chr	5306170	80670	100.0	100		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KGMAR-2019-400-2	17_length=61828_depth=1.20x	61828	KGMAR-2019-400-2__chr	5306170	61828	100.0	100		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KGMAR-2019-400-2	18_length=55668_depth=0.95x	55668	KGMAR-2019-400-2__chr	5306170	55668	100.0	100		chromosome	plasmid	chromosome	chromosome	chromosome	unicycler
truth	KGMAR-2019-400-2	19_length=51235_depth=0.93x	51235	KGMAR-2019-400-2__chr	5306170	51235	100.0	100		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KGMAR-2019-400-2	20_length=51215_depth=1.36x	51215	KGMAR-2019-400-2__pl_1	150057	51215	100.0	100	plasmid	plasmid	plasmid	plasmid	plasmid	plasmid	unicycler
truth	KGMAR-2019-400-2	21_length=41799_depth=1.23x	41799	KGMAR-2019-400-2__chr	5306170	41799	100.0	100		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KGMAR-2019-400-2	22_length=36798_depth=0.90x	36798	KGMAR-2019-400-2__chr	5306170	36798	100.0	100		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KGMAR-2019-400-2	23_length=34232_depth=1.06x	34232	KGMAR-2019-400-2__chr	5306170	34232	100.0	100		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KGMAR-2019-400-2	24_length=31493_depth=0.90x	31493	KGMAR-2019-400-2__chr	5306170	31493	100.0	100	plasmid	chromosome		chromosome	chromosome	chromosome	unicycler
truth	KGMAR-2019-400-2	25_length=30650_depth=0.91x	30650	KGMAR-2019-400-2__chr	5306170	30650	100.0	100		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KGMAR-2019-400-2	26_length=26057_depth=1.02x	26057	KGMAR-2019-400-2__chr	5306170	26057	100.0	100		chromosome	plasmid	chromosome	chromosome	chromosome	unicycler
truth	KGMAR-2019-400-2	27_length=20411_depth=1.08x	20411	KGMAR-2019-400-2__chr	5306170	20411	100.0	100	plasmid	chromosome		chromosome	chromosome	chromosome	unicycler
truth	KGMAR-2019-400-2	28_length=19621_depth=1.59x	19621	KGMAR-2019-400-2__chr	5306170	19621	100.0	100		chromosome	plasmid	plasmid	plasmid	chromosome	unicycler
truth	KGMAR-2019-400-2	29_length=19484_depth=1.33x	19484	KGMAR-2019-400-2__pl_1	150057	19484	100.0	100	plasmid	plasmid	plasmid	plasmid	plasmid	plasmid	unicycler
truth	KGMAR-2019-400-2	30_length=18431_depth=1.36x	18431	KGMAR-2019-400-2__pl_1	150057	18431	100.0	100	plasmid	chromosome	plasmid	chromosome	plasmid	chromosome	unicycler
truth	KGMAR-2019-400-2	31_length=14523_depth=1.21x	14523	KGMAR-2019-400-2__pl_1	150057	14523	100.0	100	plasmid	plasmid	plasmid	plasmid	plasmid	plasmid	unicycler
truth	KGMAR-2019-400-2	32_length=12442_depth=1.30x	12442	KGMAR-2019-400-2__pl_1	150057	12442	100.0	100	plasmid	plasmid	plasmid	plasmid	plasmid	plasmid	unicycler
truth	KGMAR-2019-400-2	33_length=11461_depth=1.36x	11461	KGMAR-2019-400-2__pl_1	150057	11461	100.0	100	plasmid	plasmid	plasmid	plasmid	plasmid	plasmid	unicycler
truth	KGMAR-2019-400-2	34_length=11084_depth=0.94x	11084	KGMAR-2019-400-2__chr	5306170	11084	100.0	100	plasmid	chromosome	plasmid	chromosome	chromosome	chromosome	unicycler
truth	KGMAR-2019-400-2	35_length=8869_depth=0.31x	8869	KGMAR-2019-400-2__chr	5306170	8869	100.0	100		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KGMAR-2019-400-2	36_length=8250_depth=2.95x	8250	KGMAR-2019-400-2__pl_3	20008	8250	100.0	100	plasmid	plasmid	plasmid	chromosome	plasmid	plasmid	unicycler
truth	KGMAR-2019-400-2	37_length=7862_depth=0.93x	7862	KGMAR-2019-400-2__pl_2	27680	7862	100.0	100	plasmid	chromosome	plasmid	plasmid	plasmid	plasmid	unicycler
truth	KGMAR-2019-400-2	38_length=6694_depth=1.02x	6694	KGMAR-2019-400-2__chr	5306170	6694	100.0	100	plasmid	chromosome		chromosome	chromosome	chromosome	unicycler
truth	KGMAR-2019-400-2	39_length=6596_depth=2.83x	6596	KGMAR-2019-400-2__pl_3	20008	1700	100.0	26	plasmid	chromosome	plasmid	chromosome	plasmid	plasmid	unicycler
truth	KGMAR-2019-400-2	39_length=6596_depth=2.83x	6596	KGMAR-2019-400-2__pl_3	20008	4896	100.0	74	plasmid	chromosome	plasmid	chromosome	plasmid	plasmid	unicycler
truth	KGMAR-2019-400-2	40_length=5718_depth=0.26x	5718	KGMAR-2019-400-2__chr	5306170	5718	100.0	100		chromosome		chromosome	plasmid	chromosome	unicycler
truth	KGMAR-2019-400-2	41_length=4718_depth=1.24x	4718	KGMAR-2019-400-2__pl_1	150057	4718	100.0	100	plasmid	chromosome	plasmid	plasmid	plasmid	plasmid	unicycler
truth	KGMAR-2019-400-2	42_length=4711_depth=2.07x_circular=true	4711	KGMAR-2019-400-2__pl_4	4711	327	100.0	7	plasmid	plasmid	plasmid	plasmid	plasmid	plasmid	unicycler
truth	KGMAR-2019-400-2	42_length=4711_depth=2.07x_circular=true	4711	KGMAR-2019-400-2__pl_4	4711	4384	100.0	93	plasmid	plasmid	plasmid	plasmid	plasmid	plasmid	unicycler
truth	KGMAR-2019-400-2	43_length=4327_depth=0.83x	4327	KGMAR-2019-400-2__pl_2	27680	4327	100.0	100	plasmid	chromosome	plasmid	plasmid	plasmid	plasmid	unicycler
truth	KGMAR-2019-400-2	44_length=4209_depth=1.01x	4209	KGMAR-2019-400-2__chr	5306170	4209	100.0	100		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KGMAR-2019-400-2	45_length=3701_depth=0.90x	3701	KGMAR-2019-400-2__pl_2	27680	3701	100.0	100	plasmid	plasmid	plasmid	plasmid	plasmid	plasmid	unicycler
truth	KGMAR-2019-400-2	46_length=3628_depth=0.92x	3628	KGMAR-2019-400-2__pl_2	27680	3628	100.0	100	plasmid	chromosome	plasmid	plasmid	plasmid	plasmid	unicycler
truth	KGMAR-2019-400-2	47_length=3420_depth=2.62x	3420	KGMAR-2019-400-2__pl_3	20008	3420	100.0	100		chromosome	plasmid	chromosome	plasmid	chromosome	unicycler
truth	KGMAR-2019-400-2	48_length=3168_depth=1.01x	3168	KGMAR-2019-400-2__chr	5306170	3168	100.0	100	plasmid	chromosome		chromosome	chromosome	chromosome	unicycler
truth	KGMAR-2019-400-2	49_length=2955_depth=0.95x	2955	KGMAR-2019-400-2__chr	5306170	2955	100.0	100		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KGMAR-2019-400-2	50_length=2285_depth=1.37x	2285	KGMAR-2019-400-2__pl_1	150057	2285	100.0	100		plasmid	plasmid	plasmid	plasmid	plasmid	unicycler
truth	KGMAR-2019-400-2	51_length=1889_depth=1.03x	1889	KGMAR-2019-400-2__pl_2	27680	1889	100.0	100		plasmid	plasmid	plasmid	plasmid	plasmid	unicycler
truth	KGMAR-2019-400-2	52_length=1761_depth=3.29x	1761	KGMAR-2019-400-2__chr	5306170	1761	100.0	100		plasmid	plasmid	plasmid	plasmid	plasmid	unicycler
truth	KGMAR-2019-400-2	53_length=1590_depth=1.50x	1590	KGMAR-2019-400-2__pl_1	150057	1590	100.0	100		plasmid	plasmid	plasmid	plasmid	plasmid	unicycler
truth	KGMAR-2019-400-2	54_length=1420_depth=1.03x	1420	KGMAR-2019-400-2__chr	5306170	1420	100.0	100		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KGMAR-2019-400-2	55_length=1333_depth=9.78x	1333	KGMAR-2019-400-2__chr	5306170	1333	100.0	100		chromosome	plasmid	chromosome		chromosome	unicycler
truth	KGMAR-2019-400-2	56_length=1332_depth=1.23x	1332	KGMAR-2019-400-2__pl_1	150057	1332	100.0	100		chromosome	plasmid	plasmid	plasmid	plasmid	unicycler
truth	KGMAR-2019-400-2	57_length=1203_depth=1.01x	1203	KGMAR-2019-400-2__chr	5306170	1203	100.0	100		chromosome		plasmid	chromosome	chromosome	unicycler
truth	KGMAR-2019-400-2	58_length=1198_depth=3.00x	1198	KGMAR-2019-400-2__chr	5306170	1198	100.0	100		plasmid	plasmid	plasmid	plasmid	chromosome	unicycler
truth	KGMAR-2019-400-2	59_length=1096_depth=3.96x	1096	KGMAR-2019-400-2__chr	5306170	1096	100.0	100		plasmid	plasmid	plasmid	plasmid	chromosome	unicycler
truth	KGMAR-2019-400-2	60_length=839_depth=2.16x	839	KGMAR-2019-400-2__chr	5306170	839	100.0	100		chromosome	plasmid	chromosome		chromosome	unicycler
truth	KGMAR-2019-400-2	61_length=785_depth=1.73x	785	KGMAR-2019-400-2__pl_2	27680	785	100.0	100		chromosome	plasmid	plasmid		chromosome	unicycler
truth	KGMAR-2019-400-2	62_length=769_depth=4.99x	769	KGMAR-2019-400-2__chr	5306170	769	100.0	100		chromosome	plasmid	plasmid		chromosome	unicycler
