Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N90	NG90	auN	auNG	L50	LG50	L90	LG90	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90	QuastReferenceSequence	ToolName	QuastType	SRAssemblerUsed
KGVET-2020-01-1661_plasmid	23	21	9	5	3	2	279785	278535	239274	214690	174330	128123	23	75619	279785	1506	51.7	50.4	46207	75619	4675	75619	41974.7	7798063.2	3	1	12	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22 + 0 part	278152	100.0	1.084	0.0	0.0	61.24	1633.0	1633.0	-	1633	-	1633	9.5	1770.7	-	1	-	1	KGVET-2020-01-1661__pl_3	PlaScope_reads	IndividualPlasmids	unicycler
KGVET-2019-01-792_plasmid	31	28	15	9	3	1	292167	289598	255495	207893	127149	64076	31	64076	292167	208800	51.41	51.19	24429	26425	4521	10951	26962.3	37727.4	4	3	17	8	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0 + 7 part	101299	89.813	1.018	0.0	89.07	4.19	36648.0	190868.0	7784	11489	-	924	11750.0	16441.4	9	5	-	24	KGVET-2019-01-792__pl_1	PlaScope_reads	IndividualPlasmids	unicycler
KGVET-2019-01-792_plasmid	31	28	15	9	3	1	292167	289598	255495	207893	127149	64076	31	64076	292167	100633	51.41	52.21	24429	64076	4521	36648	26962.3	78279.3	4	1	17	2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	11 + 13 part	193682	95.018	1.03	0.0	59.91	0.0	64076.0	98485.0	-	64076	-	4521	14878.4	43196.4	-	1	-	5	KGVET-2019-01-792__pl_2	PlaScope_reads	IndividualPlasmids	unicycler
KGVET-2019-01-792_plasmid	31	28	15	9	3	1	292167	289598	255495	207893	127149	64076	31	64076	292167	5840	51.41	48.53	24429	64076	4521	64076	26962.3	1348884.0	4	1	17	1	1.0	1.0	10130.0	2.0	0.0	0.0	0.0	30 + 1 part	285341	100.0	1.169	0.0	454.15	29.3	6826.0	6826.0	-	6826	-	6826	159.5	7978.5	-	1	-	1	KGVET-2019-01-792__pl_3	PlaScope_reads	IndividualPlasmids	unicycler
KGVET-2019-01-792_plasmid	31	28	15	9	3	1	292167	289598	255495	207893	127149	64076	31	64076	292167	4163	51.41	48.96	24429	64076	4521	64076	26962.3	1892260.9	4	1	17	1	1.0	1.0	10130.0	3.0	0.0	0.0	0.0	30 + 1 part	286509	100.0	1.359	0.0	972.07	212.09	5658.0	5658.0	-	5658	-	5658	109.6	7689.9	-	1	-	1	KGVET-2019-01-792__pl_4	PlaScope_reads	IndividualPlasmids	unicycler
2018-01-2640_plasmid	13	12	11	7	4	2	347976	347454	344390	318495	273805	192427	13	109432	347976	148652	51.14	51.93	82995	109432	10752	82995	66409.8	155457.1	2	1	7	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4 + 0 part	203775	96.893	1.001	0.0	2.77	0.69	45131.0	144201.0	-	36247	-	8300	12015.4	28126.6	-	2	-	6	2018-01-2640__pl_1	PlaScope_reads	IndividualPlasmids	unicycler
2018-01-2640_plasmid	13	12	11	7	4	2	347976	347454	344390	318495	273805	192427	13	109432	347976	109452	51.14	49.3	82995	109432	10752	109432	66409.8	211133.7	2	1	7	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12 + 0 part	238544	99.976	1.0	0.0	0.0	0.91	109432.0	109432.0	-	109432	-	109432	34414.3	109412.0	-	1	-	1	2018-01-2640__pl_2	PlaScope_reads	IndividualPlasmids	unicycler
2018-01-2640_plasmid	13	12	11	7	4	2	347976	347454	344390	318495	273805	192427	13	109432	347976	82868	51.14	52.87	82995	109432	10752	109432	66409.8	278865.3	2	1	7	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12 + 0 part	264981	100.0	1.002	0.0	0.0	1.2	82995.0	82995.0	-	82995	-	82995	19795.0	83122.2	-	1	-	1	2018-01-2640__pl_3	PlaScope_reads	IndividualPlasmids	unicycler
2018-01-2640_plasmid	13	12	11	7	4	2	347976	347454	344390	318495	273805	192427	13	109432	347976	5631	51.14	47.38	82995	109432	10752	109432	66409.8	4103890.8	2	1	7	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12 + 0 part	342218	100.0	1.023	0.0	0.0	17.37	5758.0	5758.0	-	5758	-	5758	95.3	5887.9	-	1	-	1	2018-01-2640__pl_4	PlaScope_reads	IndividualPlasmids	unicycler
2018-01-2640_plasmid	13	12	11	7	4	2	347976	347454	344390	318495	273805	192427	13	109432	347976	5463	51.14	47.21	82995	109432	10752	109432	66409.8	4230095.0	2	1	7	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12 + 0 part	342386	100.0	1.023	0.0	0.0	17.89	5590.0	5590.0	-	5590	-	5590	89.8	5720.0	-	1	-	1	2018-01-2640__pl_5	PlaScope_reads	IndividualPlasmids	unicycler
KGVET-2020-01-236-2_plasmid	4	4	3	0	0	0	22423	22423	20769	0	0	0	4	9421	22423	9294	50.85	55.18	5758	9421	5590	9421	6952.4	16773.6	2	1	3	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3 + 0 part	13002	100.0	1.014	0.0	0.0	10.61	9421.0	9421.0	-	9421	-	9421	3958.2	9549.7	-	1	-	1	KGVET-2020-01-236-2__pl_1	PlaScope_reads	IndividualPlasmids	unicycler
KGVET-2020-01-236-2_plasmid	4	4	3	0	0	0	22423	22423	20769	0	0	0	4	9421	22423	5631	50.85	47.38	5758	9421	5590	9421	6952.4	27684.9	2	1	3	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3 + 0 part	16665	100.0	1.023	0.0	0.0	17.37	5758.0	5758.0	-	5758	-	5758	1478.6	5887.9	-	1	-	1	KGVET-2020-01-236-2__pl_2	PlaScope_reads	IndividualPlasmids	unicycler
KGVET-2020-01-236-2_plasmid	4	4	3	0	0	0	22423	22423	20769	0	0	0	4	9421	22423	5463	50.85	47.25	5758	9421	5590	9421	6952.4	28536.3	2	1	3	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3 + 0 part	16833	100.0	1.023	0.0	0.0	17.89	5590.0	5590.0	-	5590	-	5590	1393.6	5720.0	-	1	-	1	KGVET-2020-01-236-2__pl_3	PlaScope_reads	IndividualPlasmids	unicycler
KGVET-2020-01-236-2_plasmid	4	4	3	0	0	0	22423	22423	20769	0	0	0	4	9421	22423	1527	50.85	50.23	5758	9421	5590	9421	6952.4	102091.4	2	1	3	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3 + 0 part	20769	100.0	1.083	0.0	0.0	60.46	1654.0	1654.0	-	1654	-	1654	122.0	1791.6	-	1	-	1	KGVET-2020-01-236-2__pl_4	PlaScope_reads	IndividualPlasmids	unicycler
KGMAR-2019-1764_plasmid	4	4	2	2	2	1	133914	133914	127034	127034	127034	82286	4	82286	133914	137603	49.25	49.34	82286	82286	44748	44748	65697.7	63936.4	1	1	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0 + 0 part	0	97.319	1.0	0.0	0.0	0.0	82286.0	133914.0	82286	82286	44748	44748	65697.7	63936.4	1	1	2	2	KGMAR-2019-1764__pl_1	PlaScope_reads	IndividualPlasmids	unicycler
2018-01-4107_plasmid	25	16	5	2	2	0	108074	101715	75745	55237	55237	0	25	29577	108074	45319	48.81	44.93	25660	29577	1602	25660	16332.7	38949.3	2	1	13	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19 + 0 part	64773	94.993	1.006	0.0	0.0	0.0	25660.0	43301.0	-	25660	-	2811	6790.9	16194.5	-	1	-	5	2018-01-4107__pl_1	PlaScope_reads	IndividualPlasmids	unicycler
2018-01-4107_plasmid	25	16	5	2	2	0	108074	101715	75745	55237	55237	0	25	29577	108074	5631	48.81	47.38	25660	29577	1602	29577	16332.7	313468.8	2	1	13	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23 + 1 part	102251	100.0	1.034	0.0	0.0	17.17	5758.0	5823.0	-	5758	-	5758	306.8	5888.6	-	1	-	1	2018-01-4107__pl_2	PlaScope_reads	IndividualPlasmids	unicycler
2018-01-4107_plasmid	25	16	5	2	2	0	108074	101715	75745	55237	55237	0	25	29577	108074	4232	48.81	46.2	25660	29577	1602	29577	16332.7	417094.2	2	1	13	1								25 + 0 part	108074			0.0															2018-01-4107__pl_3	PlaScope_reads	IndividualPlasmids	unicycler
2018-01-4107_plasmid	25	16	5	2	2	0	108074	101715	75745	55237	55237	0	25	29577	108074	3897	48.81	51.78	25660	29577	1602	29577	16332.7	452949.1	2	1	13	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24 + 0 part	104050	100.0	1.033	0.0	0.0	24.85	4024.0	4024.0	-	4024	-	4024	149.8	4155.1	-	1	-	1	2018-01-4107__pl_4	PlaScope_reads	IndividualPlasmids	unicycler
2018-01-4107_plasmid	25	16	5	2	2	0	108074	101715	75745	55237	55237	0	25	29577	108074	1843	48.81	45.47	25660	29577	1602	29577	16332.7	957755.1	2	1	13	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23 + 1 part	107195	47.694	1.0	0.0	113.77	0.0	800.0	879.0	-	-	-	-	6.0	350.6	-	-	-	-	2018-01-4107__pl_5	PlaScope_reads	IndividualPlasmids	unicycler
2018-01-4107_plasmid	25	16	5	2	2	0	108074	101715	75745	55237	55237	0	25	29577	108074	1506	48.81	50.27	25660	29577	1602	29577	16332.7	1172073.4	2	1	13	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23 + 1 part	106376	100.0	1.127	0.0	0.0	58.89	1633.0	1698.0	-	1633	-	1633	24.7	1773.5	-	1	-	1	2018-01-4107__pl_6	PlaScope_reads	IndividualPlasmids	unicycler
KGMAR-2016-1198_plasmid	34	29	13	9	2	0	241832	237987	197580	166676	58368	0	34	29976	241832	265616	52.08	52.18	12754	12698	3778	849	16220.6	14768.2	6	7	18	31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0 + 0 part	0	90.896	1.002	0.0	14.89	0.0	29976.0	241818.0	12754	12698	3778	849	16220.1	14767.7	6	7	18	31	KGMAR-2016-1198__pl_1	PlaScope_reads	IndividualPlasmids	unicycler
KGMAR-2020-440_plasmid	5	5	3	2	2	1	131168	131168	124460	118945	118945	72442	5	72442	131168	132386	52.87	52.9	72442	72442	46503	5515	56899.3	56375.8	1	1	2	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0 + 0 part	0	98.882	1.002	0.0	0.0	0.76	72442.0	131168.0	72442	72442	46503	5515	56899.3	56375.8	1	1	2	3	KGMAR-2020-440__pl_1	PlaScope_reads	IndividualPlasmids	unicycler
KGMAR-2020-440_plasmid	5	5	3	2	2	1	131168	131168	124460	118945	118945	72442	5	72442	131168	4813	52.87	47.62	72442	72442	46503	72442	56899.3	1550668.2	1	1	2	1								5 + 0 part	131168			0.0															KGMAR-2020-440__pl_2	PlaScope_reads	IndividualPlasmids	unicycler
2018-01-714_plasmid	11	11	8	5	1	1	241160	241160	231541	213948	150141	150141	11	150141	241160	245878	45.06	45.18	150141	150141	6396	5650	98773.2	96877.9	1	1	6	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0 + 0 part	0	98.017	0.995	0.0	7.92	10.42	150141.0	239860.0	150141	150141	6396	5650	98665.6	96772.4	1	1	6	7	2018-01-714__pl_1	PlaScope_reads	IndividualPlasmids	unicycler
KGVETS-2019-01-2116_plasmid	3	2	0	0	0	0	6648	5919	0	0	0	0	3	4718	6648	160222	58.68	52.41	4718	-	729	-	3645.2	151.2	1	-	3	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1 + 0 part	729	3.694	1.0	0.0	0.0	0.0	4718.0	5919.0	4718	-	-	-	3565.3	147.9	1	-	-	-	KGVETS-2019-01-2116__pl_1	PlaScope_reads	IndividualPlasmids	unicycler
KGVET-2019-01-3619_plasmid	55	38	15	11	3	0	304900	293558	244607	214615	93498	0	55	37429	304900	230126	52.47	52.2	15285	23747	2056	11149	17464.2	23138.8	6	4	26	11	1.0	1.0	15285.0	1.0	0.0	0.0	2.0	3 + 8 part	67690	92.867	1.108	0.0	293.49	5.91	37429.0	236808.0	9458	13957	-	1711	13868.1	18374.3	8	5	-	22	KGVET-2019-01-3619__pl_1	PlaScope_reads	IndividualPlasmids	unicycler
KGVET-2019-01-3619_plasmid	55	38	15	11	3	0	304900	293558	244607	214615	93498	0	55	37429	304900	119763	52.47	53.13	15285	30022	2056	23747	17464.2	44461.5	6	2	26	4	1.0	1.0	503.0	0.0	0.0	0.0	3.0	10 + 9 part	177037	88.587	1.205	0.0	522.4	7.04	23747.0	127871.0	-	11149	-	1225	4228.4	10765.0	-	4	-	20	KGVET-2019-01-3619__pl_2	PlaScope_reads	IndividualPlasmids	unicycler
KGVET-2019-01-3619_plasmid	55	38	15	11	3	0	304900	293558	244607	214615	93498	0	55	37429	304900	105056	52.47	52.18	15285	30022	2056	23747	17464.2	50685.8	6	2	26	4								55 + 0 part	304900			0.0															KGVET-2019-01-3619__pl_3	PlaScope_reads	IndividualPlasmids	unicycler
KGVET-2019-01-3619_plasmid	55	38	15	11	3	0	304900	293558	244607	214615	93498	0	55	37429	304900	16307	52.47	48.34	15285	37429	2056	37429	17464.2	326537.3	6	1	26	1	3.0	3.0	12821.0	0.0	0.0	0.0	0.0	52 + 2 part	294314	62.58	1.037	0.0	0.0	0.0	4896.0	10586.0	-	1341	-	-	105.5	1972.8	-	3	-	-	KGVET-2019-01-3619__pl_4	PlaScope_reads	IndividualPlasmids	unicycler
KGVET-2019-01-3619_plasmid	55	38	15	11	3	0	304900	293558	244607	214615	93498	0	55	37429	304900	5763	52.47	48.22	15285	37429	2056	37429	17464.2	923970.8	6	1	26	1	0.0	0.0	0.0	0.0	0.0	0.0	2.0	52 + 2 part	297264	100.0	1.325	0.0	667.89	78.58	5890.0	7636.0	-	5890	-	5890	116.5	6163.7	-	1	-	1	KGVET-2019-01-3619__pl_5	PlaScope_reads	IndividualPlasmids	unicycler
KGVET-2019-01-3619_plasmid	55	38	15	11	3	0	304900	293558	244607	214615	93498	0	55	37429	304900	3341	52.47	46.39	15285	37429	2056	37429	17464.2	1593787.4	6	1	26	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	52 + 2 part	300115	100.0	1.432	0.0	919.54	41.8	3468.0	4785.0	-	3468	-	3468	41.1	3755.1	-	1	-	1	KGVET-2019-01-3619__pl_6	PlaScope_reads	IndividualPlasmids	unicycler
KGVET-2019-01-3619_plasmid	55	38	15	11	3	0	304900	293558	244607	214615	93498	0	55	37429	304900	3336	52.47	46.94	15285	37429	2056	37429	17464.2	1596176.1	6	1	26	1	0.0	0.0	0.0	0.0	0.0	0.0	2.0	51 + 3 part	299929	100.0	1.49	0.0	885.13	100.58	3463.0	4971.0	-	3463	-	3463	40.7	3723.1	-	1	-	1	KGVET-2019-01-3619__pl_7	PlaScope_reads	IndividualPlasmids	unicycler
KGVET-2019-01-3472-4_plasmid	4	4	4	2	2	1	99007	99007	99007	87659	87659	54244	4	54244	99007	33288	48.39	41.77	54244	54244	5758	54244	41647.3	123869.8	1	1	3	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3 + 0 part	65592	100.0	1.004	0.0	8.98	2.99	33415.0	33415.0	-	33415	-	33415	11277.6	33542.5	-	1	-	1	KGVET-2019-01-3472-4__pl_1	PlaScope_reads	IndividualPlasmids	unicycler
KGVET-2019-01-3472-4_plasmid	4	4	4	2	2	1	99007	99007	99007	87659	87659	54244	4	54244	99007	5631	48.39	47.38	54244	54244	5758	54244	41647.3	732263.6	1	1	3	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3 + 0 part	93249	100.0	1.023	0.0	0.0	17.37	5758.0	5758.0	-	5758	-	5758	334.9	5887.9	-	1	-	1	KGVET-2019-01-3472-4__pl_2	PlaScope_reads	IndividualPlasmids	unicycler
KGVET-2019-01-3472-4_plasmid	4	4	4	2	2	1	99007	99007	99007	87659	87659	54244	4	54244	99007	5463	48.39	47.23	54244	54244	5758	54244	41647.3	754782.4	1	1	3	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3 + 0 part	93417	100.0	1.023	0.0	0.0	17.89	5590.0	5590.0	-	5590	-	5590	315.6	5720.0	-	1	-	1	KGVET-2019-01-3472-4__pl_3	PlaScope_reads	IndividualPlasmids	unicycler
KGMAR-2016-1400_plasmid	17	15	12	7	2	1	204165	202885	195997	158048	78685	51212	17	51212	204165	191744	51.5	51.96	18366	19990	7299	9436	24554.5	26145.2	4	3	10	9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1 + 3 part	25514	92.584	1.006	0.0	12.87	0.56	51212.0	178651.0	18366	19990	-	2271	23548.4	25073.9	4	3	-	10	KGMAR-2016-1400__pl_1	PlaScope_reads	IndividualPlasmids	unicycler
KGVETS-2019-01-2303_plasmid	8	6	3	2	2	1	156886	155756	148318	143014	143014	95859	8	95859	156886	162526	52.3	52.47	95859	95859	47155	5304	73093.0	70556.5	1	1	2	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1 + 0 part	578	95.936	1.002	0.0	0.0	0.64	95859.0	156308.0	95859	95859	47155	5304	73090.9	70554.5	1	1	2	3	KGVETS-2019-01-2303__pl_1	PlaScope_reads	IndividualPlasmids	unicycler
KGVET-2020-01-2496-3_plasmid	1	1	1	1	1	1	775799	775799	775799	775799	775799	775799	1	775799	775799	194910	55.04	44.69	775799	775799	775799	775799	775799.0	3087907.7	1	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0 + 1 part	579887	100.0	1.005	0.0	39.81	1.02	110934.0	195912.0	-	110934	-	84978	25171.0	100187.8	-	1	-	2	KGVET-2020-01-2496-3__pl_1	PlaScope_reads	IndividualPlasmids	unicycler
KGVETS-2019-01-2871_plasmid	1	1	1	1	1	1	112182	112182	112182	112182	112182	112182	1	112182	112182	112055	49.01	49.0	112182	112182	112182	112182	112182.0	112309.1	1	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0 + 0 part	0	100.0	1.001	0.0	0.0	0.89	112182.0	112182.0	112182	112182	112182	112182	112182.0	112309.1	1	1	1	1	KGVETS-2019-01-2871__pl_1	PlaScope_reads	IndividualPlasmids	unicycler
KGVETS-2019-01-3187_plasmid	2	2	2	1	1	1	134490	134490	134490	127483	127483	127483	2	127483	134490	134614	50.48	50.48	127483	127483	127483	127483	121206.1	121094.5	1	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0 + 0 part	0	99.814	1.001	0.0	0.0	0.0	127483.0	134490.0	127483	127483	127483	127483	121206.1	121094.5	1	1	1	1	KGVETS-2019-01-3187__pl_1	PlaScope_reads	IndividualPlasmids	unicycler
KGVETS-2019-01-3185_plasmid	17	15	13	9	5	2	491613	489931	484888	458878	401116	307230	17	256387	491613	210134	52.77	49.87	256387	256387	12136	256387	147186.2	344345.4	1	1	8	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8 + 0 part	333021	75.203	1.004	0.0	1.26	0.63	50843.0	158592.0	-	31930	-	-	10859.4	25405.9	-	3	-	-	KGVETS-2019-01-3185__pl_1	PlaScope_reads	IndividualPlasmids	unicycler
KGVETS-2019-01-3185_plasmid	17	15	13	9	5	2	491613	489931	484888	458878	401116	307230	17	256387	491613	108158	52.77	49.4	256387	256387	12136	256387	147186.2	669008.9	1	1	8	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	16 + 1 part	383029	100.0	1.004	0.0	18.42	1.84	78167.0	108584.0	-	78167	-	30417	14310.6	65046.3	-	1	-	2	KGVETS-2019-01-3185__pl_2	PlaScope_reads	IndividualPlasmids	unicycler
KGVETS-2019-01-3185_plasmid	17	15	13	9	5	2	491613	489931	484888	458878	401116	307230	17	256387	491613	54735	52.77	52.59	256387	256387	12136	256387	147186.2	1321981.7	1	1	8	1	1.0	1.0	12136.0	0.0	0.0	0.0	0.0	12 + 0 part	430249	95.539	1.173	0.0	169.48	0.0	28976.0	61364.0	-	28976	-	6041	2215.4	19898.1	-	1	-	4	KGVETS-2019-01-3185__pl_3	PlaScope_reads	IndividualPlasmids	unicycler
KGVETS-2019-01-3185_plasmid	17	15	13	9	5	2	491613	489931	484888	458878	401116	307230	17	256387	491613	9294	52.77	55.06	256387	256387	12136	256387	147186.2	7785524.9	1	1	8	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15 + 1 part	480742	100.0	1.17	0.0	809.49	36.8	9421.0	10871.0	-	9421	-	9421	184.8	9776.0	-	1	-	1	KGVETS-2019-01-3185__pl_4	PlaScope_reads	IndividualPlasmids	unicycler
KGVETS-2019-01-3162_plasmid	9	8	7	5	3	3	276088	275512	273775	257662	212111	212111	9	107410	276088	164800	49.6	49.63	54106	107410	21593	54106	65927.1	110447.1	2	1	5	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1 + 1 part	116728	96.447	1.003	0.0	1.26	0.0	54106.0	159360.0	21593	50595	-	21593	23814.6	39896.4	4	2	-	4	KGVETS-2019-01-3162__pl_1	PlaScope_reads	IndividualPlasmids	unicycler
KGVETS-2019-01-3162_plasmid	9	8	7	5	3	3	276088	275512	273775	257662	212111	212111	9	107410	276088	107283	49.6	49.39	54106	107410	21593	107410	65927.1	169660.4	2	1	5	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8 + 0 part	168678	100.0	1.001	0.0	0.0	0.93	107410.0	107410.0	-	107410	-	107410	41787.1	107537.2	-	1	-	1	KGVETS-2019-01-3162__pl_2	PlaScope_reads	IndividualPlasmids	unicycler
KGVETS-2019-01-3162_plasmid	9	8	7	5	3	3	276088	275512	273775	257662	212111	212111	9	107410	276088	10077	49.6	55.06	54106	107410	21593	107410	65927.1	1806259.9	2	1	5	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5 + 2 part	265664	99.315	1.042	0.0	19.19	0.0	9480.0	10424.0	-	9480	-	9480	327.0	8958.1	-	1	-	1	KGVETS-2019-01-3162__pl_3	PlaScope_reads	IndividualPlasmids	unicycler
KGVET-2020-01-2959-1_plasmid	5	3	2	1	1	1	62479	60961	59959	54201	54201	54201	5	54201	62479	54204	52.17	52.79	54201	54201	5758	54201	47586.0	54850.7	1	1	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4 + 0 part	8278	99.994	1.0	0.0	0.0	0.0	54201.0	54201.0	54201	54201	-	54201	47019.8	54198.0	1	1	-	1	KGVET-2020-01-2959-1__pl_1	PlaScope_reads	IndividualPlasmids	unicycler
KGVET-2020-01-2959-1_plasmid	5	3	2	1	1	1	62479	60961	59959	54201	54201	54201	5	54201	62479	5631	52.17	47.38	54201	54201	5758	54201	47586.0	527992.7	1	1	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4 + 0 part	56721	100.0	1.023	0.0	0.0	17.37	5758.0	5758.0	-	5758	-	5758	530.7	5887.9	-	1	-	1	KGVET-2020-01-2959-1__pl_2	PlaScope_reads	IndividualPlasmids	unicycler
KGMAR-2016-1200_plasmid	11	10	5	4	2	2	178994	178223	162074	154371	124995	124995	11	71930	178994	187807	53.03	53.08	53065	53065	7703	3777	47756.5	45515.5	2	2	5	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1 + 0 part	2794	93.752	1.001	0.0	0.0	0.0	71930.0	176200.0	53065	53065	7703	3777	47712.9	45473.9	2	2	5	7	KGMAR-2016-1200__pl_1	PlaScope_reads	IndividualPlasmids	unicycler
KGMAR-2016-1200_plasmid	11	10	5	4	2	2	178994	178223	162074	154371	124995	124995	11	71930	178994	2667	53.03	45.74	53065	71930	7703	71930	47756.5	3205148.1	2	1	5	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10 + 0 part	176200	100.0	1.048	0.0	0.0	35.79	2794.0	2794.0	-	2794	-	2794	43.6	2927.0	-	1	-	1	KGMAR-2016-1200__pl_2	PlaScope_reads	IndividualPlasmids	unicycler
2018-01-778_plasmid	3	3	2	2	2	2	132162	132162	129021	129021	129021	129021	3	74316	132162	77938	52.42	52.21	74316	74316	54705	74316	64507.0	109386.6	1	1	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1 + 0 part	54705	99.374	1.0	0.0	0.0	1.29	74316.0	77457.0	74316	74316	-	74316	41863.3	70988.9	1	1	-	1	2018-01-778__pl_1	PlaScope_reads	IndividualPlasmids	unicycler
2018-01-778_plasmid	3	3	2	2	2	2	132162	132162	129021	129021	129021	129021	3	74316	132162	54425	52.42	52.92	74316	74316	54705	74316	64507.0	156644.4	1	1	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2 + 0 part	77457	99.903	1.0	0.0	0.0	1.84	54378.0	54378.0	-	54378	-	54378	22373.8	54331.0	-	1	-	1	2018-01-778__pl_2	PlaScope_reads	IndividualPlasmids	unicycler
KGVET-2020-01-2661_plasmid	12	11	8	6	1	0	127058	126341	120534	103505	31859	0	12	31859	127058	125338	47.66	52.05	13751	13751	7855	7855	17986.5	18233.4	3	3	8	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2 + 0 part	32576	75.382	1.0	0.0	0.0	0.0	22169.0	94482.0	10844	10844	-	-	9994.0	10131.2	5	5	-	-	KGVET-2020-01-2661__pl_1	PlaScope_reads	IndividualPlasmids	unicycler
KGVET-2020-01-2661_plasmid	12	11	8	6	1	0	127058	126341	120534	103505	31859	0	12	31859	127058	31859	47.66	33.62	13751	31859	7855	31859	17986.5	71732.7	3	1	8	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11 + 0 part	95199	100.0	1.0	0.0	0.0	0.0	31859.0	31859.0	-	31859	-	31859	7988.4	31859.0	-	1	-	1	KGVET-2020-01-2661__pl_2	PlaScope_reads	IndividualPlasmids	unicycler
2018-01-711_plasmid	4	4	1	0	0	0	16325	16325	5758	0	0	0	4	5758	16325	5631	48.91	47.38	3876	5758	3195	5758	4325.1	12539.2	2	1	4	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2 + 1 part	10502	100.0	1.034	0.0	0.0	17.17	5758.0	5823.0	-	5758	-	5758	2031.2	5888.6	-	1	-	1	2018-01-711__pl_1	PlaScope_reads	IndividualPlasmids	unicycler
2018-01-711_plasmid	4	4	1	0	0	0	16325	16325	5758	0	0	0	4	5758	16325	3749	48.91	52.12	3876	5758	3195	5758	4325.1	18833.8	2	1	4	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3 + 0 part	12449	100.0	1.034	0.0	0.0	25.8	3876.0	3876.0	-	3876	-	3876	920.3	4007.3	-	1	-	1	2018-01-711__pl_2	PlaScope_reads	IndividualPlasmids	unicycler
2018-01-711_plasmid	4	4	1	0	0	0	16325	16325	5758	0	0	0	4	5758	16325	3068	48.91	45.11	3876	5758	3195	5758	4325.1	23014.3	2	1	4	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3 + 0 part	13130	100.0	1.041	0.0	0.0	31.3	3195.0	3195.0	-	3195	-	3195	625.3	3327.3	-	1	-	1	2018-01-711__pl_3	PlaScope_reads	IndividualPlasmids	unicycler
